	Astro_0	Astro_1	Astro_2	Astro_3	Astro_4	Ext_Amy_1	Ext_Amy_2	Ext_ClauPyr	Ext_Hpc_1	Ext_Hpc_2	Ext_Hpc_3	Ext_Hpc_4	Ext_L23	Ext_L25	Ext_L56	Ext_L5_1	Ext_L5_2	Ext_L6	Ext_L6B	Ext_Pir	Ext_Thal_1	Ext_Thal_2	Ext_Unk_3	Inh_1	Inh_2	Inh_3	Inh_4	Inh_5	Inh_6	Inh_Lamp5	Inh_Meis2_1	Inh_Meis2_2	Inh_Meis2_3	Inh_Meis2_4	Inh_Pvalb	Inh_Sst	Inh_Vip	LowQ_2	Micro	Nb_1	Nb_2	OPC_1	OPC_2	Oligo_1	Oligo_2	Unk_1
Spotx21	2.0184476e-10	0.010873414	0.041505616	0.019750973	2.0070039e-10	2.0066747e-10	2.0084896e-10	0.0022879278	0.01218611	0.02641829	2.0056529e-10	2.0059553e-10	2.0088499e-10	0.0072509376	2.0065025e-10	2.0103753e-10	2.0115568e-10	2.0070229e-10	0.025301378	2.0157892e-10	0.0014776253	2.009505e-10	0.16908853	2.0101759e-10	0.015442745	2.0156661e-10	2.0108508e-10	0.019914823	0.067316644	2.0096853e-10	0.03345545	2.0080798e-10	0.12062118	0.014025457	0.11253559	0.12376604	0.065588586	0.013864981	0.045047443	0.019547695	0.012813695	0.017489295	2.0071608e-10	0.0024295354	2.0069349e-10	2.0082867e-10
Spotx22	0.10595154	2.4805177e-10	2.479723e-10	2.480565e-10	2.4768065e-10	2.4830926e-10	0.014431674	2.4896088e-10	0.16351444	0.005583764	2.484154e-10	0.057989366	2.4763055e-10	2.4781674e-10	2.477142e-10	2.477638e-10	2.484443e-10	2.479515e-10	2.4781438e-10	2.4799313e-10	0.0017342764	2.4763294e-10	2.4768915e-10	2.4781532e-10	0.10490635	2.4775437e-10	2.4780256e-10	0.025390917	0.018605178	0.00074915204	2.4784652e-10	2.476679e-10	2.4764005e-10	0.31871763	2.477695e-10	2.478068e-10	2.4804847e-10	2.4783756e-10	2.4795718e-10	0.011637636	0.022721255	0.00013260076	0.013684531	2.4807212e-10	0.0071485927	0.127101
Spotx23	5.8289423e-10	5.833625e-10	0.21355848	0.019532343	0.00053794513	5.8338917e-10	5.830321e-10	5.834604e-10	0.03436534	5.8493016e-10	0.027950197	5.8350164e-10	5.8331023e-10	5.837008e-10	0.12862356	5.8329575e-10	5.8307775e-10	0.009386652	0.007943944	5.836719e-10	5.83239e-10	5.833836e-10	5.8340816e-10	5.838902e-10	5.8334804e-10	5.832579e-10	5.8324906e-10	5.8298544e-10	5.8345156e-10	5.8334254e-10	0.036016632	5.8334476e-10	5.8353167e-10	5.831601e-10	0.38900357	5.8310223e-10	0.04063025	5.8387906e-10	0.015233196	5.831267e-10	5.8401495e-10	5.8275756e-10	0.0030652436	5.8315225e-10	5.8271643e-10	0.07415262
Spotx24	0.01772369	0.023726681	3.464433e-10	0.014008164	3.4672953e-10	0.047750082	0.050543964	3.464704e-10	0.10262267	3.4721462e-10	3.4643274e-10	3.4698955e-10	3.4679368e-10	0.043990023	3.4676592e-10	3.4664951e-10	0.061641995	3.464519e-10	3.4635803e-10	3.4690417e-10	0.047755722	3.4671432e-10	0.10668624	0.029973544	3.4657416e-10	3.4638778e-10	3.477223e-10	0.06284412	3.4633427e-10	3.4690154e-10	3.465702e-10	0.02190792	0.114214316	3.4823136e-10	0.15574035	3.4663694e-10	3.4667005e-10	0.010208949	0.03323071	0.036628645	3.4615924e-10	3.462907e-10	3.4631314e-10	0.018802196	3.46475e-10	3.4660655e-10
Spotx25	4.692059e-10	4.691594e-10	4.692999e-10	4.692838e-10	0.010652756	4.691755e-10	4.694673e-10	4.6902693e-10	4.6923543e-10	4.694932e-10	4.691844e-10	4.6910564e-10	0.0031294269	4.7000664e-10	4.6939835e-10	4.6935444e-10	4.6951293e-10	4.694046e-10	4.6939386e-10	4.6913073e-10	4.6914417e-10	0.029493462	0.10751917	4.693751e-10	4.691808e-10	0.051011536	4.708384e-10	4.69171e-10	0.020150408	4.706831e-10	0.013680181	4.6931603e-10	0.019538525	4.6929094e-10	0.44947007	4.696975e-10	4.6914594e-10	4.6937954e-10	0.023880234	0.08537298	4.6907433e-10	0.02847946	4.692605e-10	4.6923004e-10	4.6914417e-10	0.15762179
Spotx26	0.026006544	0.005699917	0.059269506	1.6406013e-10	1.6392063e-10	1.6387311e-10	1.642812e-10	1.6377281e-10	1.6383248e-10	1.6412086e-10	1.6399661e-10	1.6370223e-10	0.33612975	0.02627135	1.6385748e-10	1.6374407e-10	1.6372877e-10	1.637928e-10	1.6386811e-10	0.009264242	1.6372315e-10	0.004080996	0.15836342	0.03456651	1.6385279e-10	1.6393657e-10	1.6407639e-10	0.06631202	1.6370004e-10	1.6382186e-10	1.6410395e-10	1.6379187e-10	0.1046045	0.03737999	1.6383685e-10	1.6398442e-10	1.6377905e-10	0.020792963	0.007349576	0.030432258	0.022253247	1.6407921e-10	0.027770903	1.6383404e-10	1.6378686e-10	0.023452276
Spotx27	0.034923583	1.2228027e-10	1.2218841e-10	1.2213389e-10	0.0118695265	0.047557063	0.086539865	0.016116083	0.012184876	1.2213668e-10	1.2225952e-10	0.01882002	0.080998234	1.2230476e-10	1.2215251e-10	0.1512214	1.2221849e-10	0.014021987	0.15900685	1.2227792e-10	0.0671635	0.00762329	0.048071474	0.0431893	1.2224062e-10	1.2232458e-10	1.2232948e-10	0.00517323	1.2223293e-10	1.227736e-10	1.2257285e-10	0.020461312	1.2218981e-10	1.221453e-10	1.2205749e-10	1.221912e-10	0.001376122	0.05075376	0.023273114	1.2219517e-10	0.005787672	0.031900518	0.031718496	1.2220193e-10	1.2207123e-10	0.030248685
Spotx28	0.05491825	2.607651e-10	2.6034222e-10	0.04700568	2.6051505e-10	2.601724e-10	2.6025282e-10	2.599403e-10	2.6014363e-10	2.608233e-10	2.6011238e-10	2.6036653e-10	2.602404e-10	0.0017186966	2.6014313e-10	2.6039335e-10	0.07858585	2.6008262e-10	2.6024788e-10	2.6009053e-10	0.105833516	2.6018185e-10	0.08989434	0.007449427	2.6126695e-10	2.6075864e-10	0.24495286	0.042903565	0.12660007	0.017488616	2.6036553e-10	0.0019461486	2.6035013e-10	2.6009006e-10	0.04172179	0.009089939	0.013060719	2.6026076e-10	0.0072910516	2.6162547e-10	2.6009997e-10	0.103770874	2.6017788e-10	0.0057685543	2.600107e-10	2.6006625e-10
Spotx29	0.048732243	0.022483775	3.4489828e-10	3.4523787e-10	0.008486255	3.4456354e-10	3.4450315e-10	3.4451364e-10	0.02692517	3.4450376e-10	3.446273e-10	3.445373e-10	3.4501865e-10	0.041640706	0.09525805	0.017823081	0.2555977	3.4469505e-10	0.018943243	3.4451297e-10	0.020135567	3.4484499e-10	3.444545e-10	3.4465758e-10	3.4473252e-10	3.4480419e-10	3.4473188e-10	0.0072634043	0.005218851	0.004554812	3.4464243e-10	0.063125804	3.4494627e-10	0.121399365	0.120196246	3.4482456e-10	3.4501602e-10	0.09643878	3.445629e-10	3.4479697e-10	0.025776869	3.4477526e-10	3.4472264e-10	3.4460038e-10	3.4475556e-10	3.4479697e-10
Spotx30	1.5715228e-10	1.5709294e-10	0.00094846066	0.034067884	1.5716127e-10	1.5722694e-10	1.5720175e-10	0.05132408	0.044840507	0.22473402	1.5727643e-10	0.040941928	1.5723593e-10	1.5710164e-10	1.5756407e-10	0.0737024	0.07339077	0.0061136247	0.01702582	1.5775653e-10	1.574349e-10	0.0045671687	0.24289486	1.5747664e-10	0.053829536	0.02791647	1.574349e-10	1.5711692e-10	0.0068640993	0.0081967525	1.5721582e-10	0.009011163	0.02210572	1.5763592e-10	1.5720744e-10	1.5749106e-10	1.5783387e-10	0.015905228	0.023628507	1.5727523e-10	0.014995279	1.5713308e-10	0.0029957131	1.5719305e-10	1.5719576e-10	1.5724194e-10
Spotx31	0.024379674	4.8305987e-10	4.827513e-10	0.07306226	0.06537443	4.8250093e-10	4.8264726e-10	0.116909236	0.05516811	4.8236193e-10	4.8254695e-10	0.04054917	0.081451036	4.825441e-10	4.8248433e-10	4.8256715e-10	4.820502e-10	4.8350324e-10	0.019750025	4.827706e-10	0.12137696	4.821366e-10	0.081382684	4.8245485e-10	4.8311144e-10	4.8229665e-10	4.822387e-10	4.823675e-10	4.8325616e-10	4.8221843e-10	4.822902e-10	0.010423703	0.2584331	0.024512373	4.825902e-10	4.821394e-10	4.822985e-10	4.820676e-10	0.027227227	4.8211823e-10	4.824429e-10	4.8233156e-10	4.822883e-10	4.8245213e-10	4.8221477e-10	4.8214394e-10
Spotx32	4.6310117e-10	4.6277182e-10	4.6321602e-10	4.629678e-10	4.629175e-10	4.629634e-10	0.014364304	4.63429e-10	0.03178999	4.630411e-10	4.6348914e-10	4.6291218e-10	0.013119163	4.633927e-10	4.634449e-10	4.6309853e-10	0.026638113	4.632531e-10	4.634113e-10	0.022590224	4.6335125e-10	0.07978206	0.1732728	4.6346257e-10	4.634608e-10	4.6353593e-10	4.6340956e-10	4.634688e-10	0.039154984	4.6293339e-10	4.6405255e-10	0.12778215	0.2817969	0.045173053	0.039965034	0.01629853	0.021255521	4.630932e-10	4.6305523e-10	0.02042908	4.6326817e-10	0.04658819	4.6348206e-10	4.630791e-10	4.6303048e-10	4.6320717e-10
Spotx33	0.03859585	2.355216e-10	2.360325e-10	2.357652e-10	0.0030839092	2.3582278e-10	2.359402e-10	2.3582458e-10	0.03722087	0.06644596	2.355944e-10	0.10361135	2.3580796e-10	0.024221601	2.3565552e-10	2.3583402e-10	2.3592087e-10	2.3569463e-10	0.35162205	0.047448914	2.357414e-10	2.3584573e-10	2.35794e-10	0.034757458	0.015985083	0.080560625	2.3596272e-10	2.3561733e-10	2.357922e-10	2.3556473e-10	0.007045518	2.3576882e-10	0.115582235	2.3585922e-10	2.356771e-10	2.35897e-10	2.3585875e-10	2.3567304e-10	0.044622473	2.3575442e-10	0.0013906285	0.010076079	0.012822832	0.001509729	0.003396837	2.3564428e-10
Spotx34	2.8440658e-10	2.839621e-10	0.07717403	0.018865881	0.00932037	2.84006e-10	2.839659e-10	2.8388902e-10	2.8384842e-10	2.8376015e-10	0.003221899	2.8420052e-10	0.4690483	2.2024395e-05	0.06990603	2.8421518e-10	0.07295335	2.855513e-10	2.8410405e-10	2.8390526e-10	2.8378613e-10	2.839291e-10	2.8395997e-10	2.8398106e-10	2.8402986e-10	2.839394e-10	2.8373257e-10	2.8394045e-10	2.8366764e-10	2.838154e-10	2.8383323e-10	2.8374825e-10	2.8443373e-10	0.0064290063	2.839475e-10	2.8404284e-10	2.8387764e-10	2.8409375e-10	0.0021380407	0.01750861	2.840553e-10	0.18645011	0.026925026	2.8379968e-10	0.015280243	0.02475711
Spotx35	0.017029531	2.475065e-10	2.4771146e-10	2.475136e-10	2.4761462e-10	2.477998e-10	0.09079197	2.4741775e-10	2.4772187e-10	0.008895863	2.479043e-10	0.0568906	2.47953e-10	2.4763586e-10	2.4776958e-10	2.481569e-10	2.4759195e-10	2.4752256e-10	0.030873263	2.4897617e-10	0.09922857	0.022616094	0.25131235	0.023565384	2.485112e-10	0.037688695	2.4762786e-10	0.06948735	0.02531258	2.4758248e-10	2.4768498e-10	2.4745553e-10	0.10335614	2.4853491e-10	0.075090885	0.04584519	2.4756078e-10	2.4762975e-10	0.00779612	2.4736727e-10	2.47498e-10	2.4749278e-10	2.4755137e-10	2.477006e-10	2.4747532e-10	0.03421941
Spotx36	2.0588431e-10	2.048459e-10	0.045975555	0.05053627	0.02420896	0.014927361	2.0501086e-10	2.0525344e-10	2.0486624e-10	2.0489084e-10	2.048889e-10	2.0491508e-10	0.0035913761	0.0640223	2.0487365e-10	2.0525931e-10	2.0493306e-10	0.015862385	0.25544178	2.0520374e-10	0.02275681	0.026541011	0.026540672	2.0512625e-10	2.057426e-10	2.054285e-10	0.0495913	2.0491898e-10	0.03535787	0.051009826	0.061258096	0.059487987	2.0607722e-10	2.049186e-10	2.0510825e-10	2.0509847e-10	2.0545202e-10	0.043134935	0.00689958	0.05439685	2.0504527e-10	2.0514816e-10	0.08845909	2.0506483e-10	2.0557431e-10	2.0488147e-10
