rn,Astro.AMY,Astro.AMY.CTX,Astro.CTX,Astro.HPC,Astro.HYPO,Astro.THAL.lat,Astro.THAL.med,Astro.WM,Ext.Amy.1,Ext.Amy.2,Ext.ClauPyr,Ext.Hpc.CA1,Ext.Hpc.CA3,Ext.Hpc.DG1,Ext.Hpc.DG2,Ext.L23,Ext.L25,Ext.L5.1,Ext.L5.2,Ext.L56,Ext.L6,Ext.L6B,Ext.Pir,Ext.Thal.1,Ext.Thal.2,Ext.Unk.3,Inh.1,Inh.2,Inh.3,Inh.4,Inh.5,Inh.6,Inh.Lamp5,Inh.Meis2.1,Inh.Meis2.2,Inh.Meis2.3,Inh.Meis2.4,Inh.Pvalb,Inh.Sst,Inh.Vip,LowQ.2,Micro,Nb.1,Nb.2,Oligo.1,Oligo.2,OPC.1,OPC.2,Unk.1,res_ss
exper0_location_23,0,0,0,0,0.0530986851849882,0,0,0.0370924465526494,0,0.0114161412472337,0,0,0,0,0.0190991035707662,0,0.0190922278246378,0.0197277536281016,0,0.0112023178256359,0,0.0162191514910407,0.0180296473124405,0,0,0,0,0,0.0951051918824572,0,0,0,0,0.0122659733871546,0,0,0,0,0,0.0122494357911889,0,0.0224925957314197,0,0,0.0145072838079364,0.0120598191180977,0,0,0.626342225644252,0.00466555788346965
exper0_location_24,0,0,0.0147494600495252,0,0,0.0502759991788929,0,0.0362935517648866,0,0,0,0,0,0,0.028599928623066,0.0155811350736539,0.024950573259526,0,0,0.0162030563427693,0,0,0.0332905138870769,0,0,0,0.0164753524936831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342692430696589,0.035451826529352,0,0,0,0,0,0,0.693859359727909,0.0177955535703469
exper0_location_25,0,0,0,0,0,0.0555043760208164,0,0.0440900197003699,0.0141696141269464,0,0,0,0,0,0,0.0168562191139005,0.0164405450649739,0,0,0,0,0.0255286642848095,0,0,0,0,0,0,0.0965832746254207,0,0,0,0,0,0,0,0,0,0,0.0158644009244855,0,0.0438687018915154,0,0,0.0132818427882929,0,0,0,0.657812341458469,0.00919029406294097
exper0_location_26,0,0,0.012641479360824,0,0,0.0603018780834513,0,0.0342958000663254,0,0,0,0,0,0.01156880082348,0,0.0300656017329493,0.0203525114215648,0,0,0.0139014460502775,0,0.0159240749290725,0.0165144435278786,0,0,0,0.0263952278149788,0,0.0127326263065415,0,0,0,0,0,0,0,0,0,0,0,0,0.0449412023351496,0,0,0,0.0135206467044524,0.0139520036189724,0,0.672892257224082,0.0127959573774093
exper0_location_27,0,0,0,0,0,0,0.0549035522478766,0.0404057804976301,0,0,0,0,0,0.0163861815285272,0,0.0394436517503256,0,0,0,0.0126235484065116,0,0,0.0375632306497225,0,0,0,0,0,0.0232651623743705,0,0,0,0,0.0126119890468667,0,0,0,0,0.0114832167097416,0,0,0.0395822079976354,0,0,0,0,0,0.0139358283062915,0.697795650484501,0.0124514225941445
exper0_location_28,0,0,0.0144764122468097,0,0,0,0.0755578977946284,0.0594088958596889,0,0,0,0,0,0.0149507051820461,0,0.0391377394094412,0.0219574771832504,0,0,0.0115358783591489,0,0,0.0232431307270225,0,0,0,0,0,0,0,0,0,0,0.0167413443039107,0,0,0,0,0,0.021461392159234,0,0.0427669210232581,0.0187821869334683,0,0.0128844202649416,0,0,0,0.627095598553151,0.0113475777027009
exper0_location_29,0,0,0,0,0,0.0578102951156369,0,0.0565305583865888,0,0,0,0,0,0,0.016816760202106,0.019545454729823,0.0176351945288851,0.0186713185126006,0,0.0155026597851131,0,0.0138612760984057,0.0248571971364976,0,0,0,0,0,0.0246303443511486,0,0,0,0,0,0,0,0,0,0,0,0.0160779544674852,0.0246817956995108,0,0.022972239247529,0,0.0126461897716686,0,0,0.657760761967001,0.00413178333271909
exper0_location_30,0,0,0,0,0,0,0.0518019007149893,0.0551156549569674,0,0.0198337871449469,0,0,0,0.0134536511684615,0,0.0124968069466258,0.021735726364729,0.0114166303661834,0,0.0176506178326868,0.0127783694808876,0,0.0157802507648321,0,0,0,0,0,0.0410414912570763,0,0,0,0,0,0,0,0,0,0.0133379500002917,0,0,0.0362786848697433,0,0,0,0.0174556785496313,0,0.0113877903516197,0.648435009230328,0.015509751029755
exper0_location_31,0,0,0.0241928471823716,0,0,0.0512764944673214,0,0,0,0,0,0,0,0,0,0.019747790424184,0,0.0202320756883609,0,0.012269730819083,0,0.0123480111299999,0.025264017962134,0,0.0133602059542973,0,0,0,0.098121961501697,0,0,0,0,0,0,0,0,0,0.0170475912959667,0,0,0.025719624185685,0,0,0.0117578134206576,0,0,0,0.668661835968242,0.0182315317634637
exper0_location_32,0,0,0,0,0,0.0671996269357685,0,0.0470314877285719,0,0.0126775184800248,0,0,0,0,0,0.0227722937160046,0,0.0152832240933908,0,0.0130107904204149,0,0,0,0,0,0,0,0.0228201624179236,0.115156668281276,0,0,0.0233732127238772,0,0,0,0,0,0,0.0160999767875708,0.0122226239095667,0,0,0,0.0184369626904325,0,0.0503836134483083,0.011623513082992,0,0.551908325283877,0.0133997174600623
exper0_location_33,0,0,0.0136708351770982,0,0,0,0.0181729735563382,0.0724947242502561,0,0,0,0,0,0,0,0,0,0,0.0154133982132018,0,0,0,0,0,0,0,0,0,0.0197747167377279,0,0,0.0124680914390789,0,0,0,0.0235012027101519,0,0,0.0338664943108089,0.020181268173139,0,0.03003346118061,0,0.0323605136542903,0,0,0.0121750171513421,0,0.695887303445957,0.0118637178119995
exper0_location_34,0,0,0,0,0,0,0.0218827169292566,0.0867902592970485,0,0,0,0,0,0,0,0,0.0169921708572948,0,0,0,0,0,0,0,0,0,0,0,0.131644397430578,0,0,0.0133154434390337,0,0.0134983643597954,0,0,0.0205171287849063,0.0123190399055255,0.023459733178714,0.0114379995829479,0,0,0,0.0314405022100896,0,0,0.0149756084252111,0,0.601726635599598,0.00436028374908211
exper0_location_35,0,0,0.021514204429742,0,0,0,0,0.041846778287414,0,0,0,0,0,0,0,0.0118216806511307,0,0,0,0,0,0,0,0.0159428389083233,0,0,0,0,0.0562364143698705,0,0,0.0144941019146136,0,0,0,0,0.0268738652936872,0.0127655991990948,0,0.0141064323880227,0,0.0186816556362863,0,0.0220209297772713,0,0.0158209930889969,0,0.0108981236093074,0.71697638244624,0.00723609008242355
exper0_location_36,0,0,0,0,0.0441774685392111,0,0,0.0559872617407182,0,0,0,0,0,0,0,0.0123723964342848,0,0,0.0113527394399808,0,0,0,0,0.0225422865373504,0,0,0,0,0.0573228528200016,0.0112474418861842,0,0.0149160807829581,0,0,0.0210573547581997,0,0.0305692562187969,0,0.0136589585891589,0.013818255638382,0,0,0,0,0.0137611943075822,0,0.0148126225395602,0,0.662403829767631,0.0203162086083444
exper0_location_37,0,0,0,0,0,0.0178848835896844,0,0.090742089424946,0,0,0,0.0144314308405368,0,0,0.0123948345278324,0,0.0155454968615433,0,0,0,0,0,0,0,0.0114592849995015,0,0.0250620454448991,0,0.020840240696135,0,0,0.0146273169533079,0,0,0,0,0.0142328957860476,0,0.0194485848154433,0.011571006054532,0,0,0.0138087564778365,0.0188804504049507,0,0,0.0206263466524714,0,0.678444336470332,0.0221861695887469
exper0_location_38,0,0,0.0317722448214878,0,0,0.0576046787394333,0,0.0665200701009266,0,0,0,0.0110833934512308,0,0,0,0,0.0204167526613702,0,0,0,0,0,0,0,0.0169162896484552,0.0112888593858837,0,0,0,0,0,0,0.0109413573065621,0.0168339070127595,0,0,0,0,0,0.0166323170574329,0,0.0231625240836311,0.0285347670032127,0,0,0.0140156888982403,0,0,0.674277149829374,0.0119750086485717
exper0_location_39,0,0.0294581724882883,0,0,0,0.0926486106412978,0,0.0184171112876837,0,0,0.0140230159294173,0.0224349946496005,0,0,0,0,0.0148079190113336,0,0,0,0,0,0,0.0162254582102818,0,0.0154875016134292,0,0,0.0790753235872032,0,0,0,0,0,0,0,0,0,0,0.014436273778875,0,0.011594683369437,0,0.0338392282379398,0,0.0195897777843391,0,0,0.617961929410874,0.00661419018566254
exper0_location_40,0,0,0.0476077117309974,0,0,0.0453025914458176,0,0.0358599479276522,0,0,0,0.0154047447197231,0,0,0,0,0,0.0145956450823536,0,0,0,0,0,0,0,0,0,0,0.108916740327317,0,0,0,0,0.0183739200367385,0,0,0,0,0.0263433958196498,0,0,0,0,0.0112491707707374,0,0.0119270708199842,0.0155804137902527,0,0.648838647528776,0.00954819664478298
exper0_location_41,0,0,0.0271385877501885,0,0,0.064635620144888,0,0.037182452005409,0,0,0.0139905523325032,0.0431214001722812,0,0,0,0,0.030840234105432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213431354676047,0,0,0,0,0,0,0,0,0,0.0201490539322016,0,0.0177161738119112,0,0,0.723882790277581,0.00753950064060913
exper0_location_42,0,0,0.073325543286077,0,0,0.0411937025722053,0,0.0558264794825044,0,0,0,0.0440525467487713,0,0,0,0,0.0218932451268056,0,0,0,0,0,0,0,0,0,0,0,0,0.0202428143024213,0,0,0,0,0.0119777172069124,0,0,0,0,0,0,0,0.0215332314027261,0,0,0.0232542218154917,0,0,0.686700498056085,0.0150830509506424
exper0_location_43,0,0,0.0436615926297792,0,0,0,0.020634044055235,0.0524926188379924,0,0,0,0.0422480319200435,0,0,0,0,0,0.0120796691597776,0.0123739585483016,0,0,0,0,0,0.0109550318472454,0,0,0,0,0,0,0.0128685406464144,0.029898732209764,0,0,0,0,0,0,0.030670844696255,0,0,0,0.0297563884054554,0,0.0245595596000253,0.0106237368864646,0,0.667177250557247,0.0195009168785907
exper0_location_44,0,0,0.0775255125452746,0,0,0.016790396758008,0,0.0320946352233971,0,0,0,0.0403818878187726,0,0,0,0,0.0223462096441728,0,0,0,0,0,0,0,0,0,0,0,0.0781483773809854,0,0,0,0.0212987375532164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127823220023092,0,0.698631921073864,0.012806258250211
exper0_location_45,0,0,0.0115966660046965,0,0,0,0.0286923148497434,0.0652480193885863,0,0,0,0.0209708753402621,0,0,0.0151635284874962,0.014237772434473,0.0118185656216885,0,0,0,0,0,0,0,0,0,0.0140294353417077,0,0.140527294568166,0,0,0,0,0,0,0,0,0,0,0.0109370073435387,0,0,0,0,0.0136893641617032,0,0,0,0.653089156457939,0.00869130002685778
exper0_location_46,0,0.0701526440407851,0,0,0,0,0,0.0376738910894113,0,0,0.0114035032443975,0.0311537954250079,0.0150077145275296,0.0162871602380619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167567976487137,0.0218517656872618,0,0.0139192555525221,0,0,0,0,0.0128828663058878,0,0.0372882799951716,0,0.0217901162656166,0.0138213648119611,0.0181434444512518,0,0,0.66186740071642,0.0142625573244578
exper0_location_47,0,0,0.0371787063881077,0,0,0,0.0172778005972247,0.0278476029259568,0,0,0,0.0147211635265618,0,0,0,0,0.0145247578477109,0,0.0143411238428461,0.0156643137375052,0,0.0155650110128408,0,0,0,0,0,0,0.0655068274770159,0,0,0,0.0140459785301439,0.0273727336339686,0,0.0299886380894731,0,0,0,0,0,0,0.0201185901569358,0.0184757918075958,0,0,0,0,0.667370960426113,0.010869017536473
exper0_location_48,0,0,0,0,0,0,0,0.0442758749566432,0,0,0,0.0185224276154394,0,0,0,0,0,0,0,0.0185794941701552,0,0.0206561168635189,0,0,0,0,0,0,0.118332391869602,0,0,0,0,0,0.0221845788439848,0.0180072741934049,0,0,0,0,0,0,0,0,0,0,0.0136156953937786,0.0170797149377357,0.708746431155738,0.00845629345660743
exper0_location_49,0,0,0,0,0,0,0,0.0806271918198189,0,0,0,0.0180531076032649,0,0.0194293433106102,0,0,0,0.0247091532391287,0,0.0239194245809711,0,0.0126819459488027,0,0,0,0,0,0,0,0,0,0.0181420234269219,0,0.0456986888393201,0.0229522840055804,0.0145105929152699,0,0,0.0235620764353465,0,0,0,0,0.0128899482404781,0,0.0126164692480722,0,0.026680667078848,0.643527083307566,0.0133423480221144
exper0_location_50,0,0,0.0150306059813848,0,0,0.0153354196643038,0,0.0512354347115061,0,0,0,0,0,0.0268745405516664,0,0.0179486552293862,0,0.0244425166093269,0,0.0161714160448294,0,0,0,0,0.0203948037397664,0,0,0,0.083485285325499,0,0,0,0,0.0116494584607994,0.0134919208611136,0,0,0.0122411068611862,0,0,0,0.0141972829279849,0,0,0,0.0203161670902015,0,0,0.657185385941046,0.0182993928213082
exper0_location_51,0,0,0,0,0,0.0137767553668276,0,0.0639197253881083,0,0,0,0.011896745940489,0,0,0.0201000384053606,0.0160263487609956,0,0,0,0.013507012120981,0,0,0,0.0180497458206467,0,0,0,0,0.0348082571912442,0,0,0.0119608071915093,0,0,0.0183741210400087,0,0,0.0134016492469787,0,0.0221005035369647,0,0,0,0,0,0.0273516031280904,0,0.0129434338670033,0.701783252994792,0.0157561898295861
exper0_location_52,0,0,0,0,0.0306804896152754,0,0,0.0388561135152605,0,0,0.0260088967417449,0.0138012214141955,0,0,0.0180683172569956,0.0116243368525992,0.0106382611399218,0.030317204304917,0,0,0,0,0,0,0.0140240701504567,0,0,0,0.0158331819758871,0.0197210895193392,0,0.0213413205285484,0,0,0.0115903781324794,0,0,0,0.0161088593315231,0.0222629737372774,0,0,0.0169336906893962,0.0169042616799588,0,0.0375004420237811,0,0,0.627784891390443,0.0196085502248984
exper0_location_53,0,0,0,0,0.0129166233868168,0,0,0.0936238105191091,0,0,0,0,0,0,0.0278361238338545,0,0.043710926448127,0.0216308749020988,0.0342407155300854,0,0,0,0,0,0.0142571331836156,0,0,0,0,0,0.0122052447566786,0.0306362787889831,0,0,0,0,0,0.0162617211513311,0.0171889759129217,0,0,0,0,0.0162268871218903,0,0.0186165292956819,0,0,0.640648155168806,0.0104476748186685
exper0_location_54,0,0,0.013833863507225,0,0,0.0137945545661794,0,0.0563748955605178,0,0,0.0260670674012915,0,0,0.0130651388619856,0,0.0150127636189248,0.0128153893594231,0,0,0,0,0,0,0,0.0214760049108985,0,0,0,0,0,0,0.0137770627546887,0,0,0,0,0,0,0,0,0,0.0129575039983524,0,0.016955650988022,0.0194678768108347,0,0.0184684384603616,0,0.745933789201295,0.0201603156669875
exper0_location_55,0,0,0.011183759967058,0,0,0.0187145404699859,0,0.0610038759947911,0,0,0.0220345080537214,0,0,0.0186223687681922,0,0,0,0,0.0237382035057376,0,0.0207572443686168,0,0,0,0,0,0,0,0.0838258771818765,0,0,0,0,0.010855096837418,0,0,0,0.0237735534931182,0.0127031026814162,0.0153082919807307,0,0,0.0114920133601666,0.0112487436654082,0,0.02862947581394,0,0.0157073920507449,0.610401951807078,0.00804483999516087
exper0_location_56,0,0,0.0306801099162778,0,0,0,0,0.0674491533660969,0,0,0.0317781102593659,0,0,0,0,0.0157356039923915,0,0,0,0.0114464523911855,0,0,0,0,0,0,0,0,0.0451752158916144,0,0,0.0212584880933502,0.0130101936664009,0,0,0,0,0,0,0.0333045265698438,0,0.0163782883960389,0.0187415624554704,0,0,0.0276817251216847,0,0,0.667360569880279,0.00374824628860651
exper0_location_57,0,0,0.0374100776015553,0,0,0,0,0.0305387486828043,0,0,0,0.0108647681721011,0,0,0.0126328162443421,0,0.022991734008475,0,0,0.01960184376597,0,0,0,0.0156594762437097,0.0181786177494972,0,0,0,0.0258066109928161,0.0167056750624221,0,0,0,0,0,0,0,0.0315848479430748,0,0,0,0,0,0,0.0132523203794082,0,0,0,0.744772463153824,0.014852502433513
exper0_location_58,0,0,0,0,0.0443872279252637,0,0,0.0955874634769938,0,0,0,0,0,0,0,0,0.0293916638950693,0,0.0195550377039715,0,0,0,0,0,0.022793791140016,0,0,0,0.10540850746526,0,0,0.013557549504997,0,0,0,0,0,0.0187758375252166,0.011834070564763,0.0177556135658792,0,0,0,0,0.0152753014242175,0,0,0,0.605677935808353,0.00927564024391415
exper0_location_59,0,0,0,0,0.020843860127698,0,0,0.0766904656191334,0,0,0,0,0,0,0,0,0.0450522685100038,0,0,0.0112660173016924,0,0,0,0.0158046484832299,0,0,0,0,0.0703094940450675,0,0,0,0,0,0.0182353998415124,0,0,0.0602376219600373,0,0.0162593010195184,0,0.0152397543177382,0,0,0,0.0280389177585273,0.016964986599761,0,0.605057264416081,0.0162224001563829
exper0_location_60,0,0,0.0168091689982876,0,0,0,0.0203819986595524,0.0916359750640541,0,0,0.0337333765186558,0,0,0,0,0.0123835971050841,0,0,0,0,0,0,0,0,0,0,0,0,0.112343114405951,0,0,0.0131506568767662,0,0,0,0,0,0.0307224833120301,0,0.0230500443952274,0,0,0.0146586950516407,0,0,0.0149429667709389,0,0,0.616187922841812,0.00971868168466259
exper0_location_61,0,0,0.0243796155172673,0,0,0,0,0.0465448507767379,0,0.0400175017806995,0,0,0,0.0136168520462532,0,0,0,0,0,0,0,0,0,0,0,0,0.0148392837532848,0,0,0,0,0.0118390768824654,0.0117306059484036,0,0.0139555938364858,0,0,0,0,0.016493513956045,0,0,0.0143871902212664,0,0,0.022573014693096,0,0,0.769622900587995,0.0160898565113562
exper0_location_62,0,0,0,0,0,0,0,0.0517461043118364,0,0.0212586381198498,0.0216282672959722,0.0148585624409993,0,0,0,0,0,0,0,0.0157170860438032,0,0.0199206763894527,0.0226491057968571,0,0,0,0,0,0.0542339484166211,0.0137126881939395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201561623966492,0,0,0.74411876059402,0.0150494896947652
