	Astro_0	Astro_1	Astro_2	Astro_3	Astro_4	Ext_Amy_1	Ext_Amy_2	Ext_ClauPyr	Ext_Hpc_1	Ext_Hpc_2	Ext_Hpc_3	Ext_Hpc_4	Ext_L23	Ext_L25	Ext_L56	Ext_L5_1	Ext_L5_2	Ext_L6	Ext_L6B	Ext_Pir	Ext_Thal_1	Ext_Thal_2	Ext_Unk_3	Inh_1	Inh_2	Inh_3	Inh_4	Inh_5	Inh_6	Inh_Lamp5	Inh_Meis2_1	Inh_Meis2_2	Inh_Meis2_3	Inh_Meis2_4	Inh_Pvalb	Inh_Sst	Inh_Vip	LowQ_2	Micro	Nb_1	Nb_2	OPC_1	OPC_2	Oligo_1	Oligo_2	Unk_1
Spotx11	0.07052701	0.18886103	0.06700729	0.03207053	2.0742494e-10	2.0688759e-10	2.0680158e-10	2.0693533e-10	2.0688128e-10	2.068059e-10	2.0676962e-10	2.0686351e-10	2.0679328e-10	2.0698311e-10	2.0681065e-10	2.0701547e-10	2.0693335e-10	2.0699731e-10	2.0688441e-10	2.0687377e-10	0.042045403	2.0702969e-10	0.23247734	2.0679407e-10	2.07053e-10	2.0699613e-10	2.0679328e-10	0.021556538	2.0683984e-10	2.069077e-10	2.0689389e-10	2.0691127e-10	2.0688168e-10	2.069456e-10	0.3256997	2.0686708e-10	2.0699731e-10	2.0703127e-10	2.068994e-10	0.009192815	0.0076794187	2.0695626e-10	0.0028829386	2.0680355e-10	2.0686153e-10	2.0688323e-10
Spotx12	0.02908761	2.2946647e-10	0.009370894	2.2945643e-10	0.0072428044	0.03035904	0.04432775	2.2949494e-10	2.2931597e-10	2.294192e-10	2.3042697e-10	0.05143826	0.110442616	0.04997814	2.2923201e-10	0.014693299	2.2928275e-10	2.2930942e-10	2.2929192e-10	2.2994623e-10	2.2931029e-10	2.2938422e-10	2.2966921e-10	0.018210417	2.2948005e-10	0.09520325	0.019840678	2.2949888e-10	0.13646644	0.005172869	2.3059671e-10	0.0381588	0.14249636	2.293925e-10	2.2940216e-10	2.2966395e-10	0.05200978	0.042530153	0.022559397	2.2928885e-10	0.024030395	0.0036539626	2.2918305e-10	2.2923158e-10	2.2940434e-10	0.052727096
Spotx13	0.030579267	0.017993549	0.10993508	0.010625033	0.04589189	1.6696074e-10	1.6679362e-10	1.6686905e-10	1.6681238e-10	1.6683022e-10	1.6692633e-10	1.6689228e-10	1.6689099e-10	1.6677772e-10	1.6696168e-10	1.6678407e-10	1.6692411e-10	1.6677676e-10	1.6697696e-10	1.667405e-10	1.669515e-10	0.10672315	0.16538078	1.6699671e-10	0.015140484	0.06744415	1.6699257e-10	0.07064427	0.025247881	1.6682608e-10	1.6781156e-10	1.6775076e-10	0.19743584	1.668649e-10	0.018849775	0.021266518	1.6712418e-10	1.6684071e-10	0.0048729554	0.027258309	0.0619432	1.6697792e-10	1.6690944e-10	0.0027678695	1.6687889e-10	1.6682385e-10
Spotx14	8.2948426e-10	0.0130599765	8.285718e-10	8.295902e-10	8.290144e-10	8.2918994e-10	8.2947627e-10	8.2892115e-10	8.2946994e-10	8.2895124e-10	0.0039513693	8.30781e-10	0.020263525	8.3073337e-10	8.284612e-10	8.295569e-10	8.292153e-10	8.288168e-10	0.01688963	8.293782e-10	0.52272254	8.2893226e-10	0.41094837	8.291409e-10	8.288184e-10	8.294241e-10	8.291725e-10	0.0121645015	8.289021e-10	8.2935925e-10	8.2931967e-10	8.292042e-10	8.29606e-10	8.2854973e-10	8.294572e-10	8.287773e-10	8.2819257e-10	8.2923746e-10	8.2870144e-10	8.2879464e-10	8.2882784e-10	8.292991e-10	8.294114e-10	8.2831897e-10	8.2906026e-10	8.2930224e-10
Spotx15	0.0391069	0.04487075	0.063402645	0.00854961	1.8886048e-10	1.8843119e-10	1.882832e-10	1.8847829e-10	0.003454867	0.022076946	1.8846248e-10	1.8826883e-10	1.8829793e-10	1.8838521e-10	1.8843911e-10	1.8847793e-10	1.8843192e-10	1.8837082e-10	0.00787186	1.8851533e-10	0.09057864	1.8843228e-10	0.53086585	0.028527047	1.8835107e-10	1.8836652e-10	1.8836221e-10	0.016640488	0.013064263	1.8841145e-10	0.09212577	1.8829252e-10	1.8853007e-10	1.8836652e-10	1.8841181e-10	1.8830869e-10	1.8846391e-10	1.8831803e-10	0.024222258	1.8830616e-10	1.8877258e-10	1.8827313e-10	1.8834963e-10	1.8849987e-10	0.014642011	1.88341e-10
Spotx16	1.3108802e-10	1.3100103e-10	0.030814735	1.3102676e-10	1.3127967e-10	1.3106351e-10	1.3155514e-10	1.312376e-10	1.311873e-10	0.028791938	1.3111226e-10	1.3103651e-10	1.3113827e-10	1.3123985e-10	1.31057e-10	0.015831208	0.005319468	1.318068e-10	0.012538945	0.0022628969	0.08046797	1.3128792e-10	0.19535135	1.315855e-10	1.3113227e-10	1.3110475e-10	1.3118381e-10	1.3120208e-10	1.3116504e-10	1.3156494e-10	0.22363618	1.3136534e-10	0.1817327	0.03887226	0.13551274	1.3103452e-10	1.3096756e-10	1.3116228e-10	0.0399063	1.31108e-10	0.008961302	1.3128644e-10	1.3111401e-10	1.3113302e-10	1.3103452e-10	1.310655e-10
Spotx17	8.3566695e-11	8.3209946e-11	0.013792768	8.318424e-11	0.0025939012	0.014505345	8.355076e-11	0.038831044	8.31909e-11	8.3260114e-11	0.023374254	8.354996e-11	0.00788505	8.354486e-11	8.312587e-11	8.327854e-11	8.313839e-11	8.3225815e-11	8.3332875e-11	8.341223e-11	0.120608255	0.002469886	0.36009827	0.060278263	8.3158695e-11	8.3150285e-11	8.335068e-11	0.024288425	8.310843e-11	8.350854e-11	0.045137808	0.022463685	0.2062584	8.322312e-11	8.317661e-11	0.022268165	8.3518414e-11	8.337087e-11	0.020999297	8.3167896e-11	0.0023013328	8.3100984e-11	8.325408e-11	8.3348294e-11	0.011845717	8.319597e-11
Spotx18	0.06760019	0.0402068	7.237672e-11	0.03910385	0.015865332	7.228842e-11	7.230414e-11	0.0070928265	0.018099176	0.010292475	7.2310206e-11	7.235159e-11	7.2364434e-11	7.239411e-11	0.036873046	7.235587e-11	7.237133e-11	7.260666e-11	0.2545776	7.2367334e-11	0.026254034	7.243099e-11	0.16974518	0.03473529	0.059701335	0.005546841	7.240199e-11	7.2383204e-11	7.269202e-11	0.03759134	0.046560243	7.237313e-11	0.007026322	0.013870347	0.0697058	0.019402009	7.241925e-11	7.238817e-11	0.009804752	0.008421704	7.245821e-11	7.252237e-11	0.0019235213	7.226898e-11	7.243445e-11	7.2344145e-11
Spotx19	0.016224777	0.00667962	1.5889855e-10	1.5888732e-10	0.007705098	0.10354293	1.5901223e-10	1.5877584e-10	1.5967389e-10	1.5896069e-10	0.02449994	1.5897644e-10	1.5881915e-10	1.5885854e-10	1.5915484e-10	1.5890733e-10	0.01745158	1.5885641e-10	1.5887792e-10	0.06694183	1.5893098e-10	1.5894552e-10	0.066992335	1.5899555e-10	0.0009303162	1.5910598e-10	0.100831576	1.5902224e-10	1.5889824e-10	1.5890037e-10	0.103151135	1.5912024e-10	0.4247062	0.032648522	1.5894491e-10	1.5893674e-10	0.013417053	0.0015008452	1.588952e-10	1.5894673e-10	0.012073347	1.5874585e-10	1.5881038e-10	0.0007029382	1.5880432e-10	1.5905106e-10
Spotx20	6.539319e-11	6.524779e-11	0.052714847	0.0074045258	6.525825e-11	0.0043403073	6.5311916e-11	0.008748092	6.540591e-11	6.523783e-11	6.549267e-11	0.0069816234	0.03557449	0.004115292	6.5265716e-11	6.5217685e-11	6.558917e-11	6.5306184e-11	6.519716e-11	6.530781e-11	0.049962323	6.5342315e-11	0.19491892	0.032994546	0.017770147	0.04050064	0.07674435	0.09826453	0.017013233	0.002020178	0.010365783	0.006069217	0.12200135	0.014234505	0.11481048	6.522365e-11	6.523137e-11	0.057390954	0.006923772	6.518833e-11	6.52178e-11	0.0139730135	6.522738e-11	6.520151e-11	0.0041630263	6.525501e-11
Spotx21	8.251333e-11	0.019189497	0.03712987	0.022091772	0.0059177503	8.265225e-11	0.02290145	8.2589685e-11	0.010639849	8.2613166e-11	8.250294e-11	8.2466284e-11	8.252954e-11	8.2587485e-11	8.2493186e-11	8.2531273e-11	8.251632e-11	8.256544e-11	8.260071e-11	8.264154e-11	8.276063e-11	0.052812696	0.16039181	0.060601845	8.255788e-11	8.251474e-11	0.03658746	0.015653409	0.009441115	0.019978702	0.039886333	8.2584495e-11	0.13993329	8.269073e-11	0.14882623	0.09285333	0.030170383	8.2581816e-11	0.027403146	0.0102336	0.015779788	0.020645197	8.250514e-11	0.0009315361	8.249035e-11	8.2522766e-11
Spotx22	0.06039217	1.10175334e-10	0.032010406	1.10211056e-10	0.034105387	1.1021506e-10	0.050466508	0.0061375913	0.15367746	0.05169747	1.1003609e-10	1.10039235e-10	1.10154746e-10	0.003606974	1.10129954e-10	1.1022346e-10	0.012134598	1.1006801e-10	1.1009845e-10	1.10049525e-10	1.1048235e-10	1.10061495e-10	1.1004932e-10	1.1018563e-10	0.05067765	0.0076846383	0.03957978	0.0121521	0.0020799488	1.1015095e-10	0.05263281	1.10069676e-10	1.10051e-10	0.37208357	1.1021212e-10	1.1013268e-10	1.10139405e-10	1.1008438e-10	0.007128932	1.10063805e-10	0.006519204	0.00025216784	0.0009142708	1.1005561e-10	0.004215866	0.039850533
Spotx23	0.02584075	2.629079e-10	0.20835407	0.038469467	0.0077709844	2.6268485e-10	2.6277658e-10	2.6277555e-10	0.023437487	2.6267535e-10	2.6282768e-10	2.6243796e-10	2.6251756e-10	2.6255412e-10	0.12725994	2.6264876e-10	2.627094e-10	2.6262675e-10	2.6313215e-10	2.6250105e-10	2.6263475e-10	2.6246647e-10	2.6265679e-10	0.072965816	2.6255462e-10	2.6262073e-10	2.6250505e-10	2.6243696e-10	2.6249652e-10	2.6260422e-10	0.043951996	0.01131351	2.6253458e-10	2.6251404e-10	0.36700258	2.6279712e-10	0.026607128	0.018261798	2.627901e-10	2.6251906e-10	2.6281113e-10	2.6259017e-10	0.0027245616	2.6263675e-10	2.6267435e-10	0.026039833
Spotx24	1.5177982e-10	1.5117049e-10	0.05304087	1.511238e-10	0.015490402	0.024568466	0.06642361	1.5111314e-10	1.5139182e-10	0.030378932	0.012981848	1.5177692e-10	1.5125126e-10	0.0917492	1.5100826e-10	1.5119242e-10	1.516386e-10	1.5112984e-10	1.510967e-10	1.5112293e-10	0.06406706	1.5119847e-10	0.20568097	1.5129424e-10	1.510555e-10	1.5107769e-10	0.019032741	1.5163572e-10	1.5146893e-10	1.5104945e-10	1.5110822e-10	0.008787963	0.17310219	1.5190957e-10	0.19489735	1.5112957e-10	1.5105318e-10	1.5112293e-10	0.011080627	0.004552459	1.5112495e-10	1.5111372e-10	1.5115724e-10	0.007051349	1.5101949e-10	0.01711384
Spotx25	1.856454e-10	1.8559831e-10	1.857049e-10	1.8556434e-10	0.029849011	1.8575698e-10	0.016826542	1.8554734e-10	1.8553496e-10	1.8551126e-10	1.8551692e-10	1.8565816e-10	1.8579029e-10	1.8586083e-10	1.8561602e-10	1.8633255e-10	1.8567728e-10	1.8551162e-10	1.8552716e-10	1.8575982e-10	1.8549498e-10	0.023619946	0.14898801	1.861553e-10	1.8555266e-10	0.123128384	0.014824883	1.8610558e-10	1.855969e-10	1.8533866e-10	1.8574636e-10	1.8579277e-10	0.07515623	0.021728246	0.50326836	1.86436e-10	1.8546917e-10	1.8575698e-10	0.0058648237	0.0027623244	0.02513928	1.8568791e-10	1.8567693e-10	1.8555019e-10	1.8561211e-10	0.008843964
Spotx26	0.017824084	6.839408e-11	0.072315045	0.00888872	0.020214701	6.829215e-11	6.835379e-11	6.823772e-11	6.8342575e-11	6.8334234e-11	0.027066348	6.824918e-11	0.3494562	0.018515754	6.823212e-11	6.828355e-11	6.825491e-11	0.022365382	6.825673e-11	0.025687112	0.023202416	0.008532028	0.1240108	0.037210137	6.833671e-11	6.841483e-11	6.8332014e-11	0.034385826	0.011078702	6.825933e-11	0.012242253	6.8415225e-11	0.10639481	0.0012926214	6.8260765e-11	6.8272485e-11	6.831716e-11	6.82691e-11	0.0071147345	0.011505187	0.010442945	0.0028774897	6.8198815e-11	6.820012e-11	0.0020651908	0.045311466
Spotx27	5.232708e-11	0.021538224	0.0017825689	0.0011983562	0.023380456	0.028492467	5.2361233e-11	0.0126360515	5.2370414e-11	5.2291067e-11	0.007559278	0.015920226	0.08466638	0.006200002	5.232559e-11	0.26978362	5.2263846e-11	5.2299644e-11	0.1735828	0.060822204	0.06867584	5.2340562e-11	0.08102515	5.23192e-11	5.2265837e-11	5.2303033e-11	5.2267232e-11	5.2381904e-11	5.231551e-11	5.227182e-11	0.01771381	5.233986e-11	5.240559e-11	5.2273113e-11	5.226554e-11	5.2272815e-11	5.2319104e-11	0.013610413	0.022911238	0.010450273	0.0018731189	0.040333923	0.0054380153	0.007895462	5.2349448e-11	0.02251009
Spotx28	0.04288348	0.059971716	0.009491324	1.0659789e-10	1.06685764e-10	1.0638461e-10	1.0638969e-10	1.0637691e-10	1.0672708e-10	0.0143013075	0.0025186318	1.0653813e-10	1.0642318e-10	1.0637751e-10	1.0641831e-10	1.0646216e-10	0.009858941	1.06410596e-10	1.06423384e-10	1.0644388e-10	0.063837245	0.030586047	0.1538733	1.06645276e-10	1.0667009e-10	1.06546875e-10	0.2731596	0.033311464	0.075625435	1.0654057e-10	1.0645668e-10	1.06484904e-10	1.064114e-10	1.064177e-10	0.072596736	0.02156548	1.0645871e-10	0.0044843885	0.00043913798	0.004010513	1.06682295e-10	0.119608976	0.002482545	1.0643192e-10	0.005393699	1.0648206e-10
Spotx29	0.0560953	1.5384405e-10	1.5382351e-10	0.014333272	0.009789945	1.5364933e-10	1.5381146e-10	1.5365197e-10	0.004102033	1.5426777e-10	1.5353714e-10	1.535222e-10	0.026226472	0.03006102	0.11093659	1.536593e-10	0.2929301	0.08494918	1.5373142e-10	1.5396852e-10	1.5353566e-10	1.5354445e-10	1.5355733e-10	1.5371264e-10	1.5390422e-10	1.5365989e-10	1.5425894e-10	0.016503552	0.002472352	1.537751e-10	0.009183245	1.5380326e-10	1.5373638e-10	0.04551889	0.14451785	1.5371382e-10	1.5358606e-10	0.13620612	1.5372027e-10	0.0032363764	0.0036241054	1.5348735e-10	1.5367191e-10	1.536508e-10	0.009313502	1.5361887e-10
Spotx30	6.157948e-11	6.1597685e-11	0.025171787	0.00028291572	6.1548586e-11	0.0033431381	6.1698216e-11	0.020837316	0.03713437	0.24581733	6.155141e-11	0.018914293	6.158805e-11	6.15918e-11	6.1610134e-11	0.014377151	0.047941055	0.039792307	0.019572081	0.04975288	0.023366103	0.04154095	0.20059617	6.161096e-11	0.06680711	0.00673809	6.164763e-11	6.1523474e-11	0.018865207	0.019987628	6.156338e-11	0.009024151	0.04135264	6.15601e-11	0.00061814033	0.0045506433	0.005740141	6.158699e-11	0.026882581	6.157114e-11	6.1836175e-11	6.1602376e-11	0.0053907395	0.001958846	0.0036443672	6.154178e-11
Spotx31	0.06807264	0.01677191	2.1531664e-10	0.026248692	2.1514175e-10	2.1510728e-10	2.1536305e-10	0.12637703	0.0046548788	0.005757816	0.030019326	2.1531622e-10	0.0035333484	2.1513108e-10	4.2225629e-10	2.1525053e-10	2.1530061e-10	0.0056682443	0.013566556	2.1526816e-10	0.14654286	2.1534005e-10	0.15451106	2.1521562e-10	2.1542179e-10	2.153803e-10	2.1550028e-10	3.6841372e-10	2.1520208e-10	2.151598e-10	0.03488012	2.1569109e-10	0.31983277	2.15666e-10	2.1549823e-10	2.1538482e-10	2.158063e-10	0.023525847	0.004693986	2.1525338e-10	2.1523042e-10	0.013986602	0.0013562343	2.1518443e-10	2.1516963e-10	2.1509292e-10
Spotx32	1.826503e-10	1.8266527e-10	1.8265656e-10	1.8271022e-10	1.826569e-10	1.8283085e-10	1.827416e-10	1.826792e-10	1.8288596e-10	1.8289188e-10	0.02684485	1.8289677e-10	1.8267955e-10	1.8272868e-10	1.82804e-10	1.8265656e-10	1.8272381e-10	1.8273359e-10	1.8265867e-10	1.8274718e-10	1.8299307e-10	0.10035252	0.12259772	1.8279807e-10	1.8284863e-10	1.8285036e-10	0.003540093	0.0038817956	0.03015917	1.8262034e-10	0.08131471	0.15088396	0.24086156	1.8275205e-10	0.22545436	1.8302064e-10	1.8272522e-10	1.8284897e-10	1.8272346e-10	1.8265552e-10	1.8259562e-10	0.0141093	1.8268409e-10	1.8267397e-10	1.825587e-10	1.8276321e-10
Spotx33	1.4529992e-10	1.0616268e-10	0.0279398	1.0611429e-10	0.008781407	0.04654931	1.0608313e-10	1.0606451e-10	0.010237202	0.09680303	1.0613716e-10	0.031797145	1.0622628e-10	1.060544e-10	1.0618576e-10	1.06118746e-10	0.0560244	1.0604186e-10	0.45871294	0.02718894	1.0624411e-10	1.0610923e-10	1.06104375e-10	0.022156615	1.0625749e-10	1.064709e-10	0.044860456	1.0605682e-10	0.0015632218	1.060629e-10	1.06127045e-10	1.06144454e-10	0.03348663	1.0614911e-10	1.0618556e-10	0.030711316	1.060975e-10	1.0615255e-10	0.07491089	1.06042466e-10	1.061396e-10	0.026077552	1.0617281e-10	1.06139195e-10	0.0021990223	1.0603863e-10
Spotx34	1.2448305e-10	1.2440567e-10	0.042353757	0.071744956	0.015774157	1.2435585e-10	1.2424275e-10	1.2433236e-10	0.00642802	1.2433948e-10	1.2432004e-10	1.2424514e-10	0.51785296	0.032295052	0.044809517	1.2433497e-10	1.2432241e-10	0.0069092684	1.2445527e-10	1.2435324e-10	1.244586e-10	1.2438219e-10	1.2433497e-10	1.2437529e-10	1.24293e-10	1.2434827e-10	1.2438905e-10	1.2435536e-10	1.2432834e-10	1.2437552e-10	1.2434469e-10	1.2432952e-10	1.2437221e-10	1.2451036e-10	1.2466173e-10	1.2445527e-10	0.010507274	1.2434304e-10	1.2442465e-10	1.2426836e-10	0.0061571635	0.22242787	0.014150955	0.0005073653	0.0080817295	1.2442845e-10
Spotx35	0.027026698	0.010174747	0.0016296689	1.01460014e-10	1.0147803e-10	0.050256155	1.0165993e-10	0.018178945	1.0145248e-10	1.0142229e-10	1.01619616e-10	0.009249638	1.0152894e-10	1.015487e-10	1.0141959e-10	0.0022719086	1.0147222e-10	1.0147473e-10	1.0149912e-10	0.0813387	0.10222745	0.016274793	0.3370817	0.05712692	1.01903964e-10	0.04696594	1.0169775e-10	0.0005878877	0.0058362554	0.00031042594	1.0143119e-10	1.0139328e-10	0.12292124	0.045434784	0.03131963	0.007588678	1.0143468e-10	1.01777704e-10	0.015218061	0.004729346	1.0141688e-10	1.014014e-10	0.00018608627	0.006064357	1.02019476e-10	1.0148073e-10
Spotx36	0.051163115	8.476462e-11	0.0517707	0.00837743	0.020544734	8.477675e-11	8.469787e-11	0.020510012	8.467026e-11	8.469206e-11	8.468964e-11	8.47171e-11	8.48926e-11	0.0019862459	8.473019e-11	8.4809736e-11	8.47184e-11	0.043687616	0.26579273	8.4709184e-11	0.061425	8.48002e-11	0.047755495	8.471452e-11	0.02921926	8.476575e-11	0.02395675	8.479212e-11	0.047439154	0.036152825	0.09436513	0.03246681	8.4787094e-11	8.476785e-11	8.488709e-11	0.021233479	8.483643e-11	0.032744404	0.010562153	8.489502e-11	8.471468e-11	0.0008987054	0.09794812	8.4721785e-11	8.4647164e-11	8.4663304e-11
