Astro_0,Astro_1,Astro_2,Astro_3,Astro_4,Ext_Amy_1,Ext_Amy_2,Ext_ClauPyr,Ext_Hpc_1,Ext_Hpc_2,Ext_Hpc_3,Ext_Hpc_4,Ext_L23,Ext_L25,Ext_L5_1,Ext_L5_2,Ext_L56,Ext_L6,Ext_L6B,Ext_Pir,Ext_Thal_1,Ext_Thal_2,Ext_Unk_3,Inh_1,Inh_2,Inh_3,Inh_4,Inh_5,Inh_6,Inh_Lamp5,Inh_Meis2_1,Inh_Meis2_2,Inh_Meis2_3,Inh_Meis2_4,Inh_Pvalb,Inh_Sst,Inh_Vip,LowQ_2,Micro,Nb_1,Nb_2,Oligo_1,Oligo_2,OPC_1,OPC_2,Unk_1,spot
0.0855899091165838,0.208631468781787,0.0170719910420381,0.00526156060395865,0.056492803306893,1.21423013931146e-05,1.21423013931268e-05,1.21423013931121e-05,1.21423013931165e-05,1.21423013931068e-05,1.21423013931149e-05,1.21423013931152e-05,1.21423013931135e-05,1.21423013931209e-05,1.21423013931183e-05,1.21423013931152e-05,1.21423013931058e-05,1.21423013931308e-05,0.0134909974372019,1.21423013931342e-05,1.62919989510277e-05,1.214230139313e-05,0.233265718543056,1.21423013930936e-05,2.32992144572686e-05,1.21423013931387e-05,1.21423013931078e-05,2.29162825700411e-05,1.21423013932854e-05,1.21423013931165e-05,1.21423013931028e-05,1.21423013931167e-05,1.21423013931162e-05,0.0143604823831089,0.253134379391463,1.214230139311e-05,1.21423013931064e-05,1.21423013931131e-05,1.38121632313885e-05,1.34712661383473e-05,0.0139436702706344,1.21423013931147e-05,1.2142301393115e-05,1.21423013931175e-05,0.00994170511101225,1.21423013931134e-05,Spotx11
1.73461448473075e-05,1.73461448473069e-05,1.73461448473079e-05,1.73461448473052e-05,0.0578238182934527,0.00156097343979839,1.73461448473071e-05,1.73461448473064e-05,0.00181620654129679,1.73461448473064e-05,0.00694649314718214,2.2201281783785e-05,0.0842922005375311,0.0301960080678308,0.0716101236248631,1.73461448473117e-05,1.73461448473149e-05,1.7346144847307e-05,1.7346144847306e-05,0.0314323548132275,1.73461448473126e-05,1.73461448473081e-05,1.73461448473054e-05,1.73461448473162e-05,0.046976637393399,0.0337870372332729,1.73461448472858e-05,1.73461448473067e-05,0.0687942670080394,1.7346144847307e-05,1.73461448473069e-05,0.0434283856202507,0.254794159495324,0.0368827870182364,1.73461448473088e-05,1.73461448473034e-05,0.0414530721084519,0.0119055018751422,0.0121255535008857,1.73461448473062e-05,0.0382305186524298,1.73461448473101e-05,0.00241230756557548,0.0167676645247507,1.73461448473075e-05,1.73461448473076e-05,Spotx12
0.00433587818216366,0.00386929485120602,0.131565400453235,2.78770018332125e-05,0.0553341198606695,2.47802069247249e-05,2.47802069247412e-05,0.00342663320543785,2.47802069247244e-05,2.4780206924715e-05,2.47802069247343e-05,2.47802069247238e-05,2.47802069247101e-05,2.4780206924722e-05,2.47802069247512e-05,2.47802069247155e-05,2.47802069247189e-05,2.47802069247345e-05,2.52978403525325e-05,2.47802069247211e-05,2.47802069247578e-05,0.0336728059376229,0.231639284175091,2.47802069247701e-05,0.0681335940683745,2.47802069247194e-05,2.47802069247453e-05,2.47802069247198e-05,0.00346478777165818,2.47802069247173e-05,2.47802069247281e-05,0.064874185363487,0.163138705866744,0.000208370433007426,0.0363236040981351,2.47802069247228e-05,2.47802069247211e-05,2.47802069247232e-05,0.00975249953841249,0.0132900389063503,0.0782905829943219,0.007561092982205,2.47802069247232e-05,0.0125901894025049,2.47802069247242e-05,2.47802069247349e-05,Spotx13
1.73461448473069e-05,1.73461448472961e-05,1.73461448473073e-05,1.73461448473024e-05,0.00741344760631076,1.7346144847316e-05,1.73461448472292e-05,9.65417064088268e-05,1.73461448473035e-05,1.73461448472894e-05,1.73461448473064e-05,1.73461448473049e-05,0.000111116175999156,0.0238138687663686,1.73461448472705e-05,1.73461448473558e-05,1.73461448473179e-05,1.73461448473178e-05,0.0182479416512282,1.73461448472598e-05,0.386304167312594,1.73461448472096e-05,0.416331439806818,1.73461448472041e-05,1.73461448473447e-05,1.73461448472298e-05,1.73461448470259e-05,1.73461448473099e-05,1.73461450747485e-05,1.73461448473692e-05,1.73461448473036e-05,1.73461448471874e-05,1.73461448473001e-05,1.73461448473324e-05,1.7346144847336e-05,1.73461448472915e-05,1.73461448473077e-05,1.73461448473068e-05,1.73461448473046e-05,0.00210052148963141,1.73461448473081e-05,0.00350560187512745,1.73461448473082e-05,1.73461448473069e-05,0.00113181813851513,0.013726494315976,Spotx14
0.0734449108924252,1.21423013931146e-05,0.0310183640759972,1.21423013931155e-05,0.0443338941331337,1.21423013931121e-05,1.21423013931174e-05,0.0075885375738774,0.00413073946027074,0.00190925668877821,1.21423013931112e-05,1.21423013931184e-05,1.21423013930851e-05,1.21423013931148e-05,1.21423013931146e-05,1.21423013931225e-05,1.21423013931091e-05,1.21423013931131e-05,0.0410521834769029,1.21423013931183e-05,0.0654576104905488,1.21423013930984e-05,0.490380816031131,2.51331575238597e-05,1.2142301393117e-05,1.21423013930508e-05,1.2142301393121e-05,1.77752117605593e-05,1.21423013931115e-05,1.21423013930943e-05,0.113278780545432,1.21423013931136e-05,1.21423013931248e-05,1.21423013931064e-05,1.21423013931098e-05,1.2142301393096e-05,1.2142301393119e-05,1.21423013931223e-05,0.0444014476178829,1.2142301393116e-05,1.2142301393115e-05,1.21423013931246e-05,0.0081448399513605,1.21423013931151e-05,1.21423013931142e-05,1.21423013931572e-05,Spotx15
1.21423013931136e-05,1.21423013931182e-05,0.0204199849583105,1.21423013930656e-05,0.00534045306262052,1.21423013931101e-05,1.21423013931213e-05,0.0021167772248791,1.28942529217037e-05,1.21423013931151e-05,1.21423013931209e-05,1.21423013931278e-05,0.00246935654008982,1.21423013931252e-05,1.21423013931324e-05,0.00605767549783667,1.21423013931269e-05,0.0148593784902747,0.0517609608896761,1.21423013930827e-05,0.0331234618483124,1.21423013931188e-05,0.245848330734048,3.55537822260438e-05,1.21423013931113e-05,1.21423013931656e-05,1.21423013931158e-05,1.21423013931121e-05,1.21423015735511e-05,1.21423013931141e-05,0.190508270950405,1.21423013931186e-05,0.202900322058682,0.0157397551863794,0.0894839594825676,1.21423013931072e-05,1.2142301393116e-05,1.21423013931283e-05,0.0550114458163641,1.21423013931116e-05,0.0179051646028856,1.21423013931158e-05,1.2142301393115e-05,0.00503080809740682,1.21423013931167e-05,1.21423013931149e-05,Spotx16
5.94972768262748e-06,0.0114829873560262,0.00558698062360787,5.94972768262614e-06,0.0117064776478721,1.04543719815584e-05,5.94972768262613e-06,0.0223003885895878,5.94972768262819e-06,5.94972768262468e-06,0.0101924757631023,5.94972768262619e-06,0.00494773137411417,5.94972768262658e-06,5.94972768262813e-06,5.94972768261831e-06,5.94972768262071e-06,5.94972768262565e-06,0.019934294595902,5.94972768262179e-06,0.0759872340362431,5.94972768262773e-06,0.373363017415982,9.86767285837689e-06,5.94972768265962e-06,5.94972768261523e-06,5.94972768263189e-06,5.94972768262912e-06,5.94972768262934e-06,0.00244210705429107,0.0336111878976711,0.0335601225899765,0.249710061779836,0.00181442074090954,5.94972768262358e-06,0.0138813479216686,9.7071455846117e-06,5.94972768262523e-06,0.0111222222960239,5.94972768262498e-06,0.0149797002579466,0.00349217789225437,0.00155618281457123,5.94972768262623e-06,0.0133518950726573,5.94972768262296e-06,Spotx17
0.0485989239617492,0.0907179444532686,0.0199536889822428,7.76046790407266e-06,0.0137717148713187,5.94972768262634e-06,5.94972768263581e-06,0.00997109238720945,5.94972768262677e-06,5.94972768262568e-06,5.94972768262618e-06,5.94972768262495e-06,5.94972768262479e-06,5.94972768262353e-06,5.94972768262524e-06,5.94972768262376e-06,0.00520607680146673,5.94972768262869e-06,0.325274624261355,5.9497276826336e-06,0.000496478719896849,5.94972768262635e-06,0.145845142700573,5.94972768261804e-06,0.0161537212675565,0.0106182522664531,5.9497276826313e-06,0.00368702845033609,5.94972768255057e-06,0.0203014252274718,0.00301332792862787,0.00254172213265124,0.0510362318389818,7.50299781504109e-06,0.0835979376605128,0.0101060872133783,5.94972768262902e-06,5.94972768262062e-06,0.0281817793955371,0.022005795694008,5.94972768262914e-06,5.9497276826269e-06,5.94972768262629e-06,5.94972768262667e-06,0.00804143499229324,5.94972768262638e-06,Spotx18
1.21423013931156e-05,1.21423013931177e-05,1.21423013931149e-05,1.21423013931152e-05,0.0181944574731013,0.0848298956664043,1.21423013931296e-05,1.21423013931193e-05,1.21423013931149e-05,1.21423013931145e-05,1.21423013931146e-05,1.21423013931114e-05,1.21423013930949e-05,1.21423013931116e-05,1.21423013931351e-05,1.21423013931103e-05,0.0147482116888281,1.54030798001305e-05,0.0284189753126845,1.21423013931366e-05,1.21423013931221e-05,1.21423013931391e-05,0.0640713659749419,0.0465465914996193,1.21423013931368e-05,0.0193780919729377,1.21423013930803e-05,0.0175525902612714,1.21423013931153e-05,1.21423013931117e-05,0.059219872746094,1.50900873848863e-05,0.483365761121303,0.0464382775190139,1.21423013931136e-05,1.21423013931133e-05,0.00128950748208684,0.00320959361985945,1.21423013931149e-05,1.21423013931155e-05,0.0107992257256326,1.21423013931149e-05,1.21423013931165e-05,0.00518718984661042,0.011746455958705,1.21423013931145e-05,Spotx19
0.0240668242474362,0.0135160275999233,1.0969154800573e-06,0.0174208709003039,0.0117344058306336,9.99970731617754e-07,9.99970731618389e-07,0.0384706103050819,9.99970731622514e-07,9.99970731624854e-07,9.99970731620255e-07,9.99970731615823e-07,9.999707316168e-07,0.0132783181925996,9.99970731611021e-07,9.99970731616808e-07,1.17740457027505e-06,9.99970731613543e-07,0.0224310907134567,1.0408967363735e-06,0.0288914099680039,9.99970731618395e-07,0.163758612002171,9.99970731618997e-07,0.0335117066112999,3.08992555809624e-06,9.99970731616609e-07,0.115779202347228,9.99970731619728e-07,0.01364292171839,0.00720792790910651,0.0306435756669521,0.174681987713807,0.00444298716517949,0.0922700057465461,9.9997073161959e-07,1.06399199159341e-06,0.0311096351524172,0.00137105940574033,9.99970731618787e-07,0.0126941565477873,9.99970731618936e-07,0.00380064919138641,0.0350893806353703,0.0011710997291102,0.0370798617060808,Spotx20
0.0206823234024886,0.0363314033286901,7.02767162531272e-06,0.0105741651692223,0.031250540097201,5.94972768262026e-06,5.94972768262181e-06,5.94972768262428e-06,0.00287977252548502,5.94972768262318e-06,5.9497276826268e-06,5.94972768262446e-06,5.94972768264239e-06,5.94972768262697e-06,5.94972768262203e-06,5.94972768262039e-06,5.94972768262511e-06,5.94972768260476e-06,0.0184804558435528,5.94972768262113e-06,6.22247760230342e-06,0.0120626190681044,0.162489476240888,0.0178949141129487,5.94972768262876e-06,5.9497276826128e-06,5.94972768264085e-06,5.94972768262771e-06,5.94972768262614e-06,0.0247340044941162,0.0339799789729525,6.5880106144069e-06,0.137212331943386,0.00353620080130782,0.152723844772127,0.126385541809284,0.0122410487000584,5.94972768262582e-06,0.0395223740407859,0.00864600801578989,0.0191002337170213,0.00595207504396185,5.94972768262519e-06,0.0307915434878634,5.94972768262627e-06,5.94972768262534e-06,Spotx21
0.0492725190680912,8.49961097518141e-06,0.0442934380969468,8.49961097518133e-06,0.00523902995561807,8.49961097518087e-06,0.0547235138409312,8.49961097517972e-06,0.12274699871139,0.0164550229312146,8.49961097518687e-06,8.49961097518293e-06,0.0125507803665315,8.49961097518045e-06,8.49961097516859e-06,0.00366484919251703,8.49961097518169e-06,8.49961097517412e-06,0.0182712278674285,8.49961097518285e-06,9.18183457722503e-06,8.49961097517886e-06,8.49961097518041e-06,8.49961097517272e-06,0.0664600767340689,8.49961097518088e-06,8.49961097517721e-06,1.88427919340443e-05,0.00126701350670089,8.49961097518129e-06,0.0787902571216157,8.49961097518074e-06,8.4996109751799e-06,0.361607516713086,8.49961097519057e-06,8.49961097518041e-06,0.0035703834869942,9.23055875287388e-06,0.00256024559921656,8.49961097517543e-06,0.0177735844619918,8.49961097517747e-06,0.00205151341347179,0.0317464341739357,0.00547099103769955,0.0483398357443324,Spotx22
0.133334494138853,2.47802069247246e-05,0.0841625875183461,2.47802069247249e-05,2.47802069247237e-05,2.47802069247511e-05,2.47802069247152e-05,2.47802069247224e-05,2.47802069247236e-05,2.4780206924715e-05,2.47802069247255e-05,2.47802069247351e-05,2.47802069247132e-05,0.00272014950316673,2.47802069247342e-05,2.47802069247337e-05,0.107447806949372,0.00285798444604382,0.0440717805885917,2.47802069247378e-05,2.47802069247282e-05,2.47802069246978e-05,2.47802069246261e-05,0.0760727302683586,2.4780206924727e-05,2.47802069247152e-05,2.47802069247101e-05,2.47802069247152e-05,2.47802069237352e-05,2.47802069247282e-05,0.0391422495590351,0.040177672189133,2.4780206924738e-05,2.47802069247064e-05,0.328784434200294,2.4780206924726e-05,2.47802069247216e-05,3.39113588132228e-05,2.47802069247244e-05,2.47802069247296e-05,0.0115185686165777,2.47802069247177e-05,2.4780206924725e-05,2.47802069247171e-05,0.0175489723631843,0.00404806014277411,Spotx23
1.73461448473164e-05,1.73461448473042e-05,0.0262303877345249,1.73461448473065e-05,0.0387701941351544,0.0164481982008013,1.73461448473094e-05,1.73461448473097e-05,1.73461448473106e-05,0.0104331199386393,1.7346144847305e-05,1.73461448473332e-05,0.0477831583297754,0.0579768733452768,2.15018629217435e-05,0.0241673660363653,1.73461448473191e-05,0.0142355623938662,0.0157964422877168,1.7346144847305e-05,0.0663831290596235,1.80067153924169e-05,0.158202598217133,1.73461448473105e-05,1.73461448473102e-05,1.73461448473115e-05,1.73461448472948e-05,1.73461448473031e-05,1.73461448473048e-05,1.73461448473071e-05,1.73461448473073e-05,0.0643836624217128,0.146645896911788,0.0411679171549502,0.109776284608316,0.00078564593313596,0.00607684916140567,2.50979616639101e-05,0.00344910358784613,0.00183013088986944,1.73461448473069e-05,0.00445456694384165,1.73461448472994e-05,0.0178907974958375,0.0134657586022192,0.0521826802816957,Spotx24
1.21423013931134e-05,1.21423013931148e-05,1.21423013931138e-05,1.21423013931757e-05,0.036626206395731,1.2142301393117e-05,1.21423013931251e-05,0.00355427726916878,1.21423013931172e-05,1.21423013931144e-05,1.21423013931103e-05,1.21423013931713e-05,1.21423013930973e-05,1.21423013930983e-05,1.21423013931232e-05,1.21423013931252e-05,1.21423013931109e-05,1.21423013932163e-05,1.21423013931174e-05,1.21423013931204e-05,1.21423013931145e-05,1.21423013931121e-05,0.141629708855015,1.21423013930625e-05,1.21423013931256e-05,0.0701089412833686,1.21423013930652e-05,1.21423013931048e-05,1.21423013931149e-05,1.21423013931086e-05,1.2142301393116e-05,1.21423013931183e-05,0.0976112790027875,0.0331483576257322,0.430526891587767,0.0215842169561443,0.00511043784846835,1.21423013931173e-05,0.00367313269040718,1.21423013931194e-05,0.0284629313832239,1.21423013931149e-05,1.21423013931142e-05,1.21423013931153e-05,0.00209178206413179,0.0292876031577419,Spotx25
0.00622200438572401,1.7346144847307e-05,0.0882869273191633,1.73461448473069e-05,0.0247820399027944,1.73461448473069e-05,1.73461448472868e-05,0.00159984282949596,1.73461448473129e-05,1.73461448473072e-05,1.73461448473066e-05,0.00597386369120176,0.348050062153497,1.81900424350432e-05,1.73461448473352e-05,1.73461448473078e-05,1.73461448473104e-05,3.43797699293938e-05,0.0151437656361724,4.48839908383266e-05,1.73461448473086e-05,1.73461448473061e-05,0.15219501932343,8.05947535935666e-05,2.23612664559911e-05,1.73461448473207e-05,1.7346144847303e-05,0.00964929315165757,1.73461448473065e-05,1.73461448473087e-05,0.00321671681367405,0.0153705955456999,0.156970683352634,0.0157458541556984,0.0009153629848857,1.73461448473078e-05,1.73461448473082e-05,1.7346144847311e-05,0.00382104584717615,1.73461448473071e-05,0.0318346763403427,1.73461448473069e-05,0.000568230274564727,0.00988079819011763,0.00368974764731687,0.0424540353807721,Spotx26
0.0064979920078394,0.021206372148905,1.42852961659864e-06,1.42852961659916e-06,0.00362609257956112,0.00138851227259109,1.42852961659261e-06,0.0220625003277968,1.42852961659877e-06,1.42852961659515e-06,1.42852961659748e-06,0.00479371597684928,0.139914822494929,0.0488200679162217,0.157970654327118,1.42852961658471e-06,1.42852961659871e-06,1.428529616601e-06,0.205113885911206,2.74564882920674e-06,0.047284981172629,1.42852961658897e-06,0.0619362612260129,1.46313356992555e-06,2.49705068733869e-06,1.42852961660225e-06,1.42852961659525e-06,1.42852961660002e-06,0.000678082514212792,1.42852961659855e-06,1.42852961659841e-06,0.0226399246503473,0.059466677655121,1.42852961659854e-06,1.42852961659716e-06,1.42852961659243e-06,1.42852961659781e-06,1.42852961660778e-06,0.0408945607620465,1.42852961659869e-06,0.0269878493887083,8.54404149579058e-05,1.42852961659872e-06,0.0523657707081124,0.0167199112655942,0.00320387299506956,Spotx27
0.0936406305752883,0.0071952858014901,1.73461448473076e-05,1.73461448473068e-05,1.73461448473069e-05,1.7346144847328e-05,1.73461448473179e-05,1.73461448473079e-05,1.73461448473114e-05,1.73461448472968e-05,1.73461448473068e-05,1.73461448473091e-05,1.7346144847314e-05,1.73461448473045e-05,1.73461448473096e-05,1.73461448473062e-05,1.73461448473008e-05,1.73461448473031e-05,0.0221352353416927,1.73461448473056e-05,0.0448435906241963,0.0227728667681881,0.127113181119755,1.73461448473166e-05,0.0341797088385281,0.000100517393548262,0.178346385945644,0.0181296646140026,0.0571202338167932,0.00594437436360094,1.73461448473112e-05,1.73461448473138e-05,0.000621299995828772,1.73461448473066e-05,0.0669229537803826,0.00518540028526375,1.73461448473153e-05,1.73461448473025e-05,0.00165142230493493,1.7346144847306e-05,0.00695853790271859,1.73461448473065e-05,1.73461448473055e-05,0.153592626327353,0.0304005723977542,0.0230247663105509,Spotx28
