ENSEMBL,mean_sample_effectsample_5705STDY8058280,mean_sample_effectsample_5705STDY8058281
ENSMUSG00000026153,0.026390444487333298,0.04337208718061447
ENSMUSG00000026147,0.0006693313480354846,0.0006182506331242621
ENSMUSG00000026141,0.013994816690683365,0.010962371714413166
ENSMUSG00000073725,0.03473621606826782,0.05221918597817421
ENSMUSG00000033569,0.39299988746643066,0.3845074772834778
ENSMUSG00000048874,0.0655168816447258,0.08157230913639069
ENSMUSG00000026064,0.00783553346991539,0.006160474382340908
ENSMUSG00000026058,0.057692188769578934,0.0561160184442997
ENSMUSG00000026134,0.009543030522763729,0.00969996489584446
ENSMUSG00000004768,0.008990675210952759,0.00530555285513401
ENSMUSG00000042215,0.002258178312331438,0.0028646078426390886
ENSMUSG00000042197,0.025966443121433258,0.020501751452684402
ENSMUSG00000042182,0.019329724833369255,0.01882990635931492
ENSMUSG00000026131,0.25136300921440125,0.1401185691356659
ENSMUSG00000026127,0.0022039697505533695,0.005547460168600082
ENSMUSG00000037509,0.016388481482863426,0.013421301729977131
ENSMUSG00000037503,0.029317306354641914,0.02786255069077015
ENSMUSG00000026123,0.00982437189668417,0.007782984524965286
ENSMUSG00000045216,0.00577385863289237,0.004479547962546349
ENSMUSG00000037470,0.01645399071276188,0.01700993999838829
ENSMUSG00000047180,8.591516962042078e-05,8.163660095306113e-05
ENSMUSG00000010453,0.020050855353474617,0.023771047592163086
ENSMUSG00000001143,0.023616259917616844,0.020129408687353134
ENSMUSG00000037408,0.002815000945702195,0.002223789691925049
ENSMUSG00000001138,0.008885659277439117,0.010702318511903286
ENSMUSG00000061518,0.0071512311697006226,0.008424129337072372
ENSMUSG00000037351,0.02370416931807995,0.028531216084957123
ENSMUSG00000102416,0.006746753118932247,0.005879397038370371
ENSMUSG00000026116,0.05151510611176491,0.035142458975315094
ENSMUSG00000050122,0.001729547861032188,0.0015203048242256045
ENSMUSG00000026114,0.00023511688050348312,8.098723628791049e-05
ENSMUSG00000026113,0.034243393689394,0.021486204117536545
ENSMUSG00000026112,0.00344086647965014,0.00361558236181736
ENSMUSG00000026111,0.006788458675146103,0.025326788425445557
ENSMUSG00000026110,0.01609463058412075,0.014577245339751244
ENSMUSG00000026090,0.031806886196136475,0.025285042822360992
ENSMUSG00000060771,0.0254998579621315,0.018688200041651726
ENSMUSG00000026088,0.0072585116140544415,0.007024269085377455
ENSMUSG00000026087,0.002710135420784354,0.00840951967984438
ENSMUSG00000087374,0.0006166954408399761,0.00028057489544153214
ENSMUSG00000058407,0.00870560109615326,0.017291808500885963
ENSMUSG00000026083,0.04191507026553154,0.037961941212415695
ENSMUSG00000026082,0.035839758813381195,0.029470790177583694
ENSMUSG00000102716,5.4417134379036725e-05,5.433572005131282e-05
ENSMUSG00000037138,0.059094998985528946,0.053793150931596756
ENSMUSG00000085391,0.00556614063680172,0.0018053369130939245
ENSMUSG00000087131,0.008044817484915257,0.005999742075800896
ENSMUSG00000048814,0.014263791963458061,0.013171517290174961
ENSMUSG00000026080,0.008804944343864918,0.005389036610722542
ENSMUSG00000026078,0.00734181422740221,0.004451415501534939
ENSMUSG00000026077,0.032883480191230774,0.02597705088555813
ENSMUSG00000003134,0.010762055404484272,0.006567622534930706
ENSMUSG00000003135,0.0032667615450918674,0.0037178730126470327
ENSMUSG00000048234,0.013698124326765537,0.010113303549587727
ENSMUSG00000050967,0.010899542830884457,0.007499702740460634
ENSMUSG00000026074,0.06492487341165543,0.07655544579029083
ENSMUSG00000026073,0.005478799808770418,0.004143418278545141
ENSMUSG00000097899,0.004461777396500111,0.007247395813465118
ENSMUSG00000026072,0.0017580084968358278,0.0012700889492407441
ENSMUSG00000026062,0.00127985083963722,0.0009581783087924123
ENSMUSG00000103679,0.0002489615580998361,0.00032317539444193244
ENSMUSG00000100832,0.0007460208144038916,0.0010881030466407537
ENSMUSG00000101299,0.004638762213289738,0.0037645583506673574
ENSMUSG00000060424,0.016482384875416756,0.017474912106990814
ENSMUSG00000045515,0.006612190045416355,0.007228020578622818
ENSMUSG00000060679,0.019488468766212463,0.011569825001060963
ENSMUSG00000041907,0.012600230984389782,0.011185639537870884
ENSMUSG00000070939,0.009194113314151764,0.005526567809283733
ENSMUSG00000010290,0.0028770568314939737,0.0029515039641410112
ENSMUSG00000008136,0.015020404942333698,0.005632031708955765
ENSMUSG00000066877,0.015406981110572815,0.01755847968161106
ENSMUSG00000057363,0.022619929164648056,0.015012692660093307
ENSMUSG00000041763,0.024087324738502502,0.031539034098386765
ENSMUSG00000047343,0.002636407036334276,0.002260533394291997
ENSMUSG00000026047,0.0029929226730018854,0.0023681591264903545
ENSMUSG00000041684,0.007815823890268803,0.007208175025880337
ENSMUSG00000026048,0.007352941203862429,0.018093273043632507
ENSMUSG00000056870,0.011163435876369476,0.01313796453177929
ENSMUSG00000026042,0.0013798753498122096,0.0019819720182567835
ENSMUSG00000025995,0.00947381928563118,0.010118749924004078
ENSMUSG00000041144,0.005273998249322176,0.006645261775702238
ENSMUSG00000101337,0.002902951557189226,0.006156791467219591
ENSMUSG00000025986,0.02240464650094509,0.01852254942059517
ENSMUSG00000026109,0.20927923917770386,0.22265499830245972
ENSMUSG00000101799,0.009833291172981262,0.008543909527361393
ENSMUSG00000018417,0.010241369716823101,0.00895586609840393
ENSMUSG00000026104,0.004663595464080572,0.0029571428894996643
ENSMUSG00000026103,0.09917490929365158,0.09818208962678909
ENSMUSG00000002881,0.005283208563923836,0.011366767808794975
ENSMUSG00000100120,0.0005727775860577822,0.0004974373732693493
ENSMUSG00000043015,0.0060940817929804325,0.00384199945256114
ENSMUSG00000041439,0.020474694669246674,0.013445629738271236
ENSMUSG00000026102,0.00800683069974184,0.008972696028649807
ENSMUSG00000041426,0.015091515146195889,0.011912708170711994
ENSMUSG00000043629,0.007004936225712299,0.009317931719124317
ENSMUSG00000026098,0.0062669413164258,0.011022624559700489
ENSMUSG00000096141,0.0030276912730187178,0.0029955513309687376
ENSMUSG00000042807,0.10940059274435043,0.0833858773112297
ENSMUSG00000025983,0.0024437939282506704,0.0032756587024778128
ENSMUSG00000041303,0.014917485415935516,0.01216919720172882
ENSMUSG00000073678,0.024751709774136543,0.01796453446149826
ENSMUSG00000052331,0.019850537180900574,0.018128342926502228
ENSMUSG00000101674,0.020699994638562202,0.01756441779434681
ENSMUSG00000025982,0.07198816537857056,0.11867427080869675
ENSMUSG00000025981,0.008411380462348461,0.011463562957942486
ENSMUSG00000025980,0.009747309610247612,0.02328815497457981
ENSMUSG00000073676,0.01180514320731163,0.012272433377802372
ENSMUSG00000025979,0.01741894893348217,0.03820815309882164
ENSMUSG00000025978,0.002696304814890027,0.004331997130066156
ENSMUSG00000097649,0.0006597265019081533,0.0009416787652298808
ENSMUSG00000038349,0.16014276444911957,0.1145213395357132
ENSMUSG00000038331,0.026752345263957977,0.022867567837238312
ENSMUSG00000048495,0.007842931896448135,0.012592896819114685
ENSMUSG00000025971,0.003869873471558094,0.006798821967095137
ENSMUSG00000038305,0.011408933438360691,0.018202489241957664
ENSMUSG00000054770,0.005969114601612091,0.007651228457689285
ENSMUSG00000064294,0.00016371719539165497,0.00023568508913740516
ENSMUSG00000051223,0.011194893158972263,0.01873767003417015
ENSMUSG00000026034,0.08358778804540634,0.060902733355760574
ENSMUSG00000026035,0.006017365492880344,0.006707125809043646
ENSMUSG00000026036,0.017176194116473198,0.01185575034469366
ENSMUSG00000026037,0.021738573908805847,0.031386762857437134
ENSMUSG00000085054,0.005676234140992165,0.002236147876828909
ENSMUSG00000038174,0.021461062133312225,0.046951089054346085
ENSMUSG00000026032,0.012716064229607582,0.017756452783942223
ENSMUSG00000026031,0.0024464742746204138,0.003309756051748991
ENSMUSG00000026028,0.018593665212392807,0.012186211533844471
ENSMUSG00000026027,0.005114389583468437,0.006708775646984577
ENSMUSG00000038079,0.01079853717237711,0.009966704994440079
ENSMUSG00000101586,0.002585215726867318,0.0015158045571297407
ENSMUSG00000026024,0.011421190574765205,0.012181464582681656
ENSMUSG00000026023,0.00014677978469990194,0.00020836995099671185
ENSMUSG00000047361,0.003184796776622534,0.0036437243688851595
ENSMUSG00000099811,0.0005902622360736132,0.000634280382655561
ENSMUSG00000026021,0.04318730905652046,0.0743003636598587
ENSMUSG00000026020,0.011820469982922077,0.012418678030371666
ENSMUSG00000067336,0.03956377133727074,0.041814494878053665
ENSMUSG00000041040,0.03357549384236336,0.024160128086805344
ENSMUSG00000026018,0.01492176204919815,0.012251589447259903
ENSMUSG00000026019,0.017462676391005516,0.012211432680487633
ENSMUSG00000026017,0.010690622963011265,0.012149397283792496
ENSMUSG00000073664,0.04249141365289688,0.06804439425468445
ENSMUSG00000049439,0.003955808002501726,0.011105289682745934
ENSMUSG00000026782,0.05351078882813454,0.06022394448518753
ENSMUSG00000026014,0.03494387865066528,0.043121419847011566
ENSMUSG00000085447,9.232430602423847e-05,0.00015894731041043997
ENSMUSG00000052062,0.015598371624946594,0.02030191756784916
ENSMUSG00000085842,0.0026951723266392946,0.004346990492194891
ENSMUSG00000085400,0.0003272275789640844,0.0008835759945213795
ENSMUSG00000025969,0.022351745516061783,0.015028336085379124
ENSMUSG00000040865,0.04115840420126915,0.0304644163697958
ENSMUSG00000084799,0.04893505200743675,0.03640476241707802
ENSMUSG00000025968,0.029163064435124397,0.04366932809352875
ENSMUSG00000025967,0.00722294207662344,0.006432405207306147
ENSMUSG00000027520,0.007425516843795776,0.00774766318500042
ENSMUSG00000025964,0.06909198313951492,0.0386401005089283
ENSMUSG00000025962,0.004883192013949156,0.008157963864505291
ENSMUSG00000025959,0.054428767412900925,0.047581229358911514
ENSMUSG00000097272,0.005939532537013292,0.002433447167277336
ENSMUSG00000086836,0.003445851383730769,0.007149663288146257
ENSMUSG00000025958,0.031896643340587616,0.025868238881230354
ENSMUSG00000025956,0.003870000597089529,0.0023392525035887957
ENSMUSG00000070871,0.0053796167485415936,0.0054239192977547646
ENSMUSG00000051344,0.033431924879550934,0.019203852862119675
ENSMUSG00000025950,0.005462251603603363,0.0025483209174126387
ENSMUSG00000025949,0.02192443050444126,0.020452992990612984
ENSMUSG00000025946,0.000938420882448554,0.0011919991811737418
ENSMUSG00000015222,0.13884276151657104,0.11433710902929306
ENSMUSG00000073656,0.006901792250573635,0.007147620897740126
ENSMUSG00000055567,0.06992636620998383,0.061837293207645416
ENSMUSG00000026005,0.005369795486330986,0.009103548713028431
ENSMUSG00000026004,0.05372567102313042,0.10854534059762955
ENSMUSG00000026003,0.01046474277973175,0.01054095197468996
ENSMUSG00000026000,0.019594421610236168,0.01941857859492302
ENSMUSG00000062209,0.21604615449905396,0.194907084107399
ENSMUSG00000101156,0.0071613662876188755,0.014302107505500317
ENSMUSG00000025997,0.01083691418170929,0.013393281027674675
ENSMUSG00000053153,0.004798866342753172,0.012273328378796577
ENSMUSG00000045648,0.011042357422411442,0.009163275361061096
ENSMUSG00000050296,0.0008605743641965091,0.002468677470460534
ENSMUSG00000026192,0.007754804566502571,0.0022751647047698498
ENSMUSG00000026193,0.00019740925927180797,0.00016465684166178107
ENSMUSG00000039395,0.00228503649123013,0.0018526694038882852
ENSMUSG00000097131,0.012630049139261246,0.007441445719450712
ENSMUSG00000026189,0.005683885421603918,0.006682095117866993
ENSMUSG00000026188,0.011248170398175716,0.006481105927377939
ENSMUSG00000026187,0.0073151057586073875,0.009969157166779041
ENSMUSG00000039372,0.010097445920109749,0.009994850493967533
ENSMUSG00000039354,0.008005536161363125,0.0038866575341671705
ENSMUSG00000046330,0.006629971321672201,0.015936389565467834
ENSMUSG00000026185,0.004214463289827108,0.003445808542892337
ENSMUSG00000055322,0.0022261799313127995,0.0021397084929049015
ENSMUSG00000006304,0.0381275899708271,0.04808403551578522
ENSMUSG00000006299,0.008595180697739124,0.011398731730878353
ENSMUSG00000026179,0.047249503433704376,0.020106233656406403
ENSMUSG00000006301,0.024864599108695984,0.02101961150765419
ENSMUSG00000033364,0.045704495161771774,0.08933793753385544
ENSMUSG00000026174,0.009521612897515297,0.010753842070698738
ENSMUSG00000026173,0.009304504841566086,0.004929378163069487
ENSMUSG00000026135,0.007383444812148809,0.006996000651270151
ENSMUSG00000026172,0.018183819949626923,0.007122074253857136
ENSMUSG00000026171,0.014457330107688904,0.018527578562498093
ENSMUSG00000033276,0.0033072871156036854,0.0022739595733582973
ENSMUSG00000033257,0.012404308654367924,0.012804070487618446
ENSMUSG00000026170,0.003593777073547244,0.00461931386962533
ENSMUSG00000090071,0.005529892165213823,0.00293712317943573
ENSMUSG00000033159,0.004034758545458317,0.008959074504673481
ENSMUSG00000049339,0.014445849694311619,0.011221598833799362
ENSMUSG00000026197,0.006316370330750942,0.008434852585196495
ENSMUSG00000033124,0.012256274931132793,0.011836376041173935
ENSMUSG00000026199,0.007335361558943987,0.009232712909579277
ENSMUSG00000026200,0.004002848174422979,0.004754392895847559
ENSMUSG00000026201,0.006490615662187338,0.01576220616698265
ENSMUSG00000026202,0.01075427234172821,0.022110767662525177
ENSMUSG00000026203,0.021309519186615944,0.012423813343048096
ENSMUSG00000026204,0.06537319719791412,0.056097012013196945
ENSMUSG00000101840,0.004351654555648565,0.0031333451624959707
ENSMUSG00000033061,0.011404836550354958,0.012277337722480297
ENSMUSG00000026209,0.0018928213976323605,0.0026213042438030243
ENSMUSG00000026207,0.01579677127301693,0.011699224822223186
ENSMUSG00000033021,0.003392653539776802,0.004837328102439642
ENSMUSG00000026211,0.003884647274389863,0.003051044652238488
ENSMUSG00000051703,0.004058881662786007,0.0036330334842205048
ENSMUSG00000032968,0.004822567570954561,0.004576398991048336
ENSMUSG00000006576,0.029181864112615585,0.030314473435282707
ENSMUSG00000100827,0.0005001270328648388,0.0007844026549719274
ENSMUSG00000100534,0.000992711866274476,0.001202659448608756
ENSMUSG00000026235,0.062088657170534134,0.05529197305440903
ENSMUSG00000032908,0.006206423509865999,0.005898402072489262
ENSMUSG00000099561,0.001135385362431407,0.0010900857159867883
ENSMUSG00000026245,0.019551848992705345,0.01877993904054165
ENSMUSG00000032883,0.04105615243315697,0.023762842640280724
ENSMUSG00000099706,0.00940116960555315,0.0067795272916555405
ENSMUSG00000050711,0.023929685354232788,0.031162474304437637
ENSMUSG00000054702,0.001501383725553751,0.002417186042293906
ENSMUSG00000073643,0.017073411494493484,0.015434039756655693
ENSMUSG00000026248,0.0016294856322929263,0.003812466049566865
ENSMUSG00000026249,0.013571222312748432,0.012841686606407166
ENSMUSG00000004364,0.03128758817911148,0.040397584438323975
ENSMUSG00000038608,0.1069508045911789,0.10186384618282318
ENSMUSG00000054976,0.030606301501393318,0.027893133461475372
ENSMUSG00000055980,0.009285761043429375,0.008263993076980114
ENSMUSG00000026142,0.004232419189065695,0.005621131043881178
ENSMUSG00000026150,0.012240283191204071,0.0372406467795372
ENSMUSG00000026159,0.025411121547222137,0.034222230315208435
ENSMUSG00000038496,5.925175719312392e-05,0.00022250955225899816
ENSMUSG00000026163,0.03873775526881218,0.033892542123794556
ENSMUSG00000045658,0.04267791658639908,0.03630516678094864
ENSMUSG00000036766,0.04000578820705414,0.029817400500178337
ENSMUSG00000026219,0.07877324521541595,0.09705276787281036
ENSMUSG00000073633,0.01606060564517975,0.011751591227948666
ENSMUSG00000026220,0.0025523791555315256,0.003025529207661748
ENSMUSG00000052477,0.0029705322813242674,0.004208687227219343
ENSMUSG00000036707,0.022197749465703964,0.032718267291784286
ENSMUSG00000026223,0.037650953978300095,0.03920244053006172
ENSMUSG00000026227,0.0019699835684150457,0.0019315212266519666
ENSMUSG00000026229,0.024808894842863083,0.06182987615466118
ENSMUSG00000026228,0.009830698370933533,0.006488836370408535
ENSMUSG00000062590,0.04064268246293068,0.042973197996616364
ENSMUSG00000026234,0.03402209281921387,0.029257137328386307
ENSMUSG00000026237,0.0003087018267251551,0.0001739257131703198
ENSMUSG00000026238,0.02706057019531727,0.09282396733760834
ENSMUSG00000026239,0.007954170927405357,0.018518950790166855
ENSMUSG00000026240,0.0040529267862439156,0.0073661780916154385
ENSMUSG00000053333,0.06453390419483185,0.08749253302812576
ENSMUSG00000099401,0.047577179968357086,0.07654362916946411
ENSMUSG00000026247,0.0010675900848582387,0.0009825697634369135
ENSMUSG00000026254,0.006876179948449135,0.01686280593276024
ENSMUSG00000026255,0.002356406068429351,0.0032532981131225824
ENSMUSG00000048000,0.06258419901132584,0.05527002736926079
ENSMUSG00000079436,0.010118416510522366,0.01220189779996872
ENSMUSG00000026259,0.021558986976742744,0.013237976469099522
ENSMUSG00000079434,0.0019909623079001904,0.0017684560734778643
ENSMUSG00000026288,0.004394303075969219,0.005240884143859148
ENSMUSG00000026289,0.025345351547002792,0.03671761229634285
ENSMUSG00000056055,0.0019042670028284192,0.001818317687138915
ENSMUSG00000070738,0.041287150233983994,0.029672155156731606
ENSMUSG00000005501,0.03261581063270569,0.02917138859629631
ENSMUSG00000044783,0.010460158810019493,0.020174914970993996
ENSMUSG00000049866,0.003933762665838003,0.0035140695981681347
ENSMUSG00000036206,0.004239056259393692,0.006014459300786257
ENSMUSG00000055013,0.07886288315057755,0.05727994814515114
ENSMUSG00000044337,0.0014562190044671297,0.002115338807925582
ENSMUSG00000034432,0.012759169563651085,0.013221384957432747
ENSMUSG00000026305,0.034808024764060974,0.02853165753185749
ENSMUSG00000034353,0.015648838132619858,0.009642353281378746
ENSMUSG00000034343,0.013575772754848003,0.01845424249768257
ENSMUSG00000026307,0.006015113554894924,0.003871767083182931
ENSMUSG00000090322,0.002569575561210513,0.004291551187634468
ENSMUSG00000026309,0.021002983674407005,0.01409638300538063
ENSMUSG00000055866,0.005560270044952631,0.005531922448426485
ENSMUSG00000034292,0.009671127423644066,0.005678361747413874
ENSMUSG00000026313,0.03400508686900139,0.033249642699956894
ENSMUSG00000096941,0.006602353882044554,0.01198381744325161
ENSMUSG00000026260,0.020791353657841682,0.02698669582605362
ENSMUSG00000073616,0.005843549035489559,0.006180773489177227
ENSMUSG00000034220,0.010472375899553299,0.0029457772616297007
ENSMUSG00000034212,0.013668841682374477,0.004623266868293285
ENSMUSG00000026269,0.015434039756655693,0.005631712265312672
ENSMUSG00000100632,0.007454469334334135,0.0037999830674380064
ENSMUSG00000026270,0.009943937882781029,0.01344763021916151
ENSMUSG00000014602,0.07877270132303238,0.04194064065814018
ENSMUSG00000047793,0.0077028884552419186,0.007930508814752102
ENSMUSG00000026273,0.005338108167052269,0.0024431555066257715
ENSMUSG00000026274,0.004423491191118956,0.0012572029372677207
ENSMUSG00000026275,0.008759628981351852,0.01615249179303646
ENSMUSG00000034088,0.04137498140335083,0.018689576536417007
ENSMUSG00000034066,0.02190231904387474,0.016784820705652237
ENSMUSG00000026277,0.02827104739844799,0.023641755804419518
ENSMUSG00000026278,0.005833170376718044,0.0035729894880205393
ENSMUSG00000026279,0.005078532267361879,0.007765297777950764
ENSMUSG00000101952,0.01751871407032013,0.012990327551960945
ENSMUSG00000026280,0.018634067848324776,0.017933465540409088
ENSMUSG00000026281,0.006512410007417202,0.015799513086676598
ENSMUSG00000026283,0.0019718650728464127,0.006060177925974131
ENSMUSG00000073609,0.004152839537709951,0.004652407951653004
ENSMUSG00000034000,0.0008474105852656066,0.0010011850390583277
ENSMUSG00000051185,0.011423015967011452,0.011312199756503105
ENSMUSG00000040710,0.004740652162581682,0.0038357775192707777
ENSMUSG00000040693,0.001992562785744667,0.0016266783932223916
ENSMUSG00000044768,0.014359502121806145,0.009561382234096527
ENSMUSG00000040648,0.02061494253575802,0.027485067024827003
ENSMUSG00000026333,0.014522623270750046,0.028910843655467033
ENSMUSG00000026335,0.10959377884864807,0.1007719561457634
ENSMUSG00000100009,0.0010430621914565563,0.000980837270617485
ENSMUSG00000067028,0.044772062450647354,0.042492467910051346
ENSMUSG00000050840,0.041830677539110184,0.0388757698237896
ENSMUSG00000047496,0.006508159451186657,0.0063936240039765835
ENSMUSG00000097482,0.000140706222737208,0.0001385710056638345
ENSMUSG00000056536,0.021797386929392815,0.029946237802505493
ENSMUSG00000026319,0.049842674285173416,0.05376618355512619
ENSMUSG00000026321,0.005001010373234749,0.002645208965986967
ENSMUSG00000038866,0.0063351597636938095,0.011407459154725075
ENSMUSG00000044340,0.11692521721124649,0.09709139913320541
ENSMUSG00000057329,0.016934439539909363,0.014221569523215294
ENSMUSG00000009905,0.00993550568819046,0.012427653186023235
ENSMUSG00000009907,0.013426121324300766,0.01330188475549221
ENSMUSG00000026312,0.007082819007337093,0.007680346257984638
ENSMUSG00000047216,0.009691314771771431,0.010302606038749218
ENSMUSG00000038702,0.008717929013073444,0.0082010542973876
ENSMUSG00000097648,0.0023055030032992363,0.002916699042543769
ENSMUSG00000070695,0.11458535492420197,0.11313936859369278
ENSMUSG00000026374,0.01537314336746931,0.020696938037872314
ENSMUSG00000026377,0.006251463200896978,0.0037844227626919746
ENSMUSG00000064302,0.04332289099693298,0.048166610300540924
ENSMUSG00000107722,0.0023985570296645164,0.007009788416326046
ENSMUSG00000048402,0.0018503766041249037,0.0020521727856248617
ENSMUSG00000101179,0.0005462027038447559,0.00036046563764102757
ENSMUSG00000004451,0.005428185686469078,0.0026441358495503664
ENSMUSG00000026383,0.008542838506400585,0.005405574571341276
ENSMUSG00000026384,0.0613422729074955,0.06596488505601883
ENSMUSG00000026385,0.007012953981757164,0.022355444729328156
ENSMUSG00000036907,0.0009246974950656295,0.0014717155136168003
ENSMUSG00000097881,0.002166357822716236,0.0036880469415336847
ENSMUSG00000003721,0.011517983861267567,0.019439062103629112
ENSMUSG00000026339,0.00900156982243061,0.008385826833546162
ENSMUSG00000001674,0.014349611476063728,0.012172998860478401
ENSMUSG00000036815,0.14672158658504486,0.13853676617145538
ENSMUSG00000100851,0.18158076703548431,0.1664760559797287
ENSMUSG00000026341,0.022405367344617844,0.03353014588356018
ENSMUSG00000026342,0.005452454090118408,0.006583956070244312
ENSMUSG00000026343,0.0016985801048576832,0.002031009877100587
ENSMUSG00000026344,0.006140630692243576,0.01532697957009077
ENSMUSG00000049690,0.030344445258378983,0.03445714712142944
ENSMUSG00000036155,0.07770771533250809,0.05228275805711746
ENSMUSG00000026347,0.028931528329849243,0.035792749375104904
ENSMUSG00000026349,0.053185559809207916,0.06379399448633194
ENSMUSG00000051590,0.0039991396479308605,0.0026335460133850574
ENSMUSG00000036104,0.03261888772249222,0.06682909280061722
ENSMUSG00000036086,0.006188441067934036,0.012122579850256443
ENSMUSG00000099760,0.00040693653863854706,0.0002586767077445984
ENSMUSG00000056211,0.2566531002521515,0.2480723112821579
ENSMUSG00000026353,0.03761974349617958,0.0373217910528183
ENSMUSG00000026354,0.0010677081299945712,0.0008959488477557898
ENSMUSG00000026356,0.010704513639211655,0.02420748397707939
ENSMUSG00000042581,0.030673354864120483,0.029911229386925697
ENSMUSG00000085526,0.008971215225756168,0.007571968249976635
ENSMUSG00000026409,0.007333378307521343,0.014147445559501648
ENSMUSG00000046404,0.0023754616267979145,0.0032676388509571552
ENSMUSG00000016528,0.007853173650801182,0.008490560576319695
ENSMUSG00000016526,0.0020699237938970327,0.0020439422223716974
ENSMUSG00000026427,0.010645659640431404,0.010974050499498844
ENSMUSG00000026430,0.0034411849919706583,0.002060136990621686
ENSMUSG00000026425,0.07417736947536469,0.08535121381282806
ENSMUSG00000013275,0.004606933798640966,0.003991372883319855
ENSMUSG00000026434,0.012287242338061333,0.023652948439121246
ENSMUSG00000026436,0.00676006218418479,0.008699081838130951
ENSMUSG00000059149,0.020721858367323875,0.0392916314303875
ENSMUSG00000097454,0.008180717006325722,0.0060646673664450645
ENSMUSG00000026437,0.0028952781576663256,0.0034432068932801485
ENSMUSG00000079330,0.0033723050728440285,0.003783546155318618
ENSMUSG00000042066,0.007098301313817501,0.014477978460490704
ENSMUSG00000042046,0.02640603668987751,0.05208170413970947
ENSMUSG00000026439,0.005897563882172108,0.007671324070543051
ENSMUSG00000053024,0.015233781188726425,0.012201257981359959
