	Astro_0	Astro_1	Astro_2	Astro_3	Astro_4	Ext_Amy_1	Ext_Amy_2	Ext_ClauPyr	Ext_Hpc_1	Ext_Hpc_2	Ext_Hpc_3	Ext_Hpc_4	Ext_L23	Ext_L25	Ext_L56	Ext_L5_1	Ext_L5_2	Ext_L6	Ext_L6B	Ext_Pir	Ext_Thal_1	Ext_Thal_2	Ext_Unk_3	Inh_1	Inh_2	Inh_3	Inh_4	Inh_5	Inh_6	Inh_Lamp5	Inh_Meis2_1	Inh_Meis2_2	Inh_Meis2_3	Inh_Meis2_4	Inh_Pvalb	Inh_Sst	Inh_Vip	LowQ_2	Micro	Nb_1	Nb_2	OPC_1	OPC_2	Oligo_1	Oligo_2	Unk_1
Spotx11	0.04148044	0.18282783	0.09141891	0.03982792	1.3872292e-10	1.386531e-10	1.3852886e-10	1.3860577e-10	1.3861898e-10	1.384834e-10	1.3862718e-10	1.3852144e-10	1.3861369e-10	1.3855633e-10	1.3867002e-10	1.3848922e-10	1.3861529e-10	1.3856954e-10	1.3872452e-10	1.386433e-10	0.039997436	1.3873616e-10	0.23500419	1.3871765e-10	1.3864437e-10	1.3861529e-10	1.3858331e-10	0.044931456	1.3863168e-10	0.005661977	1.385743e-10	1.3859149e-10	1.3861978e-10	1.3849426e-10	0.31783488	1.3852144e-10	1.3866791e-10	1.3855818e-10	1.3855395e-10	1.3856401e-10	1.386227e-10	1.3866394e-10	0.0010148634	1.3858066e-10	1.3855686e-10	1.3867293e-10
Spotx12	0.04578806	1.5337134e-10	1.5285763e-10	1.5270872e-10	0.011547805	0.032356847	0.027462017	0.01707251	1.5278448e-10	1.527967e-10	0.06749459	1.5284218e-10	0.05846186	0.028877744	1.5282876e-10	1.5290283e-10	1.5273756e-10	1.5283984e-10	1.5270143e-10	0.020660613	1.5284918e-10	1.5276698e-10	1.527559e-10	1.5294833e-10	1.528384e-10	0.1029986	1.5313982e-10	1.528247e-10	0.13237868	0.030913189	1.5281798e-10	0.0912829	0.13986391	0.018240709	1.5271076e-10	1.5321255e-10	0.026605556	0.031608105	0.014406527	1.5276057e-10	0.022391476	1.5287249e-10	1.5270785e-10	1.526394e-10	0.001311553	0.07827674
Spotx13	0.04443435	1.1134048e-10	0.09889237	0.039760645	0.016568039	1.1126659e-10	1.1133623e-10	1.1126723e-10	1.11237526e-10	1.1132391e-10	1.1132328e-10	1.1122607e-10	1.1124326e-10	1.11236464e-10	1.11309045e-10	1.1134897e-10	1.1125132e-10	1.1128081e-10	1.1136936e-10	1.1129504e-10	1.1140208e-10	0.08177531	0.18313491	1.1124304e-10	0.027229762	0.014618197	1.1125259e-10	0.08137394	0.012240352	1.1123073e-10	1.11315e-10	0.024866724	0.18066502	1.11278056e-10	0.022184718	0.0652604	1.1131033e-10	1.11248774e-10	0.0082180165	0.03035247	0.058069434	1.11282934e-10	1.1136978e-10	1.1141568e-10	0.010355484	1.112492e-10
Spotx14	5.781803e-10	5.791118e-10	5.787198e-10	5.7879157e-10	5.787353e-10	5.785322e-10	5.7799726e-10	5.782432e-10	5.780877e-10	5.778154e-10	5.789992e-10	5.7828503e-10	0.003380122	0.003005814	5.7834576e-10	5.7889865e-10	5.778352e-10	5.784384e-10	5.7847255e-10	5.785355e-10	0.5825234	5.787574e-10	0.4007182	5.789186e-10	5.7821775e-10	5.781406e-10	5.787286e-10	0.0005244206	5.78284e-10	5.7841526e-10	5.784869e-10	5.789759e-10	5.794864e-10	5.780678e-10	5.7853e-10	5.78391e-10	5.77833e-10	5.786856e-10	0.009594044	5.7835564e-10	5.78658e-10	5.786514e-10	5.785068e-10	5.7824534e-10	5.778649e-10	0.0002539991
Spotx15	0.028329805	1.2906418e-10	0.0861313	0.037114292	1.2858159e-10	1.2839975e-10	1.2835788e-10	1.2858602e-10	1.2844703e-10	0.016289692	1.2835542e-10	1.2840025e-10	1.2832949e-10	1.285127e-10	1.2848966e-10	1.2850289e-10	1.2840025e-10	1.2849849e-10	1.2846786e-10	1.2843404e-10	0.11056564	1.2848256e-10	0.5420341	0.030932894	1.2844262e-10	1.2839191e-10	1.2836278e-10	0.011137535	0.010879771	1.2838261e-10	0.09271887	1.2849456e-10	1.2844605e-10	1.2836938e-10	1.2842817e-10	1.2833586e-10	1.2836669e-10	1.2851344e-10	0.030654268	1.2842889e-10	1.2912597e-10	1.283427e-10	1.2853428e-10	1.2852251e-10	0.003211953	1.2847669e-10
Spotx16	8.904159e-11	8.902953e-11	0.023327647	8.900542e-11	0.002644349	8.940611e-11	0.0057399394	0.00552076	0.0068237297	8.904295e-11	8.89579e-11	8.897385e-11	8.898284e-11	0.007829466	8.904753e-11	8.913385e-11	0.02969233	0.0015658835	8.914202e-11	8.913063e-11	0.06028483	8.910836e-11	0.21945705	8.9094926e-11	8.901153e-11	8.904176e-11	8.903055e-11	8.918368e-11	0.01960774	0.01118932	0.20708	8.9095266e-11	0.21844348	0.044846535	0.090752915	8.899218e-11	8.923354e-11	8.898878e-11	0.04519393	8.9127226e-11	8.9140834e-11	8.9276773e-11	8.8975036e-11	8.897741e-11	8.904142e-11	8.918368e-11
Spotx17	0.0031979445	5.5646023e-11	0.016785324	5.5666406e-11	5.5615144e-11	5.5651754e-11	5.565897e-11	0.019240072	5.5643046e-11	5.5708677e-11	0.018008903	0.008765778	5.5732165e-11	0.021498844	5.5649842e-11	5.568318e-11	5.5644746e-11	5.563753e-11	5.564772e-11	5.564592e-11	0.14270516	5.565292e-11	0.34697092	0.05254482	5.562575e-11	5.5695715e-11	5.5779804e-11	0.037044078	0.0010913131	5.5610055e-11	0.054033983	0.009528782	0.2337811	5.5650266e-11	5.5621292e-11	0.009698779	5.5666298e-11	5.5664702e-11	0.013027699	1.6337948e-05	5.5643795e-11	5.569582e-11	0.0040506027	5.565409e-11	0.008009553	5.563371e-11
Spotx18	0.049731947	0.039188866	4.8532744e-11	0.05608272	0.02468058	4.8377666e-11	4.8378957e-11	4.848713e-11	0.0025559939	0.030832555	4.8409877e-11	4.8406373e-11	4.8425763e-11	4.8394278e-11	0.031890277	4.8393446e-11	4.843352e-11	0.006176629	0.24560241	4.8359487e-11	0.033559676	4.8533025e-11	0.16775997	0.06984359	0.04631958	4.8490274e-11	4.846328e-11	4.8395937e-11	0.010776314	0.028995145	0.034285933	4.845616e-11	4.845912e-11	0.011036138	0.073487505	0.007258889	0.003489917	0.011205409	0.01036113	4.8530804e-11	4.8443773e-11	0.0036540108	4.8374253e-11	4.838366e-11	0.0012247897	4.838274e-11
Spotx19	0.013485573	1.06386705e-10	1.0642628e-10	1.06411255e-10	0.011914812	0.100421965	1.0641674e-10	1.0639015e-10	0.0047957213	1.0642953e-10	0.008944608	1.06497956e-10	1.0638629e-10	1.06410845e-10	1.06534934e-10	1.0637615e-10	1.0662804e-10	1.064344e-10	1.06386705e-10	0.08357437	1.06472164e-10	1.06501814e-10	0.0475892	1.06406585e-10	0.027630594	1.0655648e-10	0.072506204	1.0638812e-10	1.064683e-10	1.0648821e-10	0.10272962	1.0649877e-10	0.44357258	0.027788492	1.0642262e-10	1.064141e-10	0.018552255	1.0654529e-10	1.0644313e-10	1.0646424e-10	0.0036077455	1.0642445e-10	1.06399285e-10	0.0059945015	1.0636763e-10	0.026891733
Spotx20	0.023357274	4.4253455e-11	0.031765446	0.0053534857	4.42972e-11	4.4229745e-11	4.4285877e-11	0.019270912	4.442683e-11	4.4234217e-11	4.4261816e-11	0.009815469	0.00078679447	0.009284484	4.4250163e-11	0.019456675	0.017088205	4.4292556e-11	4.424333e-11	4.4292806e-11	0.055801395	4.4314528e-11	0.15818352	0.040380813	0.009014139	4.4349448e-11	0.10978755	0.11376094	0.0136687765	4.4269578e-11	0.011616362	4.4254975e-11	0.11972942	0.029437114	0.10816845	4.4252272e-11	4.4280222e-11	0.06119869	0.015048611	4.4287653e-11	4.423295e-11	0.018025417	4.4250163e-11	4.4204106e-11	4.4274393e-11	4.4223923e-11
Spotx21	5.5722753e-11	0.0112274	0.044515237	0.028570006	5.591183e-11	5.578773e-11	0.02901188	5.5757093e-11	5.572456e-11	5.5705118e-11	5.5678982e-11	5.5696617e-11	5.5690137e-11	5.5753905e-11	5.571117e-11	5.574061e-11	5.5726052e-11	5.5741252e-11	5.582903e-11	5.600672e-11	5.581945e-11	0.041621853	0.15979514	0.044069614	5.574922e-11	5.5712872e-11	0.066864766	0.010922759	0.011179796	0.0062593985	0.026608424	5.576656e-11	0.15053776	0.0100959	0.19164261	0.061909605	0.0327599	5.570278e-11	0.031184003	0.019426826	0.004898865	0.0168983	5.5711807e-11	5.57184e-11	5.573774e-11	5.5721476e-11
Spotx22	0.062302187	7.262779e-11	0.050973333	7.267338e-11	0.016234409	0.0070955297	7.296186e-11	7.2675185e-11	0.16228676	0.06685647	7.2592064e-11	7.262821e-11	7.26695e-11	0.04799061	7.266881e-11	7.2695974e-11	0.010118925	7.264664e-11	7.262045e-11	7.267699e-11	7.267213e-11	7.265398e-11	7.2603555e-11	7.260064e-11	0.034088794	7.266839e-11	0.07338621	7.263444e-11	0.0075471266	7.2736206e-11	0.06634079	7.265896e-11	7.2598705e-11	0.37740302	7.264427e-11	7.2675185e-11	7.255939e-11	0.0011821418	0.0043740147	7.2639714e-11	0.0028778098	7.2686135e-11	0.0012532003	7.267213e-11	0.007688651	7.287646e-11
Spotx23	0.06832559	0.0016813138	0.16496918	0.044782624	0.02536184	1.8408348e-10	1.8418078e-10	1.8412845e-10	0.023951543	1.8436039e-10	1.8396557e-10	1.8392066e-10	1.8417376e-10	1.8402102e-10	0.14437325	1.841755e-10	1.8458134e-10	1.8415514e-10	1.8426088e-10	1.8405506e-10	1.8416428e-10	1.8399504e-10	1.840382e-10	0.061692048	1.8393959e-10	1.8395081e-10	1.8412845e-10	1.8406385e-10	1.83981e-10	1.8416112e-10	0.06491886	1.841137e-10	1.8416778e-10	1.8409613e-10	0.3869375	1.8410107e-10	0.0099705355	1.8425175e-10	1.8402066e-10	1.8391505e-10	1.8401011e-10	1.8401258e-10	0.0030356846	1.8391187e-10	1.839161e-10	1.8431431e-10
Spotx24	1.02651096e-10	1.0256419e-10	0.066640355	1.0258669e-10	0.00016747792	0.05684778	0.017036062	1.02659894e-10	1.026783e-10	0.023300001	1.0265343e-10	0.0031723653	1.0271199e-10	0.08599329	1.0263464e-10	1.02670664e-10	0.014133996	1.02722574e-10	1.02770195e-10	1.0259139e-10	0.06985656	1.0269162e-10	0.17509311	1.02592754e-10	1.02512755e-10	1.02538374e-10	1.0262034e-10	0.002784845	1.02638946e-10	1.02552654e-10	1.0266558e-10	0.04771281	0.17840663	1.0260802e-10	0.20134486	1.0257984e-10	1.0254072e-10	0.011210708	0.015835416	0.020685202	1.0258022e-10	1.0254815e-10	1.0268418e-10	1.026317e-10	0.00977853	1.0293851e-10
Spotx25	1.276351e-10	1.275847e-10	1.2762318e-10	1.2773958e-10	0.032714643	1.2769402e-10	1.2792561e-10	1.2777418e-10	1.2769037e-10	1.277123e-10	1.2763388e-10	1.2759738e-10	1.2776712e-10	0.016083492	1.2776248e-10	1.281063e-10	1.2766116e-10	1.2778002e-10	1.2777346e-10	1.2773446e-10	1.277403e-10	0.033321038	0.10876092	0.004934228	1.2769256e-10	0.14331925	1.279876e-10	1.2780196e-10	0.012387432	1.2773203e-10	0.004870655	0.015821444	0.0336858	0.026820634	0.47794715	0.011645408	1.2764385e-10	1.2774616e-10	0.0007748125	0.033333763	0.017791342	1.2776712e-10	1.277403e-10	1.2774397e-10	1.2765701e-10	0.02578802
Spotx26	0.050305113	4.5932525e-11	0.052386813	0.0023075768	0.009135297	4.5808465e-11	4.5831186e-11	4.5839756e-11	4.584526e-11	4.5850247e-11	0.0247861	4.584832e-11	0.3282879	0.07388744	4.5834073e-11	4.5806806e-11	4.588629e-11	4.582734e-11	4.5843863e-11	0.015115105	0.020589557	4.5868177e-11	0.12719163	0.07258398	4.5883318e-11	4.5822006e-11	4.5861183e-11	0.037905313	0.00036343723	4.582743e-11	0.01256241	4.585296e-11	0.107325576	4.5826818e-11	4.5825156e-11	4.5812312e-11	4.5828914e-11	4.590196e-11	0.008030188	0.005949295	0.01673405	0.0039917165	4.5806806e-11	4.5824806e-11	4.580593e-11	0.03056148
Spotx27	3.5068958e-11	0.023155354	0.008840745	3.5127335e-11	0.011550271	0.033279974	3.50614e-11	0.0038538962	3.503633e-11	3.5032255e-11	3.5063407e-11	0.0156194195	0.06535599	0.021960938	3.5009013e-11	0.273267	3.5034392e-11	3.5033927e-11	0.15877046	0.07827364	0.06894551	3.5017825e-11	0.070408784	3.5076986e-11	3.501502e-11	3.5032723e-11	3.4997994e-11	0.009354338	3.502317e-11	3.5032657e-11	0.003787975	3.521555e-11	0.005725799	3.5000662e-11	3.5019897e-11	3.4987648e-11	3.5015286e-11	0.035506256	0.023188878	0.010638891	3.505572e-11	0.041603427	0.0069133528	0.0031469523	3.501402e-11	0.02685216
Spotx28	0.060997616	0.012159857	7.358163e-11	0.03486571	0.0029237776	7.309861e-11	7.314171e-11	7.313793e-11	7.31664e-11	7.309889e-11	7.31738e-11	7.312259e-11	7.3088154e-11	7.3166535e-11	7.310502e-11	7.315956e-11	7.339983e-11	7.314645e-11	7.313989e-11	7.311353e-11	0.07907215	7.3306514e-11	0.15088408	0.016219638	0.0052512763	7.3152304e-11	0.24664438	0.050316397	0.08636738	7.314463e-11	7.3149375e-11	7.315566e-11	7.3088154e-11	7.3101254e-11	0.10897983	7.311604e-11	7.3076864e-11	0.0136039285	0.007331021	7.3504904e-11	7.309289e-11	0.118374035	0.006008963	7.3111996e-11	7.3111156e-11	7.3189434e-11
Spotx29	0.037536483	1.06156584e-10	1.0631971e-10	0.011344687	0.03371873	1.0612946e-10	1.06365146e-10	1.06122375e-10	1.0630309e-10	1.06226875e-10	1.0611611e-10	1.0611731e-10	1.0636494e-10	0.054596335	0.07868614	1.0607462e-10	0.33101323	0.09159389	1.06128654e-10	1.06408174e-10	1.06128245e-10	1.0606734e-10	1.06068744e-10	1.0626092e-10	1.06115505e-10	1.06201756e-10	1.062741e-10	0.014480505	1.06100115e-10	1.060987e-10	1.06311196e-10	1.0615092e-10	1.0604164e-10	0.085442185	0.11565599	1.0613979e-10	0.006385263	0.11954243	1.0610315e-10	1.060101e-10	0.0066275843	1.0612582e-10	1.06163064e-10	1.06108004e-10	0.013376489	1.0609e-10
Spotx30	4.1720856e-11	4.1699613e-11	0.017760355	0.00858856	4.1712342e-11	4.1700247e-11	0.0016523894	0.009550332	0.01946008	0.2506499	4.1698662e-11	0.028856322	4.170049e-11	4.169699e-11	4.1744976e-11	0.05625754	0.03162783	0.034433026	0.013696814	0.023867346	0.0138885565	0.042163648	0.20550741	4.17125e-11	0.048504815	0.035690285	4.1708047e-11	4.1726508e-11	0.011359469	0.017902197	4.1699852e-11	0.005292932	0.057400037	4.1777075e-11	0.008363029	0.021588365	4.169691e-11	4.1738606e-11	0.01926221	4.1778348e-11	0.0038530766	0.009141311	0.0036822464	4.17316e-11	4.1800032e-11	4.171091e-11
Spotx31	0.09580531	0.02232569	1.4616035e-10	0.0083904555	1.4617206e-10	0.0032504394	1.4611157e-10	0.13502213	1.4618239e-10	0.04136451	1.4615979e-10	1.4616007e-10	1.4685783e-10	1.4614362e-10	1.4616343e-10	1.4614808e-10	1.4605e-10	0.012466868	1.4629088e-10	1.461637e-10	0.11754124	1.4609904e-10	0.1652393	1.4613805e-10	1.4606003e-10	1.4615423e-10	1.466247e-10	0.01859011	1.4616565e-10	1.4597397e-10	0.03703209	0.00024424275	0.31875283	1.4600961e-10	1.460617e-10	1.4598232e-10	1.459158e-10	0.012903155	0.0074444576	1.4593082e-10	1.4607061e-10	1.4597898e-10	0.0036270942	1.4588629e-10	1.4593472e-10	1.4614475e-10
Spotx32	1.278978e-10	1.2791929e-10	1.2790317e-10	1.2790975e-10	1.2788463e-10	1.2783781e-10	0.03870402	1.2789367e-10	0.015404884	1.2795955e-10	0.0037457845	1.2797809e-10	1.2795881e-10	1.2786584e-10	1.2781416e-10	1.2790684e-10	1.2792951e-10	1.2780978e-10	1.279566e-10	1.2795125e-10	1.2796857e-10	0.093696214	0.14696619	1.2796418e-10	1.2803351e-10	0.025413953	1.2805819e-10	0.0046255775	0.022431046	1.2779806e-10	0.059464637	0.15445057	0.21371536	0.019344777	0.17949668	1.2863591e-10	1.280655e-10	1.278922e-10	1.277469e-10	1.2785391e-10	1.2782293e-10	0.002835058	1.2793855e-10	1.2778857e-10	1.2788658e-10	0.019705225
Spotx33	0.016850894	7.393208e-11	0.018730545	7.4023516e-11	0.009482591	0.049177695	7.3962406e-11	7.392503e-11	0.014892805	0.11139762	7.397044e-11	0.050464943	7.4056e-11	7.397652e-11	7.3981314e-11	7.3985124e-11	0.049694233	7.397044e-11	0.44829038	7.408129e-11	7.3988364e-11	7.396522e-11	7.395436e-11	0.022659779	7.413146e-11	0.017822858	0.058541644	7.3988364e-11	7.397595e-11	7.401024e-11	7.402069e-11	7.398682e-11	0.023314292	7.410206e-11	7.402747e-11	0.015073269	7.401716e-11	0.001971443	0.072429895	7.401688e-11	7.4100365e-11	0.017776133	0.0014289519	7.39294e-11	7.3942234e-11	7.399895e-11
Spotx34	8.2256986e-11	8.240272e-11	0.060784575	0.06510641	0.0037217212	8.228257e-11	8.2312705e-11	8.2189394e-11	8.23215e-11	8.232009e-11	8.2219655e-11	8.224679e-11	0.4921098	0.026563738	0.037021544	8.2293235e-11	8.2335166e-11	0.0659002	8.229292e-11	8.2275506e-11	8.233264e-11	8.228602e-11	8.221683e-11	8.228602e-11	8.2220286e-11	8.222656e-11	8.23204e-11	8.2257146e-11	8.220789e-11	8.2334375e-11	8.226216e-11	8.231286e-11	8.2342855e-11	8.228241e-11	8.2310665e-11	8.224287e-11	0.004599474	8.2301874e-11	8.2191906e-11	8.221119e-11	0.0042295866	0.22299218	0.0046712295	8.238338e-11	0.012299464	8.2421736e-11
Spotx35	0.02050791	0.0132520525	6.8228916e-11	6.8276565e-11	6.820368e-11	0.06509654	0.017174454	0.0056131897	6.820212e-11	6.82918e-11	6.820472e-11	0.005457799	6.839295e-11	0.0048069	6.824675e-11	6.84321e-11	6.82711e-11	6.820081e-11	6.819731e-11	0.043899614	0.11560003	6.830105e-11	0.34593645	0.067163646	6.837091e-11	0.021200394	6.824818e-11	0.019190218	6.841096e-11	6.829988e-11	6.8237506e-11	6.8261855e-11	0.1364295	0.023692774	0.069783755	6.826224e-11	0.002366322	6.8223975e-11	0.020505153	0.0023234182	6.817233e-11	6.8219416e-11	6.819769e-11	6.825937e-11	6.8238026e-11	6.821513e-11
Spotx36	0.01710906	5.91019e-11	0.07900987	0.015328348	0.026319494	0.01351572	5.898691e-11	0.032502364	5.9007056e-11	5.90048e-11	5.9036775e-11	5.900728e-11	5.9083745e-11	5.9079686e-11	5.902394e-11	5.909919e-11	5.8993775e-11	0.026207155	0.25716835	5.903565e-11	0.0858806	5.907428e-11	5.9144294e-11	5.90209e-11	0.005209576	5.9036775e-11	0.07094774	5.9043756e-11	0.03723716	0.024615517	0.06650088	0.02967204	5.900851e-11	5.906335e-11	5.900087e-11	0.013226704	0.010220171	0.058840886	0.02281228	5.897408e-11	5.902855e-11	0.013415815	0.094260216	5.897656e-11	5.902405e-11	5.901842e-11
