"","predicted.id","prediction.score.Ext_L25","prediction.score.Inh_6","prediction.score.Micro","prediction.score.Ext_Hpc_DG1","prediction.score.Oligo_2","prediction.score.Ext_Pir","prediction.score.Astro_HYPO","prediction.score.Ext_Hpc_DG2","prediction.score.Inh_Meis2_2","prediction.score.Astro_THAL_med","prediction.score.Inh_2","prediction.score.Inh_Vip","prediction.score.Oligo_1","prediction.score.Ext_Thal_1","prediction.score.Inh_Sst","prediction.score.Ext_L6","prediction.score.Ext_Hpc_CA1","prediction.score.Ext_L5_1","prediction.score.Ext_L56","prediction.score.Inh_4","prediction.score.Inh_5","prediction.score.OPC_1","prediction.score.Ext_L23","prediction.score.LowQ_2","prediction.score.Ext_Hpc_CA3","prediction.score.Inh_1","prediction.score.Unk_1","prediction.score.Astro_AMY","prediction.score.Inh_Meis2_4","prediction.score.Ext_L5_2","prediction.score.Nb_2","prediction.score.Inh_Pvalb","prediction.score.OPC_2","prediction.score.Astro_THAL_lat","prediction.score.Astro_HPC","prediction.score.Inh_Meis2_1","prediction.score.Inh_Lamp5","prediction.score.Ext_ClauPyr","prediction.score.Inh_Meis2_3","prediction.score.Ext_Amy_2","prediction.score.Ext_Amy_1","prediction.score.Ext_Thal_2","prediction.score.Astro_WM","prediction.score.Inh_3","prediction.score.Astro_CTX","prediction.score.Ext_Unk_3","prediction.score.Astro_AMY_CTX","prediction.score.Nb_1","prediction.score.Ext_L6B","prediction.score.max","spot"
"exper0_location_10","Inh_Pvalb",0,0.163161207003847,0,0,0,0,0,0,0,0,0.0148375995993941,0.00410108853074798,0,0,0.0517988657385066,0,0,0,0,0.00711766639879369,0,0,0,0,0,0.0132865546879326,0.0366596796128238,0,0,0,0.160268229181986,0.519993365695114,0,0,0,0.00718712983656202,0,0,0,0,0,0,0,0.0215886137142925,0,0,0,0,0,0.519993365695114,"exper0_location_10"
"exper0_location_11","Inh_Pvalb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424567239204802,0,0,0.00334763437073625,0,0,0.00524819175880102,0,0,0,0,0.0691626841948042,0.0192310622287004,0,0,0.0252237061010017,0.044700648254058,0.773999880347765,0,0,0,0,0,0,0,0,0,0,0,0.0166294688236535,0,0,0,0,0,0.773999880347765,"exper0_location_11"
"exper0_location_12","Ext_Amy_2",0,0,0,0,0,0.0248996665962022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140339087358268,0.0159243759983419,0,0,0,0,0,0,0,0,0,0,0,0,0.615159823299857,0.185882400332169,0,0,0.0177946464151617,0,0,0,0,0,0.615159823299857,"exper0_location_12"
"exper0_location_13","Ext_Amy_2",0,0,0,0,0,0.158145514075144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618900574583882,0.222953911340973,0,0,0,0,0,0,0,0,0.618900574583882,"exper0_location_13"
"exper0_location_14","Ext_Amy_2",0,0,0,0,0,0.0208250436635864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00544701358342673,0,0,0,0,0,0,0,0,0,0,0,0,0.716269560165726,0.257458382587261,0,0,0,0,0,0,0,0,0.716269560165726,"exper0_location_14"
"exper0_location_15","OPC_2",0,0,0,0,0,0,0,0,0,0,0,0,0.0327093992470302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803803353335327,0,0,0,0,0,0,0.0255267536191153,0.137960493798527,0,0,0,0,0,0,0,0,0.803803353335327,"exper0_location_15"
"exper0_location_16","Ext_Amy_2",0,0,0,0,0,0.00320963795713236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00632579664526084,0,0,0,0,0,0.29734143123022,0,0,0,0,0,0,0.516652757047354,0.176470377120034,0,0,0,0,0,0,0,0,0.516652757047354,"exper0_location_16"
"exper0_location_17","Ext_Amy_2",0,0,0,0,0,0.00455341237199884,0,0,0,0,0,0,0,0,0,0.0102822833907432,0,0,0,0,0,0,0,0,0,0,0.00420271077076657,0,0,0,0,0,0,0,0,0,0,0,0,0.831345192535754,0.149616400930738,0,0,0,0,0,0,0,0,0.831345192535754,"exper0_location_17"
"exper0_location_18","Ext_L6B",0,0,0,0,0,0.00353312878459894,0,0,0,0,0.00420619005442267,0,0,0,0,0,0,0,0.313529013985523,0,0,0,0,0.00129314994769503,0,0.0260022382492167,0.00856635419706873,0,0,0,0,0,0,0,0,0,0,0,0,0.165652985955717,0.0914365145324179,0,0,0.007336903499592,0,0,0,0,0.378443520793748,0.378443520793748,"exper0_location_18"
"exper0_location_19","Ext_Pir",0.0252351081577712,0,0,0.0435655063889062,0,0.398474637633501,0,0.0664389404806802,0,0,0.0168968709871117,0,0,0,0,0.0190057993126673,0,0,0,0.0228633222360278,0,0,0.0497702992279421,0,0,0.0297775137496384,0.00478272115521762,0,0,0,0,0,0,0,0,0,0,0.258355498997562,0,0.0352221907659768,0,0,0,0,0,0,0,0.029611590906998,0,0.398474637633501,"exper0_location_19"
"exper0_location_20","Ext_Pir",0.0192431675460812,0,0,0,0,0.647209128635226,0,0,0,0,0,0,0,0,0,0.0352570481245932,0,0,0.0232980040322164,0,0,0,0.147079000609542,0.0147697292927683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113143921759573,0,0,0,0,0,0,0,0,0,0.647209128635226,"exper0_location_20"
"exper0_location_21","Ext_L23",0.126960344628331,0,0,0,0,0.0277089496266727,0.0137691342657774,0,0,0,0,0,0,0,0,0.0352387741179883,0,0.0125376184694121,0.17518399090771,0,0,0,0.514752885105681,0.0793289182913549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145193845870723,0,0,0,0,0,0,0,0,0,0.514752885105681,"exper0_location_21"
"exper0_location_22","Ext_L56",0.0496792923935079,0,0.262391834637785,0,0,0.048705253982773,0.016775197844384,0,0,0,0,0,0,0,0,0.0526127863064113,0,0,0.531689851429992,0,0,0,0.00750831157392742,0.0306374718312202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531689851429992,"exper0_location_22"
"exper0_location_23","Ext_Pir",0,0,0,0,0,0.355488237471336,0,0,0,0,0,0,0,0,0,0.0147480210285339,0,0.0111943872736,0.106929838762171,0,0,0,0.118440739909479,0.243335807648824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149862967906055,0,0,0,0,0,0,0,0,0,0.355488237471336,"exper0_location_23"
"exper0_location_24","Ext_L23",0.0910885288448219,0,0.0582508068852287,0,0,0.0799886299587139,0,0,0,0,0,0,0,0,0,0,0,0.0452049312849749,0.0169456372054516,0,0,0,0.409033085551976,0.269219468587078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302689116817545,0,0,0,0,0,0,0,0,0,0.409033085551976,"exper0_location_24"
"exper0_location_25","Ext_L56",0.0646246793611167,0,0.26900137897392,0,0,0.0601894353923919,0.015212454105968,0,0,0,0,0,0,0,0,0.0395257057246968,0,0,0.327975406994182,0,0,0,0.0265683607970829,0.181911864966512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149907136841294,0,0,0,0,0,0,0,0,0,0.327975406994182,"exper0_location_25"
"exper0_location_26","Micro",0.0384932493022232,0,0.595788302372683,0,0,0.101315433875202,0.0190080389453136,0,0,0,0,0,0,0,0,0.0160623932075386,0,0,0.185174226216429,0,0,0,0.0264215146243321,0.00879049371916354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00894634773711531,0,0,0,0,0,0,0,0,0,0.595788302372683,"exper0_location_26"
"exper0_location_27","Ext_Pir",0,0,0,0,0,0.790216890913817,0,0,0,0,0,0,0,0,0,0,0,0.0142431640789416,0,0,0,0,0.195539945007241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790216890913817,"exper0_location_27"
"exper0_location_28","Ext_Pir",0,0,0.153341374913865,0,0,0.533884781566191,0.0136119688557526,0,0,0,0,0,0,0,0,0,0,0.0206361788047426,0.0265180933133169,0,0,0,0.241410610476401,0.010596992069731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533884781566191,"exper0_location_28"
"exper0_location_29","Ext_L23",0.130331087027752,0,0,0,0,0.0589680366767199,0.00345011935032901,0,0,0,0,0,0,0,0,0.0122659071966012,0,0.0149832928078314,0.0721174128732013,0,0,0,0.60579671993526,0.0735393890450723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285480350872335,0,0,0,0,0,0,0,0,0,0.60579671993526,"exper0_location_29"
"exper0_location_30","Ext_L23",0.113070005177463,0,0.0772939020017013,0,0,0.373465994957088,0,0,0,0,0,0,0,0,0,0,0,0.0304376790536617,0.00653547518569506,0,0,0,0.389752649572012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00944429405237888,0,0,0,0,0,0,0,0,0,0.389752649572012,"exper0_location_30"
"exper0_location_31","Ext_L23",0.0229830203230077,0,0,0,0,0.417754393363351,0,0,0,0,0,0,0,0,0,0,0,0.0285969819700339,0.0064428426003777,0,0,0,0.437919554488223,0.0118155439482734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074487663306733,0,0,0,0,0,0,0,0,0,0.437919554488223,"exper0_location_31"
"exper0_location_32","Inh_Sst",0,0.040812733890438,0,0,0.170170736331408,0,0,0,0.0172741173210864,0,0,0,0,0,0.529972412754959,0,0,0,0.00426412564337337,0.00893401154206038,0,0,0,0,0,0.0108831234159258,0,0,0,0.103187949110944,0.0479019074662983,0.00945602694847515,0,0,0,0,0,0,0.00798764919897053,0,0,0,0.0338350576250001,0.0153201487510596,0,0,0,0,0,0.529972412754959,"exper0_location_32"
"exper0_location_33","Inh_Sst",0,0.0660231244262981,0.045868084999963,0.0210636163248245,0,0,0,0,0.0175430315967066,0,0.0210810998855267,0,0,0,0.534605135504936,0,0,0,0,0.0107952090215904,0.00376504008397646,0,0,0,0,0.0619254243154666,0,0,0,0,0,0,0,0,0,0,0,0,0.0132934940592365,0,0,0.118714124482603,0.0383817937470197,0.0246263417464922,0,0,0,0.0223144798053595,0,0.534605135504936,"exper0_location_33"
"exper0_location_34","Inh_Sst",0,0.0440063581433108,0,0,0,0,0,0,0,0,0.0647762351949004,0.00623868115443513,0,0,0.397127048128281,0,0,0,0,0.0652641403859506,0.00980693395035663,0,0,0,0,0.0536752614469608,0,0,0.151892384307281,0,0.0284379742272112,0.0179556693306274,0,0,0,0,0,0,0,0,0,0,0,0.0846140846762241,0,0.0762052290544619,0,0,0,0.397127048128281,"exper0_location_34"
"exper0_location_35","Inh_Pvalb",0,0,0,0,0,0,0,0,0,0,0.0408830505569311,0.0196309783001421,0,0,0.0334312920454023,0,0,0,0,0.0371044395241445,0.014786651606666,0,0,0,0,0.0644593475295333,0.0170270998427049,0,0.277544174285838,0,0.00952980546417795,0.432954803075125,0,0,0,0,0,0,0,0,0,0,0,0.0526483577693344,0,0,0,0,0,0.432954803075125,"exper0_location_35"
"exper0_location_36","Inh_Meis2_4",0,0,0,0,0,0,0,0,0,0,0.0246754676440871,0.00169405427687944,0,0.0277755666619241,0.0117571049991091,0,0,0,0,0.0223686444512288,0,0,0,0,0,0.0833799569072017,0,0,0.754235894728217,0,0.0102240351127422,0,0,0,0,0,0,0,0,0,0.00554481358861523,0,0,0.0114129000405845,0,0.0469315615894115,0,0,0,0.754235894728217,"exper0_location_36"
"exper0_location_37","Inh_1",0,0.0544942178895382,0,0,0,0,0,0,0.0411032022586643,0,0.0844916605906783,0.00532298568382822,0,0,0.114216341586191,0,0,0,0,0.0445197705844197,0.00357113907029347,0,0,0,0,0.268475959639582,0,0,0.050859267449732,0,0.0199547174711841,0,0,0,0,0.0210575578878301,0,0,0.0190313611735573,0,0.0100958949559661,0.0907468577292865,0,0.017331313521091,0,0.154727752508158,0,0,0,0.268475959639582,"exper0_location_37"
"exper0_location_38","Astro_THAL_lat",0,0,0,0,0,0,0.0675245826138653,0,0.00907568991352745,0.208043298084079,0,0,0,0,0,0,0,0,0.0019597871012945,0,0,0,0,0,0,0,0,0.129215970666871,0,0,0,0,0,0.281010692949,0.0449556956768874,0,0,0,0.00419783484239092,0,0,0.0239733771150913,0.0509337483329289,0,0.117972937350549,0,0.0611363853535153,0,0,0.281010692949,"exper0_location_38"
"exper0_location_39","Astro_THAL_lat",0,0.0212614488087846,0,0,0,0,0.0556612098196053,0,0.0122849739150282,0.198431557930496,0,0,0,0.0131410389558804,0,0,0,0,0.00208083442028176,0,0.0020008518633229,0,0,0,0,0.00480854247881108,0,0.0940048440048681,0,0,0,0,0,0.287956130553166,0.0150188865924896,0.0185367670743086,0,0,0.00851747167296122,0,0,0.139624645872282,0.0210262400882239,0,0.0848858195806177,0,0.0207587363688725,0,0,0.287956130553166,"exper0_location_39"
"exper0_location_40","Astro_AMY",0,0.0662352999288664,0,0,0,0,0.0287025315116957,0,0.0138598791040107,0.125236985147107,0,0,0,0,0.0613088965949563,0,0,0,0,0,0.00212186280581992,0,0,0,0,0.0196366101112664,0,0.160810496448487,0,0,0,0.0100421919835804,0,0,0.0259795624115942,0.112486845460933,0,0,0.0142509238894344,0,0,0.0745206915664787,0.0367759090147546,0,0.143231553361524,0.0427302709827634,0.045367391351792,0.0167020983249357,0,0.160810496448487,"exper0_location_40"
"exper0_location_41","Ext_Hpc_CA1",0,0.0261770823890608,0.0130351466866712,0.00600288360087934,0,0,0,0.0346468639227724,0,0.0775605645168264,0,0,0,0,0,0,0.623652977570148,0,0,0,0.00145223603012168,0,0,0,0,0.00568856464643424,0.0440262224503574,0.01251370643501,0,0,0,0,0,0,0.0285086562101312,0.0141208565675242,0,0,0.00354408795828258,0,0,0,0.0382814905517224,0,0.0149182705233251,0,0.0463608441631966,0.00950954577753683,0,0.623652977570148,"exper0_location_41"
"exper0_location_42","Ext_Hpc_CA1",0,0,0,0,0,0,0,0.0169569558613437,0,0.0454528498948875,0,0,0,0,0,0,0.515521703229845,0,0,0,0,0,0,0,0,0,0.0210162652831242,0.0812478661379991,0,0,0,0,0,0,0.0785964282493538,0,0,0,0,0,0,0,0.067277408449596,0,0.0508042677689404,0,0.12312625512491,0,0,0.515521703229845,"exper0_location_42"
"exper0_location_43","Ext_Hpc_CA1",0,0.0080615784238115,0,0.0158851733354991,0,0,0,0.0500013848162679,0,0,0,0,0,0,0,0,0.816431472035738,0,0,0,0,0,0,0,0,0.00453215865564685,0.047910320381649,0.000510393651876366,0,0,0.00340269383432324,0,0.00402737281221641,0,0.0132954205601324,0,0,0,0,0,0,0,0.00738959519043266,0,0.00697427155941682,0,0.02157816474299,0,0,0.816431472035738,"exper0_location_43"
"exper0_location_44","Ext_Hpc_CA1",0,0.00832729538535986,0,0,0,0,0,0.0197240808074858,0,0,0,0,0,0,0,0,0.748942457551643,0,0,0,0,0,0,0,0,0,0.0243892647615737,0.030822586367505,0,0,0,0,0,0,0.049848738811221,0,0,0,0,0,0,0,0.036292142509819,0,0.0310807392808375,0,0.0505726945245557,0,0,0.748942457551643,"exper0_location_44"
"exper0_location_45","Ext_Hpc_CA1",0,0.0141537217182828,0.0130464449088667,0.00599608641445814,0,0,0,0.0303738345366151,0,0,0,0,0,0,0,0,0.851582395670264,0,0,0,0,0,0,0,0,0.00938964115404013,0.0528808416840504,0,0,0,0,0,0,0,0.00866671623984232,0,0,0,0,0,0,0,0,0,0.0078130956613495,0,0.00609722201223124,0,0,0.851582395670264,"exper0_location_45"
"exper0_location_46","Nb_1",0,0.0725013427947352,0.228410969835073,0.0439690882833759,0,0,0.0072060755624358,0,0.0241843818018409,0,0,0,0,0,0,0,0,0,0,0.0131276596379127,0.00536716180938686,0,0,0,0,0.0326734453516208,0.00658540552818977,0,0,0,0.102562586880307,0,0,0,0.0166110567028668,0,0,0,0.0222434401650445,0,0,0,0.0542447667994092,0.0120402685566829,0.014962381402091,0,0.0116567761048248,0.331653192784204,0,0.331653192784204,"exper0_location_46"
"exper0_location_47","Ext_L5_2",0,0.00851733580471611,0,0,0,0,0,0,0.011733339826897,0,0,0,0,0,0,0.0287973522758858,0,0,0.0212205597494579,0,0,0,0,0,0,0,0.0448026324314484,0,0,0.251611231458914,0.145855047340332,0,0,0,0,0,0,0,0.187986906181257,0.21413373706485,0.0853418578662418,0,0,0,0,0,0,0,0,0.251611231458914,"exper0_location_47"
"exper0_location_48","Ext_L56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158949884913109,0,0,0.518107991023827,0,0,0,0,0,0,0,0.00484620555043346,0,0,0,0,0,0,0,0,0,0,0,0.0100996252056776,0,0,0,0,0,0,0,0,0,0.465356679370931,0.518107991023827,"exper0_location_48"
"exper0_location_49","Ext_Amy_2",0,0,0,0,0,0.0208145995629333,0,0,0.004435683220926,0,0,0,0,0,0,0.0143806326170281,0,0,0.123191427248815,0,0,0,0,0,0,0,0.039116572032814,0,0,0.13122651199152,0,0,0.0313694233487952,0,0,0,0,0,0,0.458201288048487,0.177263861928681,0,0,0,0,0,0,0,0,0.458201288048487,"exper0_location_49"
"exper0_location_50","Ext_Hpc_DG2",0.0406459922370962,0.0139029960184179,0,0.112455386038793,0,0.0267094035865729,0,0.295532758847325,0,0,0,0,0,0,0,0.125535252018942,0,0.00701746431631085,0,0,0,0,0.0777121419916151,0,0,0,0.104447123400255,0,0,0.149586396044811,0,0,0,0,0,0,0,0,0,0.0167939928010509,0,0,0,0,0,0,0,0.0296610926988097,0,0.295532758847325,"exper0_location_50"
"exper0_location_51","Unk_1",0.0676441452799694,0,0,0.0159781843899895,0,0.0468687551703119,0,0.0946955425220844,0,0,0.00907833139818365,0.0909919887546397,0,0,0,0,0,0,0,0.0116460286471956,0.00131457809461228,0,0,0,0,0.0354457291743243,0.444701232880094,0,0,0.0900039512871048,0,0,0,0,0,0,0,0,0.015017281892199,0,0,0.0264693358344271,0,0.00593813718645216,0,0.0167618996421594,0,0.0274448778462525,0,0.444701232880094,"exper0_location_51"
"exper0_location_52","Ext_ClauPyr",0,0.137982621821777,0,0.00811917564696272,0,0,0,0.0134532933112232,0,0,0.0198695089249464,0,0,0,0.0818146199048118,0,0,0.00279335989948733,0,0.0502431892552821,0,0,0,0,0,0.0219300533964304,0.169116512591196,0,0,0,0,0,0,0,0,0.00880157485451434,0,0.438510052977923,0,0,0,0.0381919524691257,0,0.00917408494631924,0,0,0,0,0,0.438510052977923,"exper0_location_52"
"exper0_location_53","Ext_L5_2",0,0.183027895268346,0,0,0,0,0,0,0,0,0.0497605671145259,0,0,0,0,0.0318133663038406,0,0,0,0.0488127803438638,0,0,0.0125311088962519,0,0,0.014943975173253,0.144746213010585,0,0,0.454186993074349,0.00135131717371092,0,0,0,0,0.00781761681740375,0,0,0,0,0,0,0,0.032996502600428,0,0,0,0.0180116642234429,0,0.454186993074349,"exper0_location_53"
"exper0_location_54","Inh_6",0,0.263884111583377,0,0,0,0,0,0,0.0152898470227332,0,0.0259481125022511,0,0,0,0.198766169028517,0,0,0,0,0,0.0040718920746304,0,0,0,0,0.0265893504421185,0.0426025741049485,0,0,0,0.263031001414855,0,0,0,0,0,0,0,0.00706711073392168,0,0,0.0587230016132709,0.02883233719295,0,0,0,0,0.0651944922864276,0,0.263884111583377,"exper0_location_54"
"exper0_location_55","Inh_Pvalb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577467854005804,0,0.00723809647252157,0,0.0135091557672712,0,0,0,0,0,0.00400877752920942,0.0462808361630307,0,0,0.241984428799451,0.105489051578924,0.489257161086185,0,0,0,0.017301640720412,0,0,0,0,0,0,0,0.0133812202304567,0,0,0,0.00380284625195753,0,0.489257161086185,"exper0_location_55"
"exper0_location_56","Inh_Pvalb",0,0.0351016734796263,0,0,0,0,0,0.0304494843492033,0,0,0.00535114054168177,0,0,0,0.0419834703322039,0.0018991030904579,0,0,0,0.0283392603038932,0.0120348799462162,0,0,0,0,0.00100549073417915,0.0901937686765031,0,0,0.0428349458808018,0.00921720391803801,0.488916947904847,0,0,0,0.0128910136442304,0,0.184261867815491,0,0,0,0,0,0.0155197493826272,0,0,0,0,0,0.488916947904847,"exper0_location_56"
"exper0_location_57","Ext_L5_2",0,0.0204354669096983,0,0.0113861268780032,0,0,0,0.055034213004924,0,0,0,0,0,0,0,0,0,0.0268297927062596,0,0,0.00174713923719552,0,0,0,0,0.0098104220942269,0.236136293657423,0,0,0.619164875817211,0.00103579727949788,0,0,0,0,0.00848460384182969,0,0,0,0,0,0,0,0.00993526857373059,0,0,0,0,0,0.619164875817211,"exper0_location_57"
"exper0_location_58","Inh_Sst",0,0.0282452279604962,0,0,0,0,0,0,0,0,0,0,0,0,0.234123449938694,0,0,0,0,0.038645778148271,0,0,0,0,0,0.0403785871194443,0.0599022383590194,0,0,0.113443432520195,0.133888123209335,0.200121876422685,0,0,0,0,0,0,0,0,0,0,0.0541896829375521,0.0274156484107168,0,0,0,0.0696459549735915,0,0.234123449938694,"exper0_location_58"
"exper0_location_59","Inh_Pvalb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000517277551243101,0.0153293501586177,0,0,0,0,0.98415337229014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98415337229014,"exper0_location_59"
"exper0_location_60","Inh_Pvalb",0,0.0746616344691417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223135919946904,0,0,0,0.169698233855457,0.672495066619049,0,0,0,0,0,0.0608314730616626,0,0,0,0,0,0,0,0,0,0,0,0.672495066619049,"exper0_location_60"
"exper0_location_61","Inh_1",0,0.00759498246185736,0,0,0,0,0,0.0203748483126815,0,0,0,0,0,0,0.053807778563813,0,0,0,0,0,0,0,0,0,0,0.550397809673774,0.0735187739266009,0,0,0.0353794528137864,0,0.0361902705373952,0,0,0,0,0,0,0,0.0552167589832687,0.0538739710737098,0,0,0.113645353653113,0,0,0,0,0,0.550397809673774,"exper0_location_61"
"exper0_location_62","Ext_Amy_2",0,0,0,0,0,0.0582444837292697,0,0,0,0,0,0,0,0,0,0.066851235561596,0,0,0,0,0,0,0,0,0,0,0.00946267703679921,0,0,0,0,0,0,0,0,0,0,0,0,0.620448216256151,0.244993387416184,0,0,0,0,0,0,0,0,0.620448216256151,"exper0_location_62"
