ENSEMBL,means_sample_effectsample_5705STDY8058280,means_sample_effectsample_5705STDY8058281
ENSMUSG00000025934,0.002261125249788165,0.0035826335661113262
ENSMUSG00000028033,0.19280661642551422,0.1733667403459549
ENSMUSG00000041670,0.22716358304023743,0.21155135333538055
ENSMUSG00000026158,0.015985647216439247,0.014526543207466602
ENSMUSG00000099503,0.0005233769188635051,0.0004756812413688749
ENSMUSG00000026156,0.013548985123634338,0.013172195293009281
ENSMUSG00000026155,0.03025217168033123,0.049332860857248306
ENSMUSG00000026154,0.003275985363870859,0.004358690697699785
ENSMUSG00000026153,0.029278147965669632,0.03540918976068497
ENSMUSG00000026147,0.0011646769708022475,0.0006149142282083631
ENSMUSG00000026141,0.012490603141486645,0.012352602556347847
ENSMUSG00000073725,0.034136462956666946,0.04668980464339256
ENSMUSG00000033569,0.425123006105423,0.42881330847740173
ENSMUSG00000048874,0.058002226054668427,0.09608551859855652
ENSMUSG00000026064,0.007763976231217384,0.0063802204094827175
ENSMUSG00000086727,0.0002281335910083726,9.742289694258943e-05
ENSMUSG00000026058,0.05828571692109108,0.05722973868250847
ENSMUSG00000026134,0.00784926488995552,0.011277052573859692
ENSMUSG00000004768,0.009728962555527687,0.0047772591933608055
ENSMUSG00000042197,0.01950918138027191,0.025122223421931267
ENSMUSG00000042182,0.020918836817145348,0.018649717792868614
ENSMUSG00000026131,0.2218426764011383,0.13117076456546783
ENSMUSG00000026127,0.00227930280379951,0.0045663658529520035
ENSMUSG00000037509,0.013804546557366848,0.014976714737713337
ENSMUSG00000037503,0.023408185690641403,0.030778102576732635
ENSMUSG00000026123,0.011296137236058712,0.008630495518445969
ENSMUSG00000045216,0.008899805136024952,0.004009731579571962
ENSMUSG00000037470,0.017856191843748093,0.01597507856786251
ENSMUSG00000010453,0.017896434292197227,0.026715530082583427
ENSMUSG00000001143,0.021707048639655113,0.02217899262905121
ENSMUSG00000001138,0.009787540882825851,0.009864060208201408
ENSMUSG00000061518,0.005231725517660379,0.0095638083294034
ENSMUSG00000037351,0.02273767814040184,0.029177788645029068
ENSMUSG00000102416,0.0052968524396419525,0.006003909278661013
ENSMUSG00000026116,0.048842817544937134,0.03558420017361641
ENSMUSG00000050122,0.0018216667231172323,0.0015401920536532998
ENSMUSG00000026114,0.00020966144802514464,0.00011073973291786388
ENSMUSG00000026113,0.032996173948049545,0.021741705015301704
ENSMUSG00000026112,0.002877955324947834,0.0035931295715272427
ENSMUSG00000026111,0.007991867139935493,0.017380841076374054
ENSMUSG00000026110,0.01570223644375801,0.012994465418159962
ENSMUSG00000026090,0.03472846373915672,0.02794036827981472
ENSMUSG00000060771,0.027164949104189873,0.02079039253294468
ENSMUSG00000026088,0.007515300065279007,0.00632886728271842
ENSMUSG00000026087,0.0034793238155543804,0.006845238618552685
ENSMUSG00000087374,0.0003958791494369507,0.00026515169884078205
ENSMUSG00000058407,0.006582885980606079,0.021251916885375977
ENSMUSG00000026083,0.04189320281147957,0.03602767363190651
ENSMUSG00000026082,0.039826907217502594,0.025880292057991028
ENSMUSG00000102716,0.00012494742986746132,6.203570956131443e-05
ENSMUSG00000037138,0.07192794978618622,0.05439930409193039
ENSMUSG00000085391,0.0028025759384036064,0.002375384559854865
ENSMUSG00000087131,0.008752530440688133,0.005968294572085142
ENSMUSG00000048814,0.013850958086550236,0.012045787647366524
ENSMUSG00000026080,0.006798828952014446,0.006406820844858885
ENSMUSG00000026078,0.004888571798801422,0.006622274871915579
ENSMUSG00000026077,0.034214429557323456,0.027492860332131386
ENSMUSG00000003134,0.008621821179986,0.0074523757211863995
ENSMUSG00000003135,0.00305885705165565,0.0035953728947788477
ENSMUSG00000048234,0.011135338805615902,0.01173858717083931
ENSMUSG00000050967,0.008586348034441471,0.009770977310836315
ENSMUSG00000026074,0.05998416617512703,0.08391210436820984
ENSMUSG00000026073,0.004120785277336836,0.00525263324379921
ENSMUSG00000097899,0.004158421419560909,0.007565425708889961
ENSMUSG00000026072,0.0014585929457098246,0.0010663471184670925
ENSMUSG00000026069,4.013026409666054e-05,4.787735451827757e-05
ENSMUSG00000026070,2.006430077017285e-05,4.9317310185870156e-05
ENSMUSG00000026062,0.0010659054387360811,0.0009615052258595824
ENSMUSG00000103679,0.0002384468971285969,0.0002995301329065114
ENSMUSG00000100832,0.0008038045489229262,0.0006095996359363198
ENSMUSG00000101299,0.004518370609730482,0.00452983845025301
ENSMUSG00000060424,0.022079074755311012,0.013301929458975792
ENSMUSG00000045515,0.006931075360625982,0.008179699070751667
ENSMUSG00000060679,0.02158547006547451,0.012400565668940544
ENSMUSG00000041907,0.013498873449862003,0.011386536061763763
ENSMUSG00000070939,0.011646642349660397,0.00558947678655386
ENSMUSG00000010290,0.002805352909490466,0.0031944303773343563
ENSMUSG00000008136,0.010930954478681087,0.0058002532459795475
ENSMUSG00000066877,0.018493937328457832,0.01227667648345232
ENSMUSG00000057363,0.020998388528823853,0.01723519153892994
ENSMUSG00000041763,0.027470838278532028,0.024517038837075233
ENSMUSG00000047343,0.0031603712122887373,0.0021702847443521023
ENSMUSG00000026047,0.00638143764808774,0.001476340345107019
ENSMUSG00000041684,0.0062832338735461235,0.009852852672338486
ENSMUSG00000026048,0.009428204037249088,0.012765085324645042
ENSMUSG00000056870,0.012706912122666836,0.014390526339411736
ENSMUSG00000026042,0.001141323591582477,0.001307581551373005
ENSMUSG00000025995,0.012215305119752884,0.005988226737827063
ENSMUSG00000041144,0.006441914476454258,0.005213046446442604
ENSMUSG00000101337,0.0029456745833158493,0.007071166764944792
ENSMUSG00000025986,0.02174430340528488,0.022265085950493813
ENSMUSG00000026109,0.2469557821750641,0.24365559220314026
ENSMUSG00000101799,0.013098218478262424,0.007447129115462303
ENSMUSG00000018417,0.009648644365370274,0.009808069095015526
ENSMUSG00000026104,0.0037164746318012476,0.002900723833590746
ENSMUSG00000026103,0.09420425444841385,0.10004246234893799
ENSMUSG00000002881,0.004900942090898752,0.01248247642070055
ENSMUSG00000100120,0.0005403301329351962,0.0005704844370484352
ENSMUSG00000043015,0.0053686099126935005,0.003626081394031644
ENSMUSG00000041439,0.01749623380601406,0.012597431428730488
ENSMUSG00000026102,0.00890642311424017,0.007568232249468565
ENSMUSG00000041426,0.011369012296199799,0.015016917139291763
ENSMUSG00000043629,0.00651769433170557,0.01010135654360056
ENSMUSG00000026098,0.0073472424410283566,0.00824779737740755
ENSMUSG00000096141,0.00366836111061275,0.0027128299698233604
ENSMUSG00000042807,0.11398957669734955,0.09022188931703568
ENSMUSG00000025983,0.002817884087562561,0.0032124521676450968
ENSMUSG00000041303,0.012492729350924492,0.009473227895796299
ENSMUSG00000073678,0.024794643744826317,0.019024398177862167
ENSMUSG00000052331,0.020137665793299675,0.014528192579746246
ENSMUSG00000101674,0.02048500068485737,0.014372086152434349
ENSMUSG00000025982,0.06416712701320648,0.1392805427312851
ENSMUSG00000025981,0.010760628618299961,0.008548612706363201
ENSMUSG00000025980,0.011835269629955292,0.01425090804696083
ENSMUSG00000073676,0.010381652973592281,0.010567277669906616
ENSMUSG00000025979,0.0214247889816761,0.029842784628272057
ENSMUSG00000025978,0.002934852382168174,0.0029569962061941624
ENSMUSG00000038349,0.16499562561511993,0.12152569741010666
ENSMUSG00000038331,0.028443051502108574,0.022119425237178802
ENSMUSG00000048495,0.007830771617591381,0.012075002305209637
ENSMUSG00000025971,0.004052584525197744,0.0059824190102517605
ENSMUSG00000038305,0.01305006630718708,0.014029165729880333
ENSMUSG00000054770,0.006290955934673548,0.007653494365513325
ENSMUSG00000064294,0.00024651558487676084,0.0003197089536115527
ENSMUSG00000051223,0.011605042964220047,0.016772717237472534
ENSMUSG00000026034,0.08306367695331573,0.053572267293930054
ENSMUSG00000026035,0.006376573815941811,0.004715720657259226
ENSMUSG00000026036,0.01361138466745615,0.011363488622009754
ENSMUSG00000026037,0.02447076328098774,0.03075185790657997
ENSMUSG00000085054,0.004081420134752989,0.002057226374745369
ENSMUSG00000038174,0.02889527566730976,0.03158028796315193
ENSMUSG00000026032,0.01743827946484089,0.01500044297426939
ENSMUSG00000026031,0.0036722447257488966,0.0025620341766625643
ENSMUSG00000026028,0.014684019610285759,0.01191944070160389
ENSMUSG00000026027,0.0041217319667339325,0.006246862467378378
ENSMUSG00000038079,0.009551056660711765,0.008935787715017796
ENSMUSG00000026024,0.01268672663718462,0.011570983566343784
ENSMUSG00000026023,0.00026413786690682173,0.0001324883196502924
ENSMUSG00000047361,0.003185727633535862,0.0034497149754315615
ENSMUSG00000099811,0.0006552898557856679,0.0006722462130710483
ENSMUSG00000026021,0.0429123193025589,0.06335916370153427
ENSMUSG00000026020,0.015735305845737457,0.008611553348600864
ENSMUSG00000067336,0.03518944978713989,0.0481533519923687
ENSMUSG00000041040,0.029399937018752098,0.023699700832366943
ENSMUSG00000026018,0.01112731359899044,0.013659380376338959
ENSMUSG00000026019,0.012293495237827301,0.016242146492004395
ENSMUSG00000026017,0.009644914418458939,0.017581487074494362
ENSMUSG00000073664,0.04049178957939148,0.06149868667125702
ENSMUSG00000049439,0.00530626904219389,0.009938927367329597
ENSMUSG00000026782,0.04853517562150955,0.06809934973716736
ENSMUSG00000026014,0.03395503759384155,0.04527772217988968
ENSMUSG00000085447,8.15024905023165e-05,0.0003770105540752411
ENSMUSG00000052062,0.015159571543335915,0.022178875282406807
ENSMUSG00000085842,0.004076839424669743,0.003346846904605627
ENSMUSG00000025969,0.022011520341038704,0.016226377338171005
ENSMUSG00000040865,0.03642503172159195,0.03371257334947586
ENSMUSG00000084799,0.04627623409032822,0.032831065356731415
ENSMUSG00000025968,0.030589725822210312,0.043391209095716476
ENSMUSG00000025967,0.006436169147491455,0.007407268509268761
ENSMUSG00000087561,7.416832522721961e-05,5.9172871260670945e-05
ENSMUSG00000027520,0.008363830856978893,0.008721373043954372
ENSMUSG00000025964,0.04853455349802971,0.04206160828471184
ENSMUSG00000025962,0.003949635662138462,0.008445369079709053
ENSMUSG00000025959,0.05509156361222267,0.0427241250872612
ENSMUSG00000097272,0.005064796190708876,0.0028589789289981127
ENSMUSG00000086836,0.002663452411070466,0.008663497865200043
ENSMUSG00000025958,0.023561673238873482,0.03399953246116638
ENSMUSG00000025956,0.003993384540081024,0.002078054007142782
ENSMUSG00000100437,2.046405461442191e-05,3.9213886338984594e-05
ENSMUSG00000070871,0.004543700721114874,0.006366736255586147
ENSMUSG00000051344,0.030990099534392357,0.02114028111100197
ENSMUSG00000025950,0.003968432080000639,0.0033848262391984463
ENSMUSG00000025949,0.02561105228960514,0.016335537657141685
ENSMUSG00000025946,0.0012365950969979167,0.001065628370270133
ENSMUSG00000015222,0.1163298636674881,0.12200645357370377
ENSMUSG00000073656,0.006917010527104139,0.007199013605713844
ENSMUSG00000055567,0.074419304728508,0.06590104848146439
ENSMUSG00000026005,0.005106995813548565,0.007644952274858952
ENSMUSG00000026004,0.06110873445868492,0.08272195607423782
ENSMUSG00000026003,0.006381824146956205,0.014348804019391537
ENSMUSG00000026000,0.016733387485146523,0.023013990372419357
ENSMUSG00000062209,0.21659989655017853,0.2111678272485733
ENSMUSG00000101156,0.007721267640590668,0.012177951633930206
ENSMUSG00000025997,0.013734888285398483,0.010220330208539963
ENSMUSG00000053153,0.005267079453915358,0.012339015491306782
ENSMUSG00000045648,0.01212964579463005,0.010625515133142471
ENSMUSG00000050296,0.0010375624988228083,0.0019800837617367506
ENSMUSG00000026192,0.003350788028910756,0.0023456113412976265
ENSMUSG00000026193,0.00016073507140390575,0.00013422606571111828
ENSMUSG00000039395,0.0019185281125828624,0.002220897702500224
ENSMUSG00000097131,0.008760706521570683,0.008419064804911613
ENSMUSG00000026189,0.006285115610808134,0.005086512770503759
ENSMUSG00000026188,0.0077770669013261795,0.00694440770894289
ENSMUSG00000026187,0.008235684596002102,0.008901430293917656
ENSMUSG00000039372,0.011179177090525627,0.009967132471501827
ENSMUSG00000039354,0.0056983549147844315,0.003939082380384207
ENSMUSG00000046330,0.007208783179521561,0.01579587534070015
ENSMUSG00000039323,0.0008141789003275335,0.0010130639420822263
ENSMUSG00000026185,0.005007016472518444,0.003466058522462845
ENSMUSG00000100301,0.0009184919763356447,0.0016427523223683238
ENSMUSG00000006304,0.04214157164096832,0.03891190513968468
ENSMUSG00000006299,0.006541301030665636,0.013110472820699215
ENSMUSG00000026179,0.028589406982064247,0.039539024233818054
ENSMUSG00000006301,0.022864950820803642,0.02027243748307228
ENSMUSG00000033364,0.04556942358613014,0.0775088220834732
ENSMUSG00000026174,0.006340342108160257,0.010854196734726429
ENSMUSG00000026173,0.007073011249303818,0.006059423554688692
ENSMUSG00000026135,0.005922258365899324,0.008142578415572643
ENSMUSG00000026172,0.02032318338751793,0.0071994224563241005
ENSMUSG00000026171,0.011016245931386948,0.023030364885926247
ENSMUSG00000033276,0.0027214731089770794,0.001997796120122075
ENSMUSG00000033257,0.009961887262761593,0.012793658301234245
ENSMUSG00000026170,0.003852687543258071,0.0044869426637887955
ENSMUSG00000006542,2.1468449631356634e-05,4.676408207160421e-05
ENSMUSG00000090071,0.005828754976391792,0.0020875902846455574
ENSMUSG00000026205,0.00016809842782095075,0.00038586591836065054
ENSMUSG00000033159,0.003233141265809536,0.009281298145651817
ENSMUSG00000049339,0.01010032556951046,0.012819012627005577
ENSMUSG00000026197,0.008508145809173584,0.006454058922827244
ENSMUSG00000033124,0.008746644482016563,0.01566450670361519
ENSMUSG00000026199,0.006886486429721117,0.007249919231981039
ENSMUSG00000026200,0.005083629861474037,0.0030378270894289017
ENSMUSG00000026201,0.010688207112252712,0.009635742753744125
ENSMUSG00000026202,0.009542621672153473,0.02628052793443203
ENSMUSG00000026203,0.013214332982897758,0.014544501900672913
ENSMUSG00000026204,0.0642291009426117,0.06312020868062973
ENSMUSG00000101840,0.005687442142516375,0.003188253380358219
ENSMUSG00000033061,0.01614382117986679,0.00876336358487606
ENSMUSG00000026209,0.001538274111226201,0.0035044075921177864
ENSMUSG00000026207,0.01495684590190649,0.011502637527883053
ENSMUSG00000033021,0.0031750532798469067,0.002516461769118905
ENSMUSG00000032997,0.0026565182488411665,0.0019961451180279255
ENSMUSG00000026211,0.004130457993596792,0.0034332030918449163
ENSMUSG00000051703,0.005088196601718664,0.003214959055185318
ENSMUSG00000032968,0.004557418636977673,0.004814888350665569
ENSMUSG00000006576,0.030751528218388557,0.028573496267199516
ENSMUSG00000100827,0.0006791608757339418,0.0008219109731726348
ENSMUSG00000100534,0.0010912257712334394,0.0013843278866261244
ENSMUSG00000026235,0.06902722269296646,0.05369352549314499
ENSMUSG00000032908,0.009562485851347446,0.004961103666573763
ENSMUSG00000099561,0.001583706121891737,0.0010394204873591661
ENSMUSG00000026245,0.013109004124999046,0.017366774380207062
ENSMUSG00000032883,0.03564852476119995,0.026253925636410713
ENSMUSG00000099706,0.008030563592910767,0.008025743998587132
ENSMUSG00000047330,4.102324237464927e-05,0.00014625272888224572
ENSMUSG00000050711,0.027808740735054016,0.0231168195605278
ENSMUSG00000054702,0.0012635422172024846,0.0017029473092406988
ENSMUSG00000073643,0.013515064492821693,0.015664605423808098
ENSMUSG00000026248,0.0018896489636972547,0.001827872358262539
ENSMUSG00000026249,0.012963849119842052,0.014228643849492073
ENSMUSG00000004364,0.03138427808880806,0.03999887406826019
ENSMUSG00000038608,0.10270845890045166,0.09488599002361298
ENSMUSG00000054976,0.030684523284435272,0.030933253467082977
ENSMUSG00000055980,0.010643770918250084,0.006854717619717121
ENSMUSG00000026142,0.005737685598433018,0.003134892089292407
ENSMUSG00000026150,0.013501551002264023,0.03186871483922005
ENSMUSG00000026159,0.022775031626224518,0.030612297356128693
ENSMUSG00000038496,0.00018724231631495059,0.00014324144285637885
ENSMUSG00000026163,0.03812640905380249,0.034631721675395966
ENSMUSG00000100580,0.0011337553150951862,0.001077614026144147
ENSMUSG00000045658,0.04256950318813324,0.040210071951150894
ENSMUSG00000036766,0.03638103976845741,0.03652135282754898
ENSMUSG00000026219,0.07980229705572128,0.09124626219272614
ENSMUSG00000073633,0.016238830983638763,0.012153418734669685
ENSMUSG00000026220,0.003569013439118862,0.0018827172461897135
ENSMUSG00000052477,0.0031484945211559534,0.004155125003308058
ENSMUSG00000036707,0.02409227564930916,0.02525033801794052
ENSMUSG00000026223,0.03204604983329773,0.04973243549466133
ENSMUSG00000026226,0.00010817052680067718,6.747984298272058e-05
ENSMUSG00000026229,0.023379478603601456,0.05718809738755226
ENSMUSG00000026228,0.010068919509649277,0.006843241862952709
ENSMUSG00000062590,0.0369570292532444,0.047214459627866745
ENSMUSG00000079445,1.0035858394985553e-05,6.827241304563358e-05
ENSMUSG00000026234,0.029543019831180573,0.030756229534745216
ENSMUSG00000026238,0.029644042253494263,0.07384142279624939
ENSMUSG00000026239,0.010658606886863708,0.013368574902415276
ENSMUSG00000026240,0.004790233913809061,0.005989711731672287
ENSMUSG00000053333,0.06456257402896881,0.08179539442062378
ENSMUSG00000099401,0.045501891523599625,0.08035378158092499
ENSMUSG00000026247,0.0013534023892134428,0.000853586767334491
ENSMUSG00000026254,0.007741990499198437,0.011951864697039127
ENSMUSG00000026255,0.0023892924655228853,0.002739574993029237
ENSMUSG00000048000,0.05170512944459915,0.06366880983114243
ENSMUSG00000079436,0.008626870810985565,0.015054737217724323
ENSMUSG00000026259,0.02448349818587303,0.015119332820177078
ENSMUSG00000079434,0.002499645808711648,0.0015046733897179365
ENSMUSG00000026288,0.004358337260782719,0.00537448562681675
ENSMUSG00000026289,0.02898627147078514,0.027102939784526825
ENSMUSG00000056055,0.0018031885847449303,0.0023008070420473814
ENSMUSG00000070738,0.041706785559654236,0.035274919122457504
ENSMUSG00000005501,0.04592447355389595,0.02142052911221981
ENSMUSG00000044783,0.0109820906072855,0.021057145670056343
ENSMUSG00000049866,0.003875152440741658,0.003508092602714896
ENSMUSG00000036206,0.00463071558624506,0.005823979154229164
ENSMUSG00000055013,0.08532968163490295,0.06524837017059326
ENSMUSG00000044337,0.0017783549847081304,0.0026860551442950964
ENSMUSG00000034432,0.011237786151468754,0.01407058909535408
ENSMUSG00000026305,0.03871699795126915,0.030641987919807434
ENSMUSG00000034353,0.012092680670320988,0.01002821046859026
ENSMUSG00000034343,0.014178363606333733,0.015263824723660946
ENSMUSG00000026307,0.005074361339211464,0.0050669265910983086
ENSMUSG00000090322,0.0024277411866933107,0.005105661693960428
ENSMUSG00000026309,0.018361950293183327,0.013361858204007149
ENSMUSG00000055866,0.00747555261477828,0.004566750954836607
ENSMUSG00000034292,0.00956982932984829,0.006716845091432333
ENSMUSG00000101705,5.0583272241055965e-05,3.865448888973333e-05
ENSMUSG00000026313,0.03517211973667145,0.030921438708901405
ENSMUSG00000096941,0.006252214312553406,0.01046642567962408
ENSMUSG00000026260,0.019931470975279808,0.028189942240715027
ENSMUSG00000073616,0.007180798798799515,0.004472764674574137
ENSMUSG00000044055,5.226840585237369e-05,3.8346835935954005e-05
ENSMUSG00000034220,0.009460926987230778,0.00434835022315383
ENSMUSG00000034212,0.010051860474050045,0.004455596674233675
ENSMUSG00000026269,0.014467516914010048,0.007947116158902645
ENSMUSG00000100632,0.006299496162682772,0.003565446240827441
ENSMUSG00000026270,0.012488894164562225,0.010492044501006603
ENSMUSG00000014602,0.06347482651472092,0.042616985738277435
ENSMUSG00000047793,0.008199747651815414,0.006705510430037975
ENSMUSG00000026273,0.00485893152654171,0.0029272811952978373
ENSMUSG00000026275,0.007895715534687042,0.015667937695980072
ENSMUSG00000034088,0.02864309400320053,0.026715002954006195
ENSMUSG00000034066,0.019785601645708084,0.01859661377966404
ENSMUSG00000026277,0.02783268131315708,0.017709074541926384
ENSMUSG00000026278,0.005177810788154602,0.003508626250550151
ENSMUSG00000026279,0.005007217172533274,0.005071468185633421
ENSMUSG00000101952,0.01110551692545414,0.01670181378722191
ENSMUSG00000026280,0.0127564687281847,0.021850459277629852
ENSMUSG00000026281,0.007396704517304897,0.011260507628321648
ENSMUSG00000026283,0.0018234978197142482,0.005120826885104179
ENSMUSG00000073609,0.0025347634218633175,0.005640134681016207
ENSMUSG00000034000,0.0006301837274804711,0.0009754757047630847
ENSMUSG00000051185,0.009550382383167744,0.012658990919589996
ENSMUSG00000040710,0.0035666809417307377,0.00406252546235919
ENSMUSG00000040693,0.0014645670307800174,0.0014418493956327438
ENSMUSG00000044768,0.014360391534864902,0.00915756169706583
ENSMUSG00000040648,0.01776975952088833,0.02791924774646759
ENSMUSG00000026333,0.014143015258014202,0.022979427129030228
ENSMUSG00000026335,0.10264943540096283,0.11370302736759186
ENSMUSG00000100009,0.0006867103511467576,0.0017181549919769168
ENSMUSG00000067028,0.046013787388801575,0.0441531203687191
ENSMUSG00000050840,0.043290190398693085,0.03863808140158653
ENSMUSG00000047496,0.007539481855928898,0.006329305004328489
ENSMUSG00000056536,0.024099458009004593,0.024084316566586494
ENSMUSG00000026319,0.043674286454916,0.057874247431755066
ENSMUSG00000026321,0.005328990984708071,0.003038002410903573
ENSMUSG00000038866,0.0058504859916865826,0.010455571115016937
ENSMUSG00000044340,0.09766079485416412,0.0996934100985527
ENSMUSG00000057329,0.017658641561865807,0.01572965644299984
ENSMUSG00000009905,0.012169087305665016,0.010410657152533531
ENSMUSG00000009907,0.015018987469375134,0.010046560317277908
ENSMUSG00000026312,0.0073470463976264,0.007653213571757078
ENSMUSG00000047216,0.0106846047565341,0.010018455795943737
ENSMUSG00000101253,0.0011673117987811565,0.0020858945790678263
ENSMUSG00000038702,0.009673009626567364,0.008991502225399017
ENSMUSG00000097648,0.0029811663553118706,0.0027263322845101357
ENSMUSG00000070695,0.11359093338251114,0.12179172784090042
ENSMUSG00000026374,0.015882497653365135,0.017810033634305
ENSMUSG00000026377,0.0039162784814834595,0.004708750639110804
ENSMUSG00000064302,0.051072243601083755,0.03791024163365364
ENSMUSG00000107722,0.002221078844740987,0.0073302737437188625
ENSMUSG00000048402,0.002723861951380968,0.0018124597845599055
ENSMUSG00000101179,0.0006221955991350114,0.00032575108343735337
ENSMUSG00000004451,0.003303425619378686,0.00297409831546247
ENSMUSG00000026383,0.009568866342306137,0.004687557928264141
ENSMUSG00000026384,0.05563567951321602,0.0660807266831398
ENSMUSG00000036962,0.000867422844748944,0.0005600879667326808
ENSMUSG00000026387,0.0001525109983049333,9.680331277195364e-05
ENSMUSG00000026385,0.010487407445907593,0.012872787192463875
ENSMUSG00000097881,0.002468333812430501,0.0024766349233686924
ENSMUSG00000003721,0.013433492742478848,0.0136703010648489
ENSMUSG00000026339,0.008423051796853542,0.01183099765330553
ENSMUSG00000001674,0.012676725164055824,0.012866834178566933
ENSMUSG00000099960,5.054811845184304e-05,4.790489037986845e-05
ENSMUSG00000036815,0.1510007381439209,0.1460452824831009
ENSMUSG00000100851,0.18864350020885468,0.1731865108013153
ENSMUSG00000026341,0.022371681407094002,0.03326933830976486
ENSMUSG00000026342,0.00719805620610714,0.004652480594813824
ENSMUSG00000026343,0.0016376934945583344,0.0024571705143898726
ENSMUSG00000026344,0.006087158340960741,0.01434446033090353
ENSMUSG00000049690,0.031304169446229935,0.03447888791561127
ENSMUSG00000036155,0.07132401317358017,0.053988270461559296
ENSMUSG00000026347,0.03371524065732956,0.03796996548771858
ENSMUSG00000026349,0.05674288049340248,0.06662417948246002
ENSMUSG00000051590,0.00246065529063344,0.0024668218102306128
ENSMUSG00000036104,0.039319492876529694,0.0551227405667305
ENSMUSG00000036086,0.005090009421110153,0.014009291306138039
ENSMUSG00000056211,0.28039824962615967,0.2711688280105591
ENSMUSG00000026353,0.03186984732747078,0.0443672314286232
ENSMUSG00000026354,0.0007599168457090855,0.0009729778976179659
ENSMUSG00000026356,0.009704350493848324,0.02336391620337963
ENSMUSG00000042581,0.03149379789829254,0.03286176919937134
ENSMUSG00000085526,0.008082081563770771,0.00844044890254736
ENSMUSG00000026409,0.005280160810798407,0.02440669946372509
ENSMUSG00000046404,0.003887664061039686,0.0023185396566987038
ENSMUSG00000016528,0.006106802262365818,0.008338483981788158
ENSMUSG00000016526,0.002936379751190543,0.001988399773836136
ENSMUSG00000026427,0.011098089627921581,0.009621276520192623
ENSMUSG00000026430,0.0029299191664904356,0.0023246535565704107
ENSMUSG00000026425,0.07083462178707123,0.09361881762742996
ENSMUSG00000013275,0.0037986531388014555,0.004134018439799547
ENSMUSG00000026434,0.01582382805645466,0.016619542613625526
ENSMUSG00000026436,0.006771596148610115,0.006903790403157473
ENSMUSG00000059149,0.026498990133404732,0.025252997875213623
