,mean_nUMI_factorsAstro_0,mean_nUMI_factorsAstro_1,mean_nUMI_factorsAstro_2,mean_nUMI_factorsAstro_3,mean_nUMI_factorsAstro_4,mean_nUMI_factorsExt_Amy_1,mean_nUMI_factorsExt_Amy_2,mean_nUMI_factorsExt_ClauPyr,mean_nUMI_factorsExt_Hpc_1,mean_nUMI_factorsExt_Hpc_2,mean_nUMI_factorsExt_Hpc_3,mean_nUMI_factorsExt_Hpc_4,mean_nUMI_factorsExt_L23,mean_nUMI_factorsExt_L25,mean_nUMI_factorsExt_L56,mean_nUMI_factorsExt_L5_1,mean_nUMI_factorsExt_L5_2,mean_nUMI_factorsExt_L6,mean_nUMI_factorsExt_L6B,mean_nUMI_factorsExt_Pir,mean_nUMI_factorsExt_Thal_1,mean_nUMI_factorsExt_Thal_2,mean_nUMI_factorsExt_Unk_3,mean_nUMI_factorsInh_1,mean_nUMI_factorsInh_2,mean_nUMI_factorsInh_3,mean_nUMI_factorsInh_4,mean_nUMI_factorsInh_5,mean_nUMI_factorsInh_6,mean_nUMI_factorsInh_Lamp5,mean_nUMI_factorsInh_Meis2_1,mean_nUMI_factorsInh_Meis2_2,mean_nUMI_factorsInh_Meis2_3,mean_nUMI_factorsInh_Meis2_4,mean_nUMI_factorsInh_Pvalb,mean_nUMI_factorsInh_Sst,mean_nUMI_factorsInh_Vip,mean_nUMI_factorsLowQ_2,mean_nUMI_factorsMicro,mean_nUMI_factorsNb_1,mean_nUMI_factorsNb_2,mean_nUMI_factorsOPC_1,mean_nUMI_factorsOPC_2,mean_nUMI_factorsOligo_1,mean_nUMI_factorsOligo_2,mean_nUMI_factorsUnk_1
Spotx11,381.42742919921875,1392.37744140625,1466.4970703125,1602.18359375,148.00048828125,89.07664489746094,69.23575592041016,114.29845428466797,79.60623168945312,111.9179458618164,68.21095275878906,65.18339538574219,72.08489227294922,99.04561614990234,71.65612030029297,81.31729888916016,118.39366149902344,81.6169662475586,82.9822006225586,60.879005432128906,543.32177734375,111.14276885986328,2432.949951171875,61.10400390625,157.87203979492188,89.23603057861328,77.12098693847656,470.97760009765625,86.81812286376953,119.74391174316406,53.75505828857422,50.504417419433594,61.64979934692383,209.3252410888672,3688.23974609375,126.91876983642578,89.36675262451172,66.14781188964844,45.22272491455078,100.34132385253906,129.83453369140625,40.76238250732422,79.58601379394531,92.59404754638672,62.146732330322266,39.13287353515625
Spotx12,185.5120849609375,69.81841278076172,177.47203063964844,74.05992889404297,211.421142578125,558.1061401367188,457.51568603515625,315.1451110839844,181.690673828125,107.09538269042969,241.57212829589844,310.39990234375,435.78265380859375,482.2128601074219,136.80990600585938,474.360107421875,170.71701049804688,189.02146911621094,94.50616455078125,643.7619018554688,67.19295501708984,91.62566375732422,95.7536849975586,235.36846923828125,671.3284912109375,447.2739562988281,494.4237365722656,333.06573486328125,1504.2686767578125,273.0037841796875,177.40875244140625,489.25628662109375,2225.685302734375,180.24508666992188,139.0063934326172,153.92906188964844,320.2718200683594,349.90716552734375,66.1427993774414,104.34269714355469,248.0082244873047,111.06795501708984,41.02799987792969,64.21873474121094,67.4958724975586,80.37663269042969
Spotx13,544.5875244140625,248.84005737304688,1738.0938720703125,474.1078186035156,300.711669921875,152.03329467773438,155.17897033691406,120.81104278564453,217.22216796875,100.62765502929688,105.87984466552734,85.42469024658203,136.75209045410156,200.9953155517578,136.322021484375,180.76023864746094,119.87174224853516,126.2682113647461,149.16456604003906,122.5392837524414,178.29672241210938,996.877197265625,2994.17138671875,212.52024841308594,456.92291259765625,517.5365600585938,507.6796569824219,825.9014892578125,328.1058349609375,137.43067932128906,241.0235595703125,690.458251953125,1783.83349609375,219.23193359375,319.45648193359375,382.1126708984375,282.7113342285156,170.71258544921875,63.854339599609375,357.8570251464844,755.92626953125,123.96928405761719,48.69001388549805,104.7569580078125,76.36829376220703,89.52128601074219
Spotx14,15.411242485046387,14.217473030090332,14.399504661560059,11.945609092712402,13.320205688476562,19.428903579711914,26.640840530395508,32.6261100769043,25.96238899230957,22.274751663208008,27.23865509033203,29.520910263061523,38.584136962890625,37.01639938354492,22.617523193359375,25.69759178161621,26.170143127441406,33.460697174072266,33.305667877197266,33.019805908203125,1390.438232421875,50.91663360595703,1228.5518798828125,18.139175415039062,25.658174514770508,18.284168243408203,20.497051239013672,32.380001068115234,14.869236946105957,18.411745071411133,19.72112274169922,21.36174964904785,21.605213165283203,15.980744361877441,15.053329467773438,22.06117057800293,32.90531539916992,26.40789031982422,9.000056266784668,23.765382766723633,12.188743591308594,18.374248504638672,22.02754020690918,15.629355430603027,8.999286651611328,24.597078323364258
Spotx15,508.96405029296875,133.4076385498047,739.4763793945312,378.5555725097656,207.63063049316406,123.97055053710938,93.67784118652344,181.08433532714844,176.7082977294922,472.24853515625,117.54666900634766,135.19728088378906,86.20185089111328,95.39478302001953,92.73905181884766,90.6417465209961,100.27742004394531,127.55441284179688,195.0440673828125,117.98262023925781,1479.4461669921875,403.3047790527344,6596.82421875,212.38180541992188,133.06675720214844,111.31573486328125,202.08055114746094,160.96041870117188,138.41600036621094,78.3834228515625,781.1065063476562,61.0352783203125,70.06041717529297,105.89695739746094,56.13887405395508,113.54167175292969,97.69242095947266,117.10839080810547,340.9009704589844,94.68449401855469,80.57783508300781,94.16844177246094,67.5306625366211,86.42266082763672,147.1202850341797,61.354827880859375
Spotx16,115.9429931640625,57.041297912597656,369.715087890625,98.00531005859375,76.1158447265625,272.3384704589844,309.0943603515625,445.75482177734375,381.7057189941406,553.8797607421875,205.66395568847656,193.56468200683594,220.78953552246094,216.41700744628906,214.53048706054688,205.083251953125,224.54490661621094,311.4492492675781,341.0845947265625,298.9453125,1435.035400390625,522.2046508789062,3683.166748046875,297.0300598144531,257.1856689453125,183.4304656982422,232.0188751220703,212.78208923339844,133.35325622558594,188.33653259277344,2867.758056640625,261.1268310546875,3012.280517578125,373.2506103515625,1883.588623046875,232.1716766357422,244.08419799804688,157.6080780029297,642.8311767578125,93.73795318603516,104.54032897949219,149.3450164794922,71.26557922363281,75.30905151367188,112.1313705444336,84.26160430908203
Spotx17,123.51043701171875,201.94815063476562,241.60894775390625,202.51058959960938,97.20516204833984,982.1901245117188,830.177978515625,532.6908569335938,260.5111999511719,553.1853637695312,337.75762939453125,491.07672119140625,334.79302978515625,204.82284545898438,158.88446044921875,188.9158172607422,383.7077941894531,263.41864013671875,436.92828369140625,495.9167785644531,3835.994140625,1756.202392578125,10291.328125,1390.05078125,319.8946533203125,260.7666320800781,479.9691162109375,408.2837219238281,220.6068572998047,361.4454040527344,1448.2501220703125,572.0382080078125,4886.81689453125,289.77984619140625,235.75518798828125,342.84228515625,280.07415771484375,174.83297729492188,159.6029052734375,234.68658447265625,114.81083679199219,115.2293472290039,132.75437927246094,346.6268005371094,105.09992980957031,80.66215515136719
Spotx18,976.0427856445312,775.4515991210938,1679.235595703125,2172.42529296875,220.4380340576172,451.7298889160156,493.85858154296875,421.6660461425781,446.53875732421875,925.1678466796875,333.5298767089844,314.6048583984375,203.2258758544922,180.0484619140625,1207.956787109375,314.4404296875,406.62255859375,538.0419921875,9546.904296875,311.0210876464844,1256.404052734375,866.31787109375,5065.541015625,985.2947998046875,1320.7198486328125,419.00347900390625,479.8160095214844,737.0916748046875,324.4681701660156,746.7274780273438,334.1029968261719,245.07705688476562,421.4149475097656,670.737060546875,2992.23876953125,886.2881469726562,476.2735900878906,330.34722900390625,447.7583312988281,302.7872009277344,264.11846923828125,130.20518493652344,161.38011169433594,162.6625518798828,124.74848175048828,102.15007781982422
Spotx19,94.88874816894531,70.49955749511719,97.55567932128906,100.30284118652344,100.56581115722656,2322.0537109375,413.2949523925781,105.50633239746094,258.664794921875,222.4588623046875,155.68972778320312,131.47129821777344,201.36851501464844,110.53961944580078,244.5089874267578,148.12884521484375,311.018310546875,240.6651611328125,180.67649841308594,304.6136474609375,116.06929016113281,160.2990264892578,758.1513061523438,376.7038879394531,259.9774169921875,307.19415283203125,1317.76708984375,207.53167724609375,175.5269012451172,122.59974670410156,1121.3369140625,388.913330078125,6950.783203125,512.5485229492188,136.30421447753906,196.38108825683594,216.57174682617188,183.9066162109375,24.23170280456543,114.14331817626953,113.21461486816406,97.9059829711914,132.72413635253906,69.5234146118164,75.96041870117188,83.51264953613281
Spotx20,336.3992919921875,219.088623046875,1199.749267578125,865.6508178710938,158.07015991210938,760.2413330078125,564.983154296875,736.5857543945312,416.19805908203125,347.1341552734375,271.23162841796875,234.93963623046875,1277.91259765625,720.0267944335938,655.29150390625,836.33154296875,960.9794921875,707.9041137695312,893.4328002929688,828.7538452148438,1807.5921630859375,1875.37109375,6416.29052734375,716.6180419921875,1286.145263671875,740.3397827148438,3113.260498046875,4266.333984375,444.18817138671875,1034.8311767578125,369.2172546386719,978.3809814453125,3546.163330078125,1137.07177734375,3353.35693359375,808.1689453125,495.2397155761719,1044.3221435546875,60.17930221557617,158.54139709472656,114.46736907958984,554.171142578125,177.6573486328125,340.3816223144531,143.91986083984375,99.36939239501953
Spotx21,229.91966247558594,345.35382080078125,1306.341796875,1087.3629150390625,214.63954162597656,561.58349609375,1011.2650756835938,252.80169677734375,536.6348266601562,336.7511291503906,214.8544158935547,334.3880920410156,244.13034057617188,244.9156494140625,187.35069274902344,240.1120147705078,370.4914855957031,178.16368103027344,302.346923828125,531.40673828125,668.95458984375,1359.9710693359375,4694.2734375,1640.547119140625,515.450439453125,356.8915710449219,1004.4786987304688,794.056884765625,359.45361328125,1164.8428955078125,1257.3875732421875,470.32733154296875,1785.9937744140625,328.0203857421875,4462.76318359375,3737.7314453125,1217.11328125,191.804931640625,650.5518188476562,429.8275451660156,148.8645477294922,446.8419189453125,87.83312225341797,250.8567657470703,124.22036743164062,78.32788848876953
Spotx22,667.266357421875,133.32974243164062,1628.9573974609375,306.7913513183594,217.40802001953125,280.5377197265625,1186.9815673828125,242.35508728027344,3940.701171875,1060.2730712890625,304.8341979980469,276.0548095703125,306.7617492675781,228.8589324951172,332.49761962890625,275.81146240234375,650.2530517578125,258.55291748046875,200.62142944335938,284.2784729003906,696.6715698242188,224.97286987304688,159.8606414794922,242.30035400390625,1336.9013671875,265.97833251953125,328.3887634277344,784.1122436523438,426.1860046386719,196.70199584960938,720.949951171875,158.03585815429688,130.8948211669922,8388.8408203125,198.2956085205078,416.953125,484.3847961425781,247.04641723632812,57.868919372558594,151.96884155273438,115.83369445800781,217.9975128173828,171.0115203857422,181.57518005371094,193.04505920410156,130.78871154785156
Spotx23,314.95452880859375,109.18450164794922,1946.5140380859375,262.9949035644531,164.50143432617188,80.103515625,107.57621765136719,121.6385269165039,201.876708984375,123.63333129882812,161.82940673828125,117.35314178466797,95.13703918457031,117.63599395751953,1251.975341796875,92.58110046386719,114.21595001220703,142.90342712402344,196.4608917236328,97.82205963134766,122.73046875,78.36253356933594,37.51841735839844,475.1899719238281,107.477294921875,148.7265167236328,129.52406311035156,69.23340606689453,64.96721649169922,103.60610961914062,268.74920654296875,192.19078063964844,95.32635498046875,37.813743591308594,3355.3935546875,137.91143798828125,225.5507049560547,415.2210693359375,43.205142974853516,137.66114807128906,113.6333236694336,42.01066970825195,75.27238464355469,74.04039001464844,83.69474792480469,88.42523956298828
Spotx24,215.34347534179688,90.71099090576172,621.0595703125,89.76770782470703,227.034423828125,230.66090393066406,1646.945556640625,292.7719421386719,250.895751953125,444.48223876953125,259.2210693359375,281.3367919921875,742.8402709960938,870.548828125,178.2415771484375,280.7473449707031,393.3514099121094,329.8433532714844,205.1564178466797,187.45538330078125,1741.9857177734375,382.9658508300781,2786.034423828125,196.98587036132812,257.0662841796875,165.22647094726562,340.88916015625,289.157470703125,135.15032958984375,211.10516357421875,180.8441619873047,901.1474609375,2217.342041015625,402.9732666015625,2031.5672607421875,382.1655578613281,242.49371337890625,279.2709045410156,35.78034973144531,141.7991943359375,50.473453521728516,128.13525390625,82.27169799804688,158.91778564453125,59.24309539794922,86.32963562011719
Spotx25,69.94700622558594,79.79681396484375,60.710289001464844,46.81142807006836,278.06146240234375,124.78279113769531,164.5703887939453,164.37301635742188,96.7236328125,144.31149291992188,79.52647399902344,74.13465881347656,134.38511657714844,91.56804656982422,88.87725830078125,85.97318267822266,100.81416320800781,102.17254638671875,77.27631378173828,155.803955078125,117.6788101196289,191.7008819580078,1845.755126953125,538.0802612304688,408.82611083984375,506.8434753417969,291.9586181640625,274.0731201171875,112.9710464477539,177.08872985839844,197.2654571533203,155.98016357421875,533.6981811523438,276.7721862792969,6236.46630859375,512.6697998046875,370.9415283203125,175.37771606445312,43.40701675415039,107.7019271850586,304.83209228515625,66.74149322509766,47.085208892822266,51.69214630126953,72.70943450927734,73.60657501220703
Spotx26,531.6580810546875,267.2617492675781,3207.42626953125,593.08154296875,207.6692352294922,407.6602478027344,970.0030517578125,366.63299560546875,552.952880859375,927.1358032226562,471.0074157714844,584.3881225585938,12388.32421875,1003.3306274414062,323.8619384765625,689.0055541992188,536.0014038085938,831.5636596679688,332.169677734375,1190.197265625,698.8032836914062,630.17041015625,5166.80810546875,1079.81689453125,405.572509765625,405.0903015136719,965.7606811523438,766.7435913085938,473.3666687011719,196.5885009765625,484.1426696777344,732.1658325195312,2259.91943359375,342.07257080078125,265.99639892578125,366.9371032714844,368.5721740722656,209.0381317138672,60.33635711669922,233.06394958496094,429.876220703125,190.72442626953125,133.60987854003906,169.76422119140625,136.0071258544922,114.34902954101562
Spotx27,291.86309814453125,714.7771606445312,501.2550964355469,364.7545166015625,210.79144287109375,1321.4708251953125,1566.2674560546875,1154.478271484375,570.245849609375,667.7317504882812,634.2094116210938,1298.9722900390625,4858.70361328125,1653.819091796875,933.724609375,13684.2236328125,454.04840087890625,897.0933227539062,8848.912109375,1664.338623046875,3831.635986328125,579.2556762695312,3868.559326171875,399.3622741699219,292.02227783203125,255.69375610351562,295.2495422363281,264.2230529785156,286.31817626953125,357.23779296875,399.15179443359375,554.2041015625,794.175048828125,315.7557678222656,160.97451782226562,189.65164184570312,186.69090270996094,650.047607421875,1174.78125,298.0146789550781,337.7706298828125,1715.0013427734375,585.1820678710938,417.67645263671875,131.71888732910156,119.08653259277344
Spotx28,317.50872802734375,409.3807067871094,1482.1966552734375,708.258544921875,108.68604278564453,184.3481903076172,193.78749084472656,182.2981719970703,177.02099609375,257.7680969238281,214.7838134765625,153.35720825195312,151.6788787841797,139.46542358398438,154.72488403320312,173.31314086914062,246.0839385986328,165.65911865234375,262.3155822753906,195.0226593017578,1342.6427001953125,1360.4923095703125,3438.633056640625,475.5903625488281,2453.48974609375,385.41290283203125,4158.04541015625,1380.4107666015625,1964.2359619140625,370.9585876464844,123.41183471679688,99.7269058227539,98.38184356689453,172.24819946289062,923.009765625,451.6664123535156,318.8348693847656,202.2639617919922,49.90510559082031,292.87103271484375,121.37736511230469,2663.408203125,390.1695861816406,118.70767211914062,71.41537475585938,67.1825180053711
Spotx29,558.1182861328125,220.94613647460938,272.2468566894531,209.689453125,122.75877380371094,131.76927185058594,220.58482360839844,143.50497436523438,357.6479187011719,306.17083740234375,101.30975341796875,106.32042694091797,1026.8544921875,631.2960815429688,1785.366943359375,464.23565673828125,4122.830078125,1305.4527587890625,247.5597686767578,205.6520538330078,134.86314392089844,151.58726501464844,74.15450286865234,105.6302490234375,197.5961151123047,116.56315612792969,146.8448486328125,372.6202087402344,139.5780792236328,166.44891357421875,273.87310791015625,222.21621704101562,113.01435852050781,1292.1749267578125,1352.0277099609375,205.9667205810547,203.72763061523438,2367.284423828125,64.94711303710938,124.86233520507812,98.45918273925781,58.20106506347656,49.23043441772461,128.32411193847656,126.63658142089844,89.83462524414062
Spotx30,139.05711364746094,107.11663055419922,633.004638671875,238.70816040039062,111.16667175292969,880.4561157226562,886.0464477539062,674.212158203125,914.7495727539062,9794.359375,292.05487060546875,635.9078979492188,329.7727355957031,162.73716735839844,332.876708984375,1205.832275390625,2051.820068359375,2244.73046875,1108.046630859375,828.1229248046875,1325.740234375,1835.42529296875,8024.54052734375,644.0105590820312,1441.3111572265625,354.3507385253906,749.4425659179688,523.370849609375,508.082763671875,884.8678588867188,285.6283264160156,651.7935791015625,505.7164306640625,323.7755126953125,749.7562255859375,512.1560668945312,303.2303771972656,293.0314636230469,586.6575927734375,161.9031219482422,87.48527526855469,145.92787170410156,346.859619140625,216.31846618652344,127.72115325927734,94.73059844970703
Spotx31,249.15179443359375,100.6004867553711,735.3189086914062,256.90203857421875,88.93638610839844,209.0063018798828,155.5978240966797,1470.58984375,246.8306884765625,148.97889709472656,775.3192138671875,213.54644775390625,310.3946533203125,116.81392669677734,200.2606964111328,117.7012710571289,189.72085571289062,222.2861785888672,182.20741271972656,237.7165069580078,1408.0936279296875,186.16574096679688,1668.9583740234375,145.44580078125,114.10399627685547,88.90287780761719,141.52711486816406,103.57418060302734,73.6314468383789,148.67001342773438,275.20623779296875,770.4133911132812,2588.72216796875,93.82772827148438,141.7657012939453,177.336181640625,146.12893676757812,124.8387680053711,18.20357894897461,79.91397094726562,101.98799133300781,207.49134826660156,136.24234008789062,38.25586700439453,61.11005401611328,55.12958908081055
Spotx32,20.609569549560547,21.158599853515625,18.34432029724121,26.066707611083984,17.899099349975586,126.15925598144531,163.29896545410156,95.2497329711914,142.48867797851562,193.94088745117188,254.9077606201172,246.2744903564453,204.75645446777344,104.63713836669922,160.46055603027344,98.66222381591797,265.91522216796875,114.44987487792969,84.16253662109375,158.80316162109375,290.37286376953125,627.4951171875,2169.73681640625,142.71568298339844,158.9954833984375,136.9796905517578,188.1580810546875,223.49508666992188,399.4502258300781,124.7719497680664,587.789306640625,1473.1956787109375,3670.357177734375,152.517578125,2585.77197265625,215.76174926757812,153.77272033691406,103.35185241699219,17.0410213470459,78.0661392211914,48.04803466796875,44.87904357910156,34.9603385925293,46.24342346191406,53.30833053588867,103.109619140625
Spotx33,289.04718017578125,118.82661437988281,492.7806701660156,148.96360778808594,98.05343627929688,631.2744140625,288.91607666015625,386.5926208496094,1545.8115234375,2846.39697265625,182.41580200195312,406.5177001953125,435.1370544433594,226.58197021484375,504.8588562011719,261.4819641113281,834.5111083984375,376.0546569824219,11312.98046875,1386.073974609375,142.34942626953125,122.23271942138672,113.79383087158203,358.51690673828125,357.3687438964844,231.8832244873047,244.60928344726562,238.40174865722656,431.77996826171875,293.85418701171875,193.33074951171875,546.3189086914062,1051.1533203125,423.78375244140625,352.3011474609375,808.6075439453125,204.40855407714844,317.7624816894531,1839.7197265625,143.3715362548828,162.25013732910156,315.4100341796875,201.6776580810547,92.7401123046875,115.99503326416016,70.46482849121094
