rn,Astro_0,Astro_1,Astro_2,Ext_Amy_2,Ext_Hpc_1,Ext_Hpc_3,Ext_Hpc_4,Ext_L23,Ext_L25,Ext_L5_1,Ext_L56,Ext_L6,Ext_Pir,Ext_Thal_1,Ext_Thal_2,Inh_1,Inh_3,Inh_4,Inh_6,Inh_Meis2_2,Inh_Meis2_3,Inh_Pvalb,Inh_Sst,Inh_Vip,Micro,Oligo_2,OPC_1,Unk_1,res_ss
Spotx22,0,0,0,0,0,0,0,0,0,0,0,0.270388683641802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729611316358198,0.0011912465151541
Spotx23,0,0,0,0,0.228828517199367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771171482800633,0.00142197213146498
Spotx24,0,0.271513622679094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728486377320906,0,0,0.00217336587849619
Spotx25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203204423251029,0,0,0.161615901197092,0,0,0.163460325828186,0,0,0,0,0,0,0.471719349723693,0.00108522433279825
Spotx26,0,0.246680121914565,0,0.224227578107447,0,0,0,0,0,0,0,0,0,0,0.21658343942162,0,0,0.312508860556368,0,0,0,0,0,0,0,0,0,0,0.00105180621492297
Spotx27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00214357816437749
Spotx28,0,0,0,0,0,0,0,0,0,0,0.152176079860261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847823920139739,4.97635280671629e-34
Spotx29,0,0,0,0,0,0.144385736357015,0,0,0,0,0,0.450157836744365,0,0,0,0.149244283304861,0,0,0,0,0,0,0,0,0,0,0,0.256212143593759,0.00514077295347083
Spotx30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00400393329579914
Spotx31,0,0,0,0.437146334759339,0,0,0,0,0,0.339145583062395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223708082178266,0.017833700718113
Spotx32,0,0,0,0,0,0,0.211953296104305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788046703895695,0.00149980142129852
Spotx33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0049886549584324
Spotx34,0,0,0.122448782243362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136763196988595,0,0.740788020768043,0.000821660484714097
Spotx35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176212123430213,0,0.823787876569787,0.00126908550787689
Spotx36,0,0,0,0,0.248125541637374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751874458362627,0.00506443072259199
Spotx37,0,0,0,0,0.203486432753041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.796513567246959,0.000741616511871753
Spotx38,0,0,0.347658511573243,0.212084737023345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440256751403412,0.000337280240243933
Spotx39,0,0,0,0.206076456728186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793923543271814,0.0077803188561541
Spotx40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202563149100578,0,0.797436850899422,0.00826094838189665
Spotx41,0,0,0,0.241909460597381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758090539402618,0,0,0.00569709118826466
Spotx42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236995507522999,0,0,0,0,0,0,0,0.763004492477001,0.00118084149083226
Spotx43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147307420575455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852692579424545,0.000165258546400787
Spotx44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251500948436515,0,0.748499051563485,2.17372965079964e-05
Spotx45,0,0,0,0,0,0,0,0.181875720495478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818124279504522,0.00163933361330262
Spotx46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00382062327563837
Spotx47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147331068900618,0,0.852668931099382,0.00122044735909098
Spotx48,0,0,0,0,0,0,0,0.26830292228197,0,0,0,0.206313550624809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525383527093221,0.000884559388827728
Spotx49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00096396568538291
Spotx50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158056002659342,0,0,0,0,0,0,0,0,0.168311129373472,0.421593570075572,0.252039297891614,0.00162185729023388
Spotx51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21834992993281,0,0,0,0,0,0,0,0,0,0,0.781650070067189,0.000704933260550419
Spotx52,0,0.128703077887033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288605113981444,0,0.582691808131523,0.000956496448050569
Spotx53,0,0,0,0,0,0,0,0,0.150174159983442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849825840016558,0.000147263803787069
Spotx54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00245594632906742
Spotx55,0,0,0,0,0.253989216978197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746010783021804,0.000298140955584304
Spotx56,0,0,0,0,0.278196179942214,0,0,0,0,0,0,0,0,0,0,0,0,0.215764908270276,0,0,0,0,0,0,0,0,0,0.506038911787509,0.000558728575594324
Spotx57,0,0,0,0,0,0,0,0,0,0,0,0.181477063486543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818522936513457,0.00816678599678724
Spotx58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294559116219787,0,0,0,0.254550563055981,0,0.450890320724232,0.00144204667018027
Spotx59,0,0,0,0.237826404126707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762173595873293,0.00192980720676977
Spotx60,0,0,0,0,0.1639617004466,0,0,0,0,0,0,0,0,0,0.193797615436127,0,0,0,0,0,0,0,0,0,0,0,0,0.642240684117273,0.000151562147835761
Spotx61,0,0,0,0.162546922504669,0,0,0,0,0,0.163071755521686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199995629646474,0,0,0.474385692327171,0.00511490919904928
Spotx62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000600873632598755
Spotx63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227740634126581,0,0,0,0,0,0.772259365873419,0.00106284915089142
Spotx64,0,0.187971065444824,0.303866142278328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154184299521416,0,0,0.353978492755433,0.000238074970496251
Spotx65,0,0,0,0,0.471484570841667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528515429158333,0.00078169897514525
Spotx66,0,0,0,0.207486264879465,0,0,0,0,0,0,0,0.322342553949504,0,0,0,0,0,0.129419620210763,0.158206466602562,0,0,0,0,0,0,0.182545094357705,0,0,0.00109726291412082
Spotx67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00150760830004312
Spotx68,0,0,0.20817730823261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79182269176739,0.000341439001531361
Spotx69,0,0,0,0,0,0,0,0,0,0.241318799452852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158715876929151,0,0.599965323617997,0.00368243505073639
Spotx70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00126697209316679
Spotx71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164482151037855,0,0,0,0.835517848962145,0,0,0,0,0,0,0,0,0,0,6.54677121045974e-05
Spotx72,0,0,0,0.190527727829624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25289524966666,0,0.556577022503715,0.000448056352526293
Spotx73,0,0,0,0,0.233041553402978,0,0.198724156649513,0,0,0.234798300846354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333435989101155,0.00133523337214411
Spotx74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396249109107864,0,0.603750890892136,0.000714153064437853
Spotx75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00125077545777551
Spotx76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179047974720199,0,0.820952025279802,0.00407377364259476
Spotx77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302918650083211,0,0.697081349916789,1.00839391527613e-05
Spotx78,0,0,0,0.262972256055657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51181622935527,0,0.225211514589072,0.00157956404754084
Spotx79,0,0,0,0.178469768148645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821530231851355,0.00673454833809462
Spotx80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0039818999455009
Spotx81,0,0,0.198275347737922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724652262078,0.00292376405480421
Spotx82,0,0,0,0,0.142285056971354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857714943028646,0.00156504576797328
Spotx83,0,0,0,0,0,0,0,0,0,0,0,0.276303730698201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7236962693018,0.00210344462814037
Spotx84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131477075355743,0,0,0,0,0,0.180396219353677,0,0.68812670529058,0.00194945675951408
Spotx85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00482491384887015
Spotx86,0,0,0,0.336332249442732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206651793576467,0,0.4570159569808,0.00447116545360859
Spotx87,0,0,0,0,0.13905673439041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86094326560959,0.0023567957508189
Spotx88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312090210494538,0,0.687909789505462,0.000470119507052388
Spotx89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200515232801722,0,0,0,0,0,0,0,0,0,0,0,0.799484767198278,0.00418718242026303
Spotx90,0,0,0,0.202928377648817,0.179567176665855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617504445685328,0.00125971973952659
Spotx91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000224667822195116
Spotx92,0,0,0,0,0.227852687311391,0,0,0,0,0,0,0,0,0,0,0,0.302612095990264,0,0,0,0,0,0,0,0,0,0,0.469535216698346,0.00264819597583146
Spotx93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328895370053912,0.247931948900268,0,0,0.192983569717509,0,0.230189111328312,0.00101069324997237
Spotx94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000356036778527999
Spotx95,0,0,0,0.352595549020142,0,0.188384776801697,0,0,0,0,0,0.212854090725004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246165583453157,0,0.00862360478631142
Spotx96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00062369506153548
Spotx97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172897335565407,0,0,0,0.142136803048909,0,0.684965861385684,0.00226868149491564
Spotx98,0,0,0,0,0,0,0,0,0,0,0,0.129696791191591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870303208808409,8.32664906026297e-05
Spotx99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184215711688514,0,0.66672806274066,0.149056225570826,0,0,0,0,0,0,0,0,0,0.00721782163057002
Spotx100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0107762477546027
Spotx101,0,0,0,0,0.137997505056294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862002494943706,0.00186085083599644
Spotx102,0,0,0.326172599247469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194965992864401,0,0,0.137665932162169,0,0,0.341195475725961,0.0011780199633747
Spotx103,0,0,0,0.286132229342307,0,0,0,0,0,0,0,0,0,0,0.713867770657693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00378087272608216
Spotx104,0,0,0,0,0.291220654727213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708779345272787,0.00090030654065894
Spotx105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210020601652923,0,0.789979398347077,0.00163864035953505
Spotx106,0,0,0,0,0.163005549671718,0,0,0,0,0.168097503712376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668896946615906,0.00214492007126555
Spotx107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343619636704118,0,0.656380363295882,0.000715480194466237
Spotx108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645711015158796,0,0.354288984841204,0.000311223913087006
Spotx109,0,0,0,0,0,0,0,0,0,0,0,0.373963389452899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626036610547101,0.000297719478532037
Spotx110,0,0,0,0.181518615361273,0,0,0,0,0,0,0,0,0,0,0,0,0.181838863832772,0,0,0,0,0,0,0,0,0,0,0.636642520805955,0.000192948961396056
Spotx111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000975722654387785
Spotx112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23652600212513e-05
Spotx113,0,0,0,0.183047646433268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816952353566732,0.000468742735841027
Spotx114,0,0,0,0,0.119124347240012,0,0,0,0,0,0,0.113150650517534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767725002242453,0.000314880342721634
Spotx115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124512727590486,0,0,0.875487272409514,0.00262004690874227
Spotx116,0,0,0,0.136143668730035,0,0,0,0,0,0,0,0.162949704332383,0,0,0,0.157243593283779,0.241415660843012,0,0,0,0,0,0,0,0,0,0,0.302247372810791,0.00193444139414298
Spotx117,0,0,0,0,0,0,0.269035264596137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543180727035813,0.18778400836805,0,0.000671829997161191
Spotx118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123195416554947,0.356108238556665,0,0,0,0,0,0,0,0,0,0,0.520696344888388,0,0,3.05597986725292e-06
Spotx119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219948248040429,0,0,0,0,0,0,0,0,0,0,0,0,0.780051751959572,0.00371164667595012
Spotx120,0,0,0,0,0,0,0,0,0,0,0,0.197376132943977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802623867056023,0.00139408226845533
Spotx121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.52154816275279e-05
Spotx122,0,0,0.192313073433148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807686926566852,0.0017620356763943
Spotx123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00137894683499928
Spotx124,0,0,0,0,0.126023786337769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873976213662231,0.000284964328312057
Spotx125,0,0,0,0,0,0,0.379961687297127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620038312702873,7.79705220245684e-06
Spotx126,0,0,0,0,0,0,0,0,0,0,0.181828074459957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818171925540043,6.0561587880984e-05
Spotx127,0,0,0,0,0,0,0,0,0,0,0,0.278704553457233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721295446542767,0.00029330990748637
Spotx128,0,0,0,0,0,0,0,0,0,0.352536603038288,0,0.2607913145876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21892482172624,0.167747260647872,0.00031410742245803
Spotx129,0,0,0,0,0,0,0,0,0,0.281918903663644,0,0,0.180468435860564,0,0,0,0,0,0,0,0,0,0,0,0,0.138603926275664,0,0.399008734200128,0.00184924288365379
Spotx130,0,0,0,0,0.115185165244361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884814834755639,4.12697285345521e-05
Spotx131,0,0,0,0,0,0,0,0,0,0.178099038598012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357056006860569,0.464844954541419,0.00831293143256744
Spotx132,0,0,0,0,0.166200623132606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833799376867394,0.000703154830133871
Spotx133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0021578683991133
Spotx134,0,0,0,0,0.201237411469298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798762588530702,0.00384552958802636
Spotx135,0,0,0,0,0,0,0.802271277949887,0,0,0,0,0,0,0,0,0,0.197728722050113,0,0,0,0,0,0,0,0,0,0,0,4.44348263541192e-06
Spotx136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00115228438926667
Spotx137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00481498106353223
Spotx138,0,0,0,0.49700829907566,0,0,0,0,0,0.278061670440201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22493003048414,0.00122395677884222
Spotx139,0,0,0,0.177040881174252,0,0,0,0,0,0,0,0,0,0,0,0.17531987994503,0,0,0,0,0,0,0,0,0,0,0,0.647639238880718,5.71636605990174e-11
Spotx140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00235251860585006
Spotx141,0,0,0,0,0,0,0,0.350313335006714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308407653039131,0,0.341279011954155,0.00160106688183466
Spotx142,0,0,0,0,0.189576079951969,0,0,0,0,0,0,0,0,0,0,0,0.181273776195095,0,0,0,0,0,0,0,0,0.175432113883967,0,0.453718029968969,0.00266484823697754
Spotx143,0,0,0,0,0,0,0.305093583958908,0,0,0,0,0,0,0,0,0.152867152378843,0,0,0,0,0,0,0,0,0,0,0,0.542039263662249,0.00242126528723427
Spotx144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000224703246562871
Spotx145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00121227865555002
Spotx146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197002856577235,0,0.802997143422765,0.00197139241683666
Spotx147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00230137362416065
Spotx148,0,0,0,0,0.185699525886492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814300474113508,0.000805493887073287
Spotx149,0,0,0.311875545536489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688124454463511,0.0027162779591925
Spotx150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337370420388812,0,0.662629579611188,0.000422260470690179
Spotx151,0,0,0,0,0,0.157728069925513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842271930074487,0.00172844490406454
Spotx152,0,0,0.238132649204467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517815924941604,0,0.244051425853929,0.000675450077603319
Spotx153,0,0,0,0,0.241630307880881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758369692119119,0.000555556488817166
Spotx154,0,0,0,0.295199657590982,0,0,0,0,0,0,0,0,0,0,0,0,0.163131810609282,0,0,0,0,0,0,0,0,0.154595665674782,0,0.387072866124955,0.0042338198868229
Spotx155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229653529736685,0,0.770346470263315,0.00711945946420841
Spotx156,0,0,0,0,0.164097906947982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835902093052019,0.00514530183106483
Spotx157,0,0,0,0,0.20241542178062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79758457821938,0.00294351015449856
Spotx158,0,0,0.269573350046251,0,0,0,0,0,0,0,0,0,0,0.183140590768419,0.384971280542476,0.162314778642854,0,0,0,0,0,0,0,0,0,0,0,0,0.000223915193423731
Spotx159,0,0,0,0,0.160775314975605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233077935697842,0,0.606146749326554,0.00111192012654821
Spotx160,0,0,0,0,0,0,0.220258223976575,0,0,0,0.366698093793532,0,0,0,0,0,0.20447521693393,0,0,0,0,0,0.208568465295963,0,0,0,0,0,0.00200680825255405
Spotx161,0,0,0,0,0,0,0,0,0,0,0,0.170865997861018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.829134002138982,0.000241128840018086
Spotx162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188280927998448,0,0,0,0.811719072001552,0.000964754668524077
