"","predicted.id","prediction.score.Inh_4","prediction.score.Oligo_2","prediction.score.Ext_Hpc_4","prediction.score.Ext_Unk_3","prediction.score.OPC_1","prediction.score.Inh_1","prediction.score.Ext_Pir","prediction.score.Ext_ClauPyr","prediction.score.LowQ_2","prediction.score.Ext_Amy_2","prediction.score.Micro","prediction.score.Ext_L23","prediction.score.Inh_Pvalb","prediction.score.Inh_5","prediction.score.Inh_Sst","prediction.score.Ext_Thal_1","prediction.score.Ext_L25","prediction.score.OPC_2","prediction.score.Ext_Hpc_1","prediction.score.Inh_Meis2_2","prediction.score.Astro_0","prediction.score.Inh_6","prediction.score.Unk_1","prediction.score.Ext_L5_2","prediction.score.Ext_L5_1","prediction.score.Ext_L56","prediction.score.Astro_2","prediction.score.Inh_Meis2_1","prediction.score.Ext_Hpc_2","prediction.score.Ext_L6","prediction.score.Oligo_1","prediction.score.Ext_Amy_1","prediction.score.Inh_Lamp5","prediction.score.Inh_2","prediction.score.Ext_Thal_2","prediction.score.Astro_1","prediction.score.Inh_Vip","prediction.score.Inh_Meis2_3","prediction.score.Inh_3","prediction.score.Ext_Hpc_3","prediction.score.Astro_3","prediction.score.Ext_L6B","prediction.score.Inh_Meis2_4","prediction.score.Nb_2","prediction.score.Nb_1","prediction.score.Astro_4","prediction.score.max","spot"
"Spotx11","Astro_1",0,0.000700705948998499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209576001143777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.697481066869722,0,0,0,0,0.299722467169842,0,0,0,0,0,0.697481066869722,"Spotx11"
"Spotx12","Ext_Pir",0.00624430431087029,0.0267144792050583,0,0,0,0.0297561892007648,0.894603724949367,0,0,0,0,0,0,0,0.000680404959124849,0,0,0,0,0.0297403076994338,0,0,0.000531292696483469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294921961420201,0.00878007736469592,0,0,0,0,0,0,0.894603724949367,"Spotx12"
"Spotx13","Astro_0",0.000995867019353876,0.00368265938218351,0.000137246640590397,0,0,0,0,0,0,0,0,0,0,0,0.000285191347499493,0,0,0,0,0,0.706901842736057,0,0,0,0,0,0.237531510741774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504656821325425,0.706901842736057,"Spotx13"
"Spotx14","Ext_Thal_1",0,0.147003161051831,0,0.296420801778654,0,0.00209770982024967,0,0,0,0,0,0,0,0,0,0.551039928563008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000316337549601984,0,0,0,0.00312206123665524,0,0,0,0,0,0,0,0,0.551039928563008,"Spotx14"
"Spotx15","Ext_Unk_3",0,0.200652480574181,0,0.40937672401116,0,0.00667256338482493,0,0,0,0,0,0,0,0,0.0146650523948786,0.0494486692113744,0.0164160375269211,0,0,0,0.104657829882719,0,0.0159874161475161,0,0,0,0.100199574127273,0,0,0,0,0,0.0175809847384889,0,0,0,0.042503840823744,0,0,0,0,0,0,0.0200819731781863,0.0017568539987335,0,0.40937672401116,"Spotx15"
"Spotx16","Micro",0.000233935117403687,0.0501007835249635,0,0,0,0.159828985269077,0,0,0,0,0.252230690175558,0.00070407783309717,0,0,0.052542268341906,0,0,0,0,0.000856977927108061,0,0,0,0,0,0,0,0.161098319597163,0,0.0617817936582041,0,0,0,0.00230635714853589,0.0189641496229715,0.0402341765653747,0,0.146347854555176,0.0527696306634619,0,0,0,0,0,0,0,0.252230690175558,"Spotx16"
"Spotx17","Oligo_2",0.000958266021826281,0.582859889435758,0,0.200052750921094,0,0,0,0,0,0,0,0,0,0,0,0.117971964135717,0.0117695534379253,0,0,0,0,0,0.00625148807214844,0,0,0,0,0.00372861636894625,0,0,0,0,0.00445361407015695,0.00291623717841939,0.00141821063887874,0,0,0.0634598356884053,0.00291623717841939,0,0,0,0,0,0.00124333685230455,0,0.582859889435758,"Spotx17"
"Spotx18","Astro_1",0,0.00801739137549557,0,0,0,0,0,0,0,0,0,0,0,0,0.00335134253979714,0,0,0,0,0,0.000121465031937376,0,0.000419286652154818,0,0,0,0.0197980474208341,0,0,0,0,0,0,0,0,0.592145928076154,0,0,0,0,0.327216346590255,0.0489301923133714,0,0,0,0,0.592145928076154,"Spotx18"
"Spotx19","Inh_Meis2_3",0,0.00917352085084608,0,0,0,0,0,0,0,0,0,0.00959863658197996,0,0,0,0,0,0,0,0.00587131131007235,0.00528216622146914,0,0,0,0,0,0.0120950316469827,0.0825996193231332,0,0,0,0,0,0.0022428092780571,0,0,0,0.873136904787459,0,0,0,0,0,0,0,0,0.873136904787459,"Spotx19"
"Spotx20","Inh_5",0.171546457091461,0.110537848896618,0,0,0,0.00362306335292468,0,0,0,0,0,0,0,0.300493761821531,0,0.0434901098410548,0,0,0,0,0,0,0.0506381793477271,0,0,0,0,0,0,0,0,0,0,0.112337884818211,0.111629740967683,0,0.00844908194634923,0.0780018815141874,0.00925199040225383,0,0,0,0,0,0,0,0.300493761821531,"Spotx20"
"Spotx21","Inh_Vip",0,0.0170296993516224,0,0,0,0.104171259033572,0,0,0,0,0,0,0,0,0.154692015873674,0,0.0707415011063305,0,0.108512666164922,0,0,0,0.00272279572945373,0,0,0,0,0,0,0,0,0,0.136627588101595,0.0211847148638775,0,0,0.384317759774952,0,0,0,0,0,0,0,0,0,0.384317759774952,"Spotx21"
"Spotx22","Inh_Meis2_4",0.0319653088356936,0.00170698310539339,0,0,0,0.018519539205076,0.0146048013965353,0,0,0,0,0,0.0210512415624986,0,0.0106528627513445,0,0,0,0.00354084171622542,0,0.0564335047844601,0,0,0,0,0,0.0142699038950367,0,0,0,0,0,0,0.00374468100692163,0,0,0,0,0.0644514864335701,0.00519892587486173,0,0,0.753859919432383,0,0,0,0.753859919432383,"Spotx22"
"Spotx23","Inh_Pvalb",0.00817498317744691,0,0,0,0,0.00516053555351995,0.0279635616862206,0,0,0,0,0,0.541751786773877,0,0.023040197043586,0,0,0,0,0,0.289866807265582,0,0,0,0,0,0,0,0,0,0,0,0.0842019297531975,0,0,0.0176845002976111,0.000331899803998817,0,0.000718579791801658,0,0,0,0,0,0,0.00110521885315857,0.541751786773877,"Spotx23"
"Spotx24","Inh_Sst",0.0410379986725624,0,0,0,0,0.0227037391056027,0.124130090953766,0,0,0.010759335801712,0,0,0.0269868542039073,0,0.330269465487146,0,0,0,0.150482287078356,0.105290697777822,0,0,0.00987536900291945,0,0,0,0,0,0,0,0,0.148322557157207,0,0.00998234944679398,0,0,0.00380502696672899,0,0.0163542283454773,0,0,0,0,0,0,0,0.330269465487146,"Spotx24"
"Spotx25","Inh_Pvalb",0.0253171213632846,0.0054019858346773,0,0.00915624017711924,0,0.00241473404355308,0,0,0,0,0,0,0.927106505082005,0,0,0,0,0,0,0,0,0.0058148358386036,0,0,0,0,0,0.000327555982964999,0,0,0,0,0,0.00965501943349961,0.00221917733324801,0,0,0,0.0123118505174844,0,0,0,0,0,0.000274974393560444,0,0.927106505082005,"Spotx25"
"Spotx26","Ext_L23",0.00840064350224734,0.0279977912835794,0,0,0,0.00138296414665297,0,0,0,0,0,0.480754491339589,0,0,0.00463513107013063,0,0.0159785382648599,0,0,0,0.313399248506787,0,0,0.0120556796073794,0,0,0.0557085553497231,0,0,0,0,0,0,0.00420821445996701,0,0,0,0.00364959286690822,3.23312943732768e-05,0,0,0,0,0,0,0.0717968183078032,0.480754491339589,"Spotx26"
"Spotx27","Ext_L23",0,0.0133973267025671,0,0.00342768332384258,0,0.00833705899242147,0,0,0,0.0155029653764021,0,0.575837674759004,0,0,0,0,0.00819875018705351,0,0,0.0332617728186246,0,0,0.00329177202177171,0,0.0742137268865841,0,0,0,0,0.0138167122956457,0,0,0,0,0,0,0,0,0,0,0,0.250714556636083,0,0,0,0,0.575837674759004,"Spotx27"
"Spotx28","Ext_Thal_1",0.024017360141794,0.0705029389310335,0,0.040122711644267,0.0678379966271293,0.0464794980444083,0,0,0,0.00656244238040749,0,0,0,0,0.0174564056861067,0.173203355769957,0.00651771509389755,0,0,0,0.168806326094692,0,0,0,0,0,0.0452222655591386,0,0,0,0,0,0.128958433227869,0.0532879731392764,0.0600009153794318,0.0237910121689848,0,0,0.00413020556629152,0,0.0631024445453148,0,0,0,0,0,0.173203355769957,"Spotx28"
"Spotx29","LowQ_2",0,0,0,0,0,0.00712903427244346,0,0,0.540566968761442,0.0219072753240737,0,0.204830332549194,0,0,0,0,0,0,0,0,0,0,0.00217548982626805,0.204964752296545,0,0.0117404033886278,0,0,0,0,0,0,0,0,0.00237739303314585,0,0,0,0.00430835054826101,0,0,0,0,0,0,0,0.540566968761442,"Spotx29"
"Spotx30","Ext_Hpc_2",0,0.000975775479645754,0.297254669837131,0.000700495913576088,0,0,0.0327998619202154,0,0,0,0,0.000793384186122796,0,0,0,0,0,0,0,0,0,0,0.00136818695074985,0,0.00843520280132606,0,0,0,0.643062725274059,0,0,0,0,5.39141036316404e-05,0,0,0,0,0,0.0126110352913644,0,0,0,0,0.00194474824217822,0,0.643062725274059,"Spotx30"
"Spotx31","Inh_Meis2_3",0.0213605913659978,0.0281929800753936,0,0,0,0,0.00669483636442327,0.0122256190954093,0,0,0,0,0,0,0.0356774524066365,0.0333784611319572,0,0,0,0.0514162815806073,0.0602679176470918,0,0.0277801797465585,0,0,0,0.0879132222037143,0,0,0.0116269266585128,0,0,0,0,0,0.116736646985347,0,0.186094816099514,0,0.00209706760821696,0.18033584707113,0,0,0,0,0.13820115395949,0.186094816099514,"Spotx31"
"Spotx32","Inh_Meis2_2",0,0,0,0,0,0,0,0,0,0,0,0.00294569799258784,0,0,0,0,0,0,0,0.62768722257946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177315503238554,0,0,0.192051576189398,0,0,0,0,0,0,0,0,0.62768722257946,"Spotx32"
"Spotx33","Ext_L6B",0,0,0.000981954382314871,0,0,0,0,0,0,0.00479818638417124,0.159148559692335,0.00202530954973119,0,0,0,0,0.0918119214086148,0,0,0,0,0,0.00419990328539575,0,0,0,0,0,0,0.00607753424895451,0,0,0,0,0,0,0,0,0,0,0,0.730956631048482,0,0,0,0,0.730956631048482,"Spotx33"
"Spotx34","OPC_1",0.00147744532120781,0.0802479817515924,0,0,0.787054629881836,0.00494628420275265,0,0,0,0,0,0.0260807561444391,0,0,0,0,0,0,0,0,0,0,0,0.0853650339711393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00710246261703936,0,0,0,0,0.00772540610999299,0.787054629881836,"Spotx34"
"Spotx35","Ext_Hpc_4",0,0.0338266189968515,0.275749634330456,0.183445852691292,0,0,0.0195446095626517,0,0,0.0160504370347066,0,0,0,0,0,0.178389228829958,0,0,0,0,0,0,0.0127666472071077,0,0,0,0,0,0,0,0,0,0,0.00324148019273714,0.123611968966175,0,0,0,0,0.153373522188064,0,0,0,0,0,0,0.275749634330456,"Spotx35"
"Spotx36","Ext_L56",0,0.000950911283136137,0,0.0049859580773271,0,0,0,0,0,0,0,0,0,0,0,0.0267983065505762,0,0,0,0.0638753784113382,0.0967316746715644,0,0.0100317248746404,0,0,0.288608466595464,0.0852557154021728,0,0,0,0,0,0,0.000384102479969535,0,0,0,0.203602562223564,0,0,0,0.189551951888072,0,0.0145946624043273,0,0.0146285851378483,0.288608466595464,"Spotx36"
"Spotx37","Inh_Pvalb",0,0,0,0,0,0.00376030083624588,0,0,0,0,0,0,0.920109460635062,0,1.20704897217606e-05,0,0.00157322065268859,0,0,0,0,0,0.00314036606982865,0,0,0,0,0,0,0,0,0,0.0496855070841146,0,0.0136291681398835,0,0.00808990609245529,0,0,0,0,0,0,0,0,0,0.920109460635062,"Spotx37"
"Spotx38","Micro",0.00238921900139264,0.00553437152584131,0,0,0,0,0,0,0,0,0.353390955226967,0.0104819655301775,0,0,0,0,0,0,0,0,0,0.142813746130562,0,0.214426534865593,0.11880314894911,0,0,0,0,0.0013009564658793,0,0,0,0,0,0,0.0140650785226667,0.00189424247178271,0.00284752979605173,0,0,0,0,0.132052251513977,0,0,0.353390955226967,"Spotx38"
"Spotx39","OPC_1",0.0131830781771676,0.0716924418564504,0,0.0298902909174474,0.703716490765953,0,0,0,0,0,0,0,0.0108214867506999,0,0,0,0.00860856810106293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107337817015579,0.00417951208106188,0,0,0,0.0139910404166477,0.0322389854182525,0,0,0,0,0.00434028849967747,0,0,0.703716490765953,"Spotx39"
"Spotx40","Inh_Pvalb",0,0.0261752705979058,0,0,0,0,0,0,0,0.00408200790266422,0,0,0.770830559828846,0,0.196201425017068,0.00100468609314938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000443557293451893,0,0.000502583720365249,0,0,0,0,0.00075990954654986,0,0,0.770830559828846,"Spotx40"
"Spotx41","Inh_Meis2_3",0.0130434004994258,0,0,0,0,0.00558827077852607,0.246163016760142,0,0,0.0781167452439578,0,0.00610339655328029,0.0314181169560603,0,0.000531337624858656,0,0,0,0,0.0943650200368886,0,0,0.0124162834802109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51225441206665,0,0,0,0,0,0,0,0,0.51225441206665,"Spotx41"
"Spotx42","Inh_Meis2_1",0,0,0,0,0,0,7.26592953753712e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0017220832152274,0.114886584145205,0,0.000338790147389451,0,0,0,0.0601592268692405,0.677184193721871,0,0,0,0,0,0.000197659175627777,0,0.0214151604225844,0,0.00840447755599224,0,0,0,0,0,0.115619165451487,0,0,0.677184193721871,"Spotx42"
"Spotx43","Ext_L56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757349796320026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242650203679974,0,0,0,0,0.757349796320026,"Spotx43"
"Spotx44","Ext_Thal_2",0.00997820595817917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731101958536895,0,0,0,0,0,0.158452817819066,0.0107184282043656,0,0,0,0,0,0,0,0,0,0.0349445273813798,0,0.675216849602021,0,0,0,0.0375789751812986,0,0,0,0,0,0,0,0.675216849602021,"Spotx44"
"Spotx45","Inh_1",0.191628283430062,0.00218239544134172,0,0,0,0.322093413372772,0.013132150302926,0,0,0,0,0.0975628523941246,0,0,0.0171316265374862,0.000944629902852188,0.0647454232026315,0,0,0,0.0601155223582552,0.00333512845053421,0,0,0,0,0.00832866857499856,0,0,0.0463449179419372,0,0,0,0.028014085283097,0,0,0.0279451434570481,0.0720568510058549,0.0339603673824849,0.00261065588158904,0,0,0,0,0,0.00786788508000479,0.322093413372772,"Spotx45"
"Spotx46","Ext_Hpc_1",0.00639558135586406,0.0178201630134198,0,0.0853533459228896,0,0.0153768433426322,0,0,0,0,0,0.0196333524964387,0,0,0,0,0.121313445938847,0,0.520429537081813,0,0,0,0.0456534696631556,0.0278829427223631,0,0,0,0,0,0.116556737417297,0,0,0,0.00552268466171454,0,0,0,0.0116764392196537,0.00552268466171454,0,0,0,0,0,0,0.000862772502196915,0.520429537081813,"Spotx46"
"Spotx47","Inh_Meis2_3",0,0.00356382820584291,0,0,0,0,0,0,0,0,0,0,0,0.0473762268633067,0,0,0.00230147748408669,0,0,0.0198744187347173,0,0,0,0,0.0063179439032779,0,0.0258264795552422,0.00511653098950957,0,0,0,0,0,0.00409289512733123,0,0,0,0.854850585041961,3.83984793535447e-05,0,0,0,0,0,0,0.0306412156153716,0.854850585041961,"Spotx47"
"Spotx48","Ext_Hpc_1",0.0231450213662453,0.000418410386565244,0.00172344872322761,0.0447151489144015,0,0,0.00758619909971091,0,0,0.000867806407118074,0,0,0,0,0.000221037339043881,0,0.053222704207812,0,0.75458217506336,0.00155862474597889,0,0,0.0229607283693497,0,0.041345370359484,0,0,0,0,0,0,0,0,0,0.0222395984982258,0,0.00550165605545643,0,0.0190907013830573,0.000821369080963998,0,0,0,0,0,0,0.75458217506336,"Spotx48"
"Spotx49","Ext_L5_1",0.000458754030936106,0.00273580516308891,0,0.00544758751536152,0,0,0,0,0,0,0,0.111621282583271,0,0,0,0,0.267698878632768,0,0,0,0,0.00544758751536152,0.00207977166269622,0.0404500499555084,0.3249084236865,0,0,0,0,0,0,0,0,0,0.00935832055734245,0,0,0.224345951181805,0.00544758751536152,0,0,0,0,0,0,0,0.3249084236865,"Spotx49"
"Spotx50","Ext_Amy_2",7.37951203958651e-06,0.000348869791011142,0,0,0,0,0.00653804214072455,0,0,0.397457132924607,0,0.0101782407897945,0.0655761676496989,0,0.0558266015209783,0,0,0,0,0,0.0426040325671913,0.0012815831595992,0.163169013971563,0.11026352740285,0.0302795380761919,0,0,0,0,0.0246681939179698,0,0.0405339256794331,0,0,0,0,0.00405213139349259,0.0472156195028551,0,0,0,0,0,0,0,0,0.397457132924607,"Spotx50"
"Spotx51","Astro_0",0,0,0,0,0,0,0,0,0,0,0,0.000505843853890374,0,0,0,0,0,0,0,0,0.407629845153511,0,0.00338248246059351,0,0.00935198129974116,0,0.387079498881942,0.0083867515400497,0,0,0,0,0,0.010239867551683,0,0,0.00199383193396519,0.0681353453896811,0.00230488562906199,0.0616736271645726,0,0,0,0.00699122275380633,0,0.0323248163875025,0.407629845153511,"Spotx51"
"Spotx52","Oligo_2",0.00662303616841689,0.463042430353595,0,0,0.0579980202639645,0.00331158711392027,0,0,0,0,0,0,0,0,0,0.0251830235679635,0,0.442033506311707,0,0,0,0,0.00180839622043294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463042430353595,"Spotx52"
"Spotx53","Inh_5",0.10521494111343,0,0,0,0,0,0,0,0,0,0,0,0.00744889903630156,0.814331380180703,0.00140352594444001,0,0.00720016508785563,0,0,0,0,0.00347762448409981,0.0302675388533874,0,0.0163200579753281,0,0,0,0,0,0,0,0,0.0138555540044413,0.000480313320013992,0,0,0,0,0,0,0,0,0,0,0,0.814331380180703,"Spotx53"
"Spotx54","Astro_0",0,0.00855406146931495,0,0,0,0,0,0,0,0,0,0,0.0389119846209037,0,0.00230700052674779,0,0.0623980201717596,0,0,0,0.595533419406251,0,0.0218848345882124,0,0.0245943560740048,0.00750169279525705,0.167507192742073,0,0,0,0,0,0.00443058897002425,0,0,0,0,0,0,0,0,0,0,0,0,0.0663768486354514,0.595533419406251,"Spotx54"
"Spotx55","Oligo_2",0.108295204744478,0.34619112189503,0,0.17439060743984,0,0,0,0,0,0,0,0.0252951600659667,0,0,0,0,0,0,0,0.0674885887480301,0.00285787842759078,0.00404437020366525,0,0,0.0175158843279941,0,0.00457247096625533,0,0,0.0731224448242445,0,0,0,0,0.0949198010880427,0,0.0203891064169406,0.0156634291749053,0,0.0428545944481047,0,0,0,0,0.00239933722891234,0,0.34619112189503,"Spotx55"
"Spotx56","Ext_Thal_2",0.0519541327872007,0.00864267309555448,0,0.17164554083761,0,0,0,0,0,0,0,0.0137116245957773,0,0,0.0114528634606811,0.0176652290663919,0.198238537561532,0,0,0,0.0921332168619497,0,0.0206101207548072,0,0.027330182706874,0,0,0,0,0.0916886922050734,0,0,0,0.0410264283685065,0.24541085940658,0,0.00463033376923244,0,0.00385956452222887,0,0,0,0,0,0,0,0.24541085940658,"Spotx56"
"Spotx57","Ext_Hpc_4",0,0.00331782827566343,0.378118119029692,0,0,0,0,0,0,0.000883809005015185,0,0.0172165831181709,0,0,0,0,0.194600437258011,0,0,0,0,0,0.0281502495197176,0,0.165232266226805,0,0,0,0.112323415764457,0,0,0,0,0,0,0,0,0,0,0.100157291802468,0,0,0,0,0,0,0.378118119029692,"Spotx57"
"Spotx58","Oligo_2",0,0.676564811160119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212745395207183,0,0,0,0,0,0,0,0,0,0,0,0,0.321307734887809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676564811160119,"Spotx58"
"Spotx59","Inh_3",0.0504535323950274,0.22381750618046,0,0,0,0.179375243344581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055121182497685,0,0,0,0,0.0846985973058764,0,0,0,0,0,0.0785243247399812,0,0,0,0,0.235443131030757,0.0115678629125339,0,0,0,0,0.130607683841015,0,0.235443131030757,"Spotx59"
"Spotx60","Oligo_2",0,0.863868539368552,0,0,0,0,0,0,0.115046678144668,0,0,0,0,0,0,0,0.00790229833126487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114926231812941,0,0,0,0,0,0,0,0,0.001689860974221,0,0.863868539368552,"Spotx60"
"Spotx61","Inh_Sst",0.00758394765174841,0,0,0.17071060268752,0,0.00280444333110128,0,0,0,0,0,0,0.115565341741899,0,0.360055725043424,0.0622907161793059,0.0811495337300158,0,0,0,0,0,0.00203738922674308,0,0,0,0,0,0,0,0,0,0,0,0.167821125638313,0,0.00917961385357512,0.0149937534738638,0.00580780744249126,0,0,0,0,0,0,0,0.360055725043424,"Spotx61"
"Spotx62","Ext_Hpc_1",0,0.0117660693649583,0.0150731249154851,0,0,0,0.00232492402224004,0,0,0.0189758970404801,0,0,0,0,0,0,0,0,0.765000397171015,0.000960238106433029,0,0,0.0311810731646993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142594622655567,0.00405721726171181,0.0080664362974099,0,0,0,0,0,0,0.765000397171015,"Spotx62"
"Spotx63","Ext_Pir",0,0,0.00233257424465817,0,0,0,0.718653961192986,0,0,0,0,0.254729327070781,0,0,0,0,0,0,0,0.0115102698295773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00765793540555047,0,0,0,0,0,0,0.00511593225644649,0,0.718653961192986,"Spotx63"
"Spotx64","Ext_Thal_2",0.0448021710087702,0.00414181109774624,0.0534737373733295,0.132270216932875,0,0.0686909956265958,0.0296398135080889,0,0,0,0,0.0294099148261076,0.0134172730650764,0,0.028490116309624,0.00609600684296798,0.140689798840551,0,0,0.0719735845027798,0,0,0.028441182619288,0,0,0,0,0,0,0.133873356372952,0,0,0,0,0.196022807352945,0,0,0.00870655064136943,0.00986066307893292,0,0,0,0,0,0,0,0.196022807352945,"Spotx64"
"Spotx65","Ext_L23",0,0.0132134380889204,0.149141921685192,0.102723265763129,0,0,0.0258696321228558,0,0,0,0,0.235624652410887,0.00914555150370099,0,0,0.0421288268319589,0,0,0,0,0,0,0.00663940835776376,0,0,0,0,0.00136271175986303,0,0,0,0,0,0,0.201636077798483,0,0,0.110779520799948,0,0.0373194691364196,0,0,0,0,0.0644155237408797,0,0.235624652410887,"Spotx65"
