"","predicted.id","prediction.score.Inh_4","prediction.score.Oligo_2","prediction.score.Ext_Hpc_4","prediction.score.Ext_Unk_3","prediction.score.OPC_1","prediction.score.Inh_1","prediction.score.Ext_Pir","prediction.score.Ext_ClauPyr","prediction.score.LowQ_2","prediction.score.Ext_Amy_2","prediction.score.Micro","prediction.score.Ext_L23","prediction.score.Inh_Pvalb","prediction.score.Inh_5","prediction.score.Inh_Sst","prediction.score.Ext_Thal_1","prediction.score.Ext_L25","prediction.score.OPC_2","prediction.score.Ext_Hpc_1","prediction.score.Inh_Meis2_2","prediction.score.Astro_0","prediction.score.Inh_6","prediction.score.Unk_1","prediction.score.Ext_L5_2","prediction.score.Ext_L5_1","prediction.score.Ext_L56","prediction.score.Astro_2","prediction.score.Inh_Meis2_1","prediction.score.Ext_Hpc_2","prediction.score.Ext_L6","prediction.score.Oligo_1","prediction.score.Ext_Amy_1","prediction.score.Inh_Lamp5","prediction.score.Inh_2","prediction.score.Ext_Thal_2","prediction.score.Astro_1","prediction.score.Inh_Vip","prediction.score.Inh_Meis2_3","prediction.score.Inh_3","prediction.score.Ext_Hpc_3","prediction.score.Astro_3","prediction.score.Ext_L6B","prediction.score.Inh_Meis2_4","prediction.score.Nb_2","prediction.score.Nb_1","prediction.score.Astro_4","prediction.score.max","spot"
"Spotx11","Astro_1",0.00268412166742911,0,0,0,0,0,0,0,0,0,0,0,0,0.0010739823909374,0,0,0,0,0,0,0.0356603338259693,0.0421861774675313,0,0,0,0,0.0203929584532558,0,0,0,0,0,0,0,0,0.626703997871146,0,0,0.00187771785921853,0,0.269420710464513,0,0,0,0,0,0.626703997871146,"Spotx11"
"Spotx12","Ext_Pir",0.0273630852272491,0,0,0,0,0.00916740617035042,0.670942922005308,0,0,0.00281999393312102,0,0,0,0.00405110035038874,0,0,0,0,0,0,0,0.0861656632172206,0.0374362930482553,0,0,0,0,0.0654843596991354,0,0,0,0.0449002116040982,0,0,0,0,0.00363358573126926,0.00731167817148267,0.0079615057531637,0,0,0,0,0,0.0327621950889577,0,0.670942922005308,"Spotx12"
"Spotx13","Astro_0",0.0139568662301319,0,0,0.0130368574175339,0.00537702413497917,0,0,0,0,0,0,0,0.117114901572628,0,0.00879232128635534,0.0594952026788517,0,0,0.0265190160255934,0.066349902595003,0.414535304892115,0,0,0,0,0,0.0310060151383677,0.0331779256135858,0,0,0,0,0,0.0194095044703536,0,0,0.00749129049792878,0.0548330626211837,0,0,0,0,0,0,0,0.128904804825389,0.414535304892115,"Spotx13"
"Spotx14","Ext_Thal_1",0,0,0,0.0166687249622692,0,0.00199330230436547,0,0,0,0,0,0,0.00996431895496294,0.0642251486992528,0.0430575756821235,0.69834998506064,0.0425634795438311,0,0,0,0,0,0.0600982693484303,0,0,0,0,0,0,0,0,0,0,0,0.0630791954441251,0,0,0,0,0,0,0,0,0,0,0,0.69834998506064,"Spotx14"
"Spotx15","Ext_Thal_2",0.0574281646460267,0,0,0.120829911344739,0,0,0,0.171247299652237,0,0,0,0,0.019208374602544,0.0464975451818131,0,0.13622571394683,0,0,0,0.0143839870772946,0,0,0.0311024355379286,0,0,0,0,0,0,0,0,0.0245100439423734,0.0116140124879151,0,0.266522801001501,0,0,0.0123014917600478,0,0,0,0,0.0805206014428618,0.00760761737588855,0,0,0.266522801001501,"Spotx15"
"Spotx16","Inh_4",0.240804789221026,0,0,0.0405968297389842,0,0.020828279051547,0,0,0.147969356843383,0,0,0,0,0.0385830305082184,0,0.0245189618461894,0,0,0,0.0258109374056573,0,0,0.00465186577638583,0,0.0978102080824563,0,0,0.0656346764944748,0,0,0,0,0,0.0667884880966291,0.0747382747553863,0,0,0.123934294667381,0,0,0,0,0,0.0273300075122818,0,0,0.240804789221026,"Spotx16"
"Spotx17","Ext_Thal_1",0.027030968844361,0,0.00036248150570007,0.234177124393263,0,0.00123791702382837,0,0.0313897879867565,0,0,0,0,0,0.0135619244053498,0.00658542324687432,0.329186423962379,0.00190060919932365,0,0,0,0,0,0.0267983716940838,0,0,0,0,0,0,0,0,0,0,0.0183768953391678,0.248003767037528,0,0,0.0167735708535613,0,0.0446147345078233,0,0,0,0,0,0,0.329186423962379,"Spotx17"
"Spotx18","Astro_0",0.00811736725342801,0.000744875214228105,0,0.0259926706977656,0,0.0252610081188016,0,0,0,0.0610425591873366,0,0,0,0.00276966694867404,0,0.0722517900979604,0,0,0.128360325481453,0,0.422342096268249,0,0.00487114355946414,0,0.0391538352712567,0,0.0743027554921833,0,0,0,0,0,0,0.00387361802895544,0.00133590539255849,0.0229052217498955,0,0.0184432994544095,0.001531103061553,0.0334646941493091,0,0.0444869266152717,0,0.00874913795724746,0,0,0.422342096268249,"Spotx18"
"Spotx19","Inh_Meis2_3",0,0,0,0,0,0,0.00569846978436706,0,0,0.00485109530787206,0,0,0,0,0,0,0,0,0,0.0104624822564236,0,0,0,0,0,0,0,0.030966930746601,0,0,0,0.00800224581241545,0,0,0,0,0,0.940018776092321,0,0,0,0,0,0,0,0,0.940018776092321,"Spotx19"
"Spotx20","Inh_5",0.0746491207087593,0,0,0,0,0,0.00274127004991051,0,0,0,0,0,0.122042618757923,0.311469032765082,0.0354164658391854,0.0541376395691158,0,0,0,0,0,0,0.0465086489841922,0,0,0,0,0.101926344038379,0,0.120765279786797,0,0,0,0,0,0,0.00232583047075457,0,0.0177153614110347,0,0,0,0.0807459157278241,0,0.0295564718910433,0,0.311469032765082,"Spotx20"
"Spotx21","Inh_Pvalb",0.0218005550243811,0,0.030505984186741,0,0,0.0745518665528603,0.0316786668745521,0,0,0.0125307301481004,0,0,0.434353224424262,0,0.123915195606041,0,0,0,0,0,0,0,0.0155247893318626,0,0,0,0,0.00828160683506664,0,0,0,0,0.107241741303238,0.0172314816504775,0,0,0.0506306286351907,0,0.0234897467580885,0.0419599300563724,0,0,0.00630385261276569,0,0,0,0.434353224424262,"Spotx21"
"Spotx22","Inh_Meis2_4",0,0,0,0,0,0.00103651336660958,0.0256818188168309,0,0,0,0,0,0.00463460126838808,0.0178837906259653,0,0.000471088513269911,0.00488118504088426,0,0,0.0020833352209113,0,0,0.0480419196950329,0.00824773774722517,0.0352739391094752,0,0,0.0694002571289902,0,0,0,0,0,0,0,0,0.000172774281019193,0,0,0,0,0,0.782191039185398,0,0,0,0.782191039185398,"Spotx22"
"Spotx23","Inh_Pvalb",0,0.00399714676322114,0,0,0,0.0145591238350039,0.00590701313434793,0.0230294886826064,0,0,0,0,0.848556971106022,0.0191030229289346,0,0,0,0,0.00014536196546856,0,0.0690720435513624,0,0.0117366871992918,0,0,0,0,0,0,0,0,0,0.000209957869051547,0,0,0,0,0,0,0,0,0,0,0.00368318296468975,0,0,0.848556971106022,"Spotx23"
"Spotx24","Inh_Pvalb",0.00349853088754818,0,0.00194877255088322,0,0,0.170814991988229,0.03976043608717,0,0,0.0108549483213909,0,0,0.172193040849186,0.0626264350604412,0.008740411170354,0.0020356205244425,0,0,0,0.10067981829306,0,0,0.0713494340256463,0,0.081881911530843,0,0,0.154006856424625,0,0,0,0,0,0,0,0,0.00272018876369279,0.045579473320713,0.0638853096493378,0,0,0,0,0.00742382055243818,0,0,0.172193040849186,"Spotx24"
"Spotx25","Inh_Pvalb",0.195611831122715,0,0,0,0,0.0479605298987964,0.0153039204579883,0,0,0.00604687981085331,0,0,0.398667000272313,0.00157606176370175,0.0120934292177564,0.000721310112352033,0,0,0,0,0,0,0.0200710132549881,0,0,0,0,0,0,0,0,0,0,0.0271246467069143,0,0,0,0,0.0563116159125976,0,0,0,0.0161467553616501,0.202365006107374,0,0,0.398667000272313,"Spotx25"
"Spotx26","Ext_L25",0.000993181951367789,0,0,0,0,0.0453964917717005,0.163350923375846,0,0,0.0102617350315669,0,0.0173636001447545,0,0.000397285448478912,0.00214265989134023,0,0.446654474657546,0,0,0,0,0,0.0804330711424455,0,0,0,0,0.148599719373416,0,0.0403020112342652,0,0,0,0,0,0,0,0.0320632685561646,0.0120415774211081,0,0,0,0,0,0,0,0.446654474657546,"Spotx26"
"Spotx27","Ext_L5_1",0,0,0,0,0,0,0.0272671999799091,0,0,0,0,0,0,0,0,0,0.102382371279036,0,0,0,0,0,0.0391186409507307,0,0.372022225249938,0.103153574534581,0,0,0,0.347578876664106,0,0,0,0,0,0,0,0,0,0,0,0.00847711134169843,0,0,0,0,0.372022225249938,"Spotx27"
"Spotx28","OPC_1",0.0180730535931233,0,0.0485298105074811,0,0.36520924290808,0,0.0140810971149063,0,0,0,0,0,0.0360692395690754,0.00129183388533819,0,0.176145650763557,0.00711592594212996,0,0,0,0.0709486995126948,0,0,0,0,0,0,0,0,0.0926547330462247,0,0.0491545158245064,0,0.0127126293015126,0,0.0081958385280874,0.0352879797709948,0,0.0022601921456008,0,0.00785497936143158,0,0,0,0.0544145782252559,0,0.36520924290808,"Spotx28"
"Spotx29","Ext_L5_1",0,0,0.00434800795526517,0,0,0,0,0.0769539175437091,0,0.0177661462861654,0,0.050537260554118,0,0,0,0,0.0156855338379912,0,0,0,0,0,0.00362076998528273,0.148835265836256,0.590079196869534,0,0,0,0,0.0853197283877719,0,0,0,0.00148765841588279,0,0,0,0,0,0,0,0.00536651432802386,0,0,0,0,0.590079196869534,"Spotx29"
"Spotx30","Ext_Hpc_2",0,0,0,0,0,0.00508826648460129,0.0160625949314737,0.0364843369394013,0,0.0080678315250525,0,0.00378297581372015,0,0,0.000102411782456089,0,0.000833432937724813,0,0.0999539419922789,0,0,0,0.0294492526125957,0,0.000279319820878755,0.000223468477479843,0,0,0.784680368655663,0.000279319820878755,0,0.0116441166500732,0,0,0,0,0,0,0.00229841904154457,0,0,0,0,0.000769942514177111,0,0,0.784680368655663,"Spotx30"
"Spotx31","Ext_Thal_1",0.000189455645901514,0,0,0,0,0.0214721328001468,0.0107755619436058,0,0,0,0,0,0,0.0128785729955777,0.00611704434537884,0.303161760281036,0,0,0,0.129676831437468,0,0,0.105608121336365,0.0053186862971629,0,0,0,0,0,0.103791402457837,0,0,0.104328988983386,0,0,0,0.0116753354162666,0.169149130658648,0.00748150112770504,0,0,0,0,0.00837547427351408,0,0,0.303161760281036,"Spotx31"
"Spotx32","Inh_Meis2_2",0.000635128307658669,0,0.000117941747897351,0,0,0.00460992461818498,0.0020523532381459,0.0128853580592417,0,0,0,0.00470179709960667,0,0,0,0,0,0,0,0.770989599458928,0,0,0.0211484052373525,0,0,0,0,0.0250064091292866,0,0,0,0,0,0,0,0,0,0.157794108988581,0,5.89741151164386e-05,0,0,0,0,0,0,0.770989599458928,"Spotx32"
"Spotx33","Ext_L56",0,0,0.00817263264348419,0,0,0,0.0113444769674109,0,0,0.042044373144152,0.175198838708283,0,0,0,0,0,0.0247519860119865,0,0,0,0,0,0.0188837914436063,0,0.0332527171246947,0.331544845428977,0,0,0,0.0226673246309323,0,0.0159045047237044,0,0,0,0,0,0.0332951178360797,0,0.00817263264348419,0,0.274766758693205,0,0,0,0,0.331544845428977,"Spotx33"
"Spotx34","Ext_L23",0,0,0,0,0.0639062370928609,0,0.0515681767216809,0.0394333974018178,0,0.0351669143491547,0,0.493551449469177,0,0,0,0,0.0149884946594825,0,0,0,0.0196171611896871,0,0.000863225168184439,0.017001072335972,0.201592008304038,0,0,0,0,0.0524183365531541,0,0,0,0,0,0,0.0098935267547905,0,0,0,0,0,0,0,0,0,0.493551449469177,"Spotx34"
"Spotx35","Ext_Thal_1",0.0591729820999248,0,0,0.240099888727093,0,0.0547739701233443,0.0238153922643247,0,0,0.00941216449653605,0,0,0.0599141914088062,0.0496790494538736,0.0441661286303968,0.283636746326731,0.00388102800225035,0,0,0,0,0,0.0680806769113317,0,0,0,0,0,0,0,0,0,0,0,0.0934564309739851,0,0.00991135058140179,0,0,0,0,0,0,0,0,0,0.283636746326731,"Spotx35"
"Spotx36","Ext_L6B",0.0267054047278867,0.00259618924776534,0,0,0.00182521776396943,0.0142484691893336,0.0901398392502851,0,0,0,0,0.0645122301764171,0,0.0106885537352861,0,0.0735929110642557,0.0561981161246542,0.0475308283791522,0,0,0.187031665219326,0,0.0143968004210485,0,0.0293650084714682,0.0235230095122972,0,0,0,0.0670077689528707,0,0,0,0,0,0,0.0135118755222411,0.0619528596312252,0.0186714386116982,0.000834430818314189,0,0.19084527934063,0,0.00482210383987533,0,0,0.19084527934063,"Spotx36"
"Spotx37","Inh_Pvalb",0.00367140869242489,0,0,0,0,0.00448923942268437,0,0,0,0,0,0,0.886432605437304,0.0659652268063955,0.000113293195710489,0,0,0,0,0,0,0,0.0109306967385566,0,0,0,0,0.0239687794054892,0,0,0,0,0,0.0026285398131623,0,0,0,0,0.0018002104882728,0,0,0,0,0,0,0,0.886432605437304,"Spotx37"
"Spotx38","Micro",0.0619271155655947,0,0,0,0,0.00936793469121221,0.0580408895646876,0.00385212491560707,0,0.0123557042078233,0.574431127894503,0,0,0.00160958547454149,0,0.0312265332226019,0,0,0,0,0.0746620508499591,0.0460189053646277,5.06308367043087e-05,0,0,0,0.0499940864626605,0,0,0,0,0,0,0,0,0.0477880573593797,0,0.00921513879481424,0.0194601147952833,0,0,0,0,0,0,0,0.574431127894503,"Spotx38"
"Spotx39","Ext_Thal_2",0,0,0,0.0255611194126269,0,0.00584135879963081,0.0272009570261912,0,0,0,0,0.0072098948657303,0,0,0.0245638217905983,0.137114928513062,0.0170818569382228,0,0,0,0,0,0.0166227820958389,0,0.113999065149343,0,0,0,0.275363306870736,0.0445161395636248,0,0,0,0,0.283993552231628,0,0,0,0.000942433445938637,0,0,0,0,0.0199887832968286,0,0,0.283993552231628,"Spotx39"
"Spotx40","Inh_Pvalb",0,0,0.00194039890229415,0,0,0,0,0,0,0,0,0,0.640322348223371,0.142732894066193,0.0105574803608927,0.0025576825218331,0,0,0,0,0,0,0.0573778145144477,0,0,0,0,0.0586093738870019,0,0,0,0,0,0,0,0,0.0859020075239662,0,0,0,0,0,0,0,0,0,0.640322348223371,"Spotx40"
"Spotx41","Inh_Meis2_3",0.000886985528197074,0,0.0402202954642321,0,0,0.0245406582148154,0.0471991086974518,0,0,0.271802788685778,0,0,0,0.00265859400060218,0,0,0,0,0,0.0205659452989717,0,0,0,0,0,0,0,0.12462907136812,0,0,0,0,0,0.0031010044236876,0,0,0,0.355440724141825,0,0.10895482417632,0,0,0,0,0,0,0.355440724141825,"Spotx41"
"Spotx42","Inh_Meis2_2",0,0,0,0,0,0.00367505663133621,0.0024848826476463,0,0,0,0,0.00787425142305831,0,0,0,0,0,0,0,0.259008349471128,0.206931625450815,0,0.000648813040780885,0,0,0,0.129071071354341,0.0427748286974608,0,0,0,0.0207578063060397,0,0,0,0.0289022759219271,0,0.241429200424284,0,0,0.0130838612224604,0,0,0,0,0.0433579774087221,0.259008349471128,"Spotx42"
"Spotx43","Ext_L6B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00969932338269603,0,0.000973549351627259,0.221372436461829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767954690803847,0,0,0,0,0.767954690803847,"Spotx43"
"Spotx44","Ext_Thal_1",0.0219650072192424,0,0.00104897692342408,0.0366217167186727,0,0.0264742141429411,0,0,0,0,0,0,0.0540230556621065,0.00178162397147252,0.00539108119295799,0.328006534420196,0,0,0,0,0,0.278423955377054,0.00635182709381666,0,0,0,0,0,0,0,0,0,0.0520973639842643,0.0100301144013295,0.11309427473866,0,0.044216521029882,0,0.00704665532346666,0,0,0,0,0.0134270778005129,0,0,0.328006534420196,"Spotx44"
"Spotx45","Inh_1",0.0157853494226026,0,0,0,0,0.203874046150196,0.154421991597393,0.0397269642714267,0,0.084446616974634,0,0,0,0,0.0259814295831176,0.0956225704187831,0,0,0,0.11198028401429,0,0,0,0,0,0,0,0.0859011406990397,0,0.0458969660206777,0,0.0817477827720705,0,0,0,0,0,0,0.00367456375135481,0,0,0.0506570362921502,0,0.00028325803226383,0,0,0.203874046150196,"Spotx45"
"Spotx46","Inh_Meis2_1",0,0,0,0,0,0.0930469601659634,0,0,0,0.00552941479460794,0,0.0203990197538715,0.0430703976754507,0,0.0231159949574446,0,0.00537004005052361,0,0.13197570784718,0.050949859171057,0,0,0.132445685598201,0,0.0561014839588473,0,0,0.197099668771871,0.0554276595964428,0.0764564165811247,0,0.026883140349891,0,0,0,0,0,0.0446449003291353,0.0335730139834361,0.00177301209221511,0,0,0,0.00213762432273598,0,0,0.197099668771871,"Spotx46"
"Spotx47","Inh_Meis2_3",0,0,0.1260961425713,0,0,0,0.0145979609446433,0.0195137879276253,0,0.0110870034256037,0,0.0191193163131295,0,0,0,0,0.0352891502862562,0,0,0.00834633471083404,0,0,0.0565874486854199,0,0,0,0,0.0629271194329461,0,0.0907351593084468,0,0,0,0,0,0,0,0.50815552009403,0,0.0449316441743567,0,0,0,0.00261341212540819,0,0,0.50815552009403,"Spotx47"
"Spotx48","Ext_Hpc_1",0.00309934023473937,0,0,0,0.00629051240991927,0,0,0,0,0,0,0.0445652228561544,0.0557210414536352,0.0158995251972628,0.0398827533465725,0,0,0,0.456157098856573,0.0939965747968481,0.129434851104755,0,0.00413760342311609,0,0,0,0,0.00904296622682075,0,0.0582968334184225,0,0.0363044738149316,0,0.00214600985583978,0,0,0.00789617633251805,0.0182921430717067,0.00357590120542892,0.00988939032031062,0,0,0,0,0.00537158207444583,0,0.456157098856573,"Spotx48"
"Spotx49","Ext_L5_1",0,0,0,0,0,0.0957728253662095,0.0164684976498732,0,0,0.00325462358607802,0,0.159382052605066,0,0,0,0,0.116340480674065,0,0,0.0210955023016613,0,0,0.173095164928569,0,0.309900277845358,0,0,0,0,0.0440720412503438,0,0,0,0,0,0,0,0.0606185337927772,0,0,0,0,0,0,0,0,0.309900277845358,"Spotx49"
"Spotx50","Ext_Amy_2",0,0,0.025161242889793,0,0,0,0.0324551084603813,0.024162467452149,0.0654483949871201,0.484251432933363,0,0,0,0,0,0,0.0215180106064181,0,0,0,0,0,0.024938995191893,0.011799284436598,0.139443538703793,0,0,0.0185785225692226,0,0.129512082955551,0,0.00623065950548077,0,0,0,0,0,0,0,0,0,0.0165002593082365,0,0,0,0,0.484251432933363,"Spotx50"
"Spotx51","Inh_Meis2_3",0,0,0,0,0,0,0,0,0,0,0,0.0574547060799232,0,0,0,0,0,0,0.00528372576784124,0.317910804207747,0.0527204876826681,0,0.00972476145028864,0,0,0,0,0.0511533265406917,0,0,0,0.00653081305136725,0.00762618674853885,0,0.0304555769477586,0,0,0.461139611523176,0,0,0,0,0,0,0,0,0.461139611523176,"Spotx51"
"Spotx52","OPC_2",0,0.0794306764353092,0,0,0.169667058841988,0,0,0.046558434051738,0,0,0,0,0,0,0.00350579268862189,0,0,0.593991771455817,0,0,0,0,0.00211753490282038,0,0,0,0,0,0,0,0.0781612855950085,0,0,0,0.00770960915517003,0,0,0,0.0008679106900974,0,0,0,0,0,0.0179899261834294,0,0.593991771455817,"Spotx52"
"Spotx53","Inh_5",0.0134265730623272,0,0,0,0,0.00300105854670565,0.017426525927141,0,0.00784235205159369,0.00689178464750787,0,0,0.0711120379230777,0.674101241134574,0.004125390530404,0.000825423507334283,0,0,0,0,0,0,0.0659687409827903,0,0,0,0,0.0919961408250171,0,0,0,0.0133050985818593,0,0.0111536530421363,0,0,0,0,0.0188239792375313,0,0,0,0,0,0,0,0.674101241134574,"Spotx53"
"Spotx54","Astro_0",0.00224017363210427,0.00183399462385618,0,0,0,0,0.00954133438866118,0,0,0,0,0,0,0.000896175587613927,0,0.049217884210358,0.0256754899747538,0,0.0128700706143829,0.000665744874698108,0.510869978388119,0,0.00177485160547708,0.0243255555788694,0.137568690618341,0,0.142705873707934,0,0,0,0,0,0.00159476818869321,0,0,0,0,0,0.00156775015875767,0,0.0164819511382293,0.0105335893041855,0,0,0,0.0496361234049651,0.510869978388119,"Spotx54"
"Spotx55","Inh_Meis2_3",0.177975958475886,0,0,0.0173362856383335,0,0.0254027278645029,0.0118605368995567,0.0562398069945316,0,0.00530546239357353,0,0,0.0160471492450048,0,0.0180427435096581,0.000430140959162831,0.063446432701897,0,0,0.137862109052512,0,0,0.0415652054087837,0,0,0,0,0,0,0,0,0,0,0.0850991184064551,0.0699086305934363,0,0,0.209769402253293,0.0194037531717425,0,0,0,0.0360210553853918,0.00828348104627847,0,0,0.209769402253293,"Spotx55"
"Spotx56","Ext_Thal_2",0.000706524666459401,0,0,0.324359793358992,0,0.014744453219808,0,0,0.0452819457070773,0,0,0,0.00828323771678126,0.00624471045955476,0.00425751152100091,0.0139566470414204,0.0323382522225204,0,0,0.0114838335579598,0,0,0.0121017690294475,0,0,0,0,0,0,0,0,0,0,0,0.375731298868761,0,0,0.0171323620874114,0,0,0,0,0.133377660542806,0,0,0,0.375731298868761,"Spotx56"
"Spotx57","Ext_L23",0,0,0.0116284569319551,0,0,0,0.0129587110468751,0,0,0.0443717057573681,0,0.389498049571006,0,0,0,0,0.0229449385101534,0,0.0685007157066219,0,0,0,0.0255321485240557,0,0.043083772690477,0,0,0,0.304203136014659,0.0772783652468289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389498049571006,"Spotx57"
"Spotx58","OPC_2",0,0.0979421541983729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852670319749541,0,0,0,0,0,0,0,0,0,0,0,0,0.0493875260520867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852670319749541,"Spotx58"
"Spotx59","Nb_1",0.143047814429331,0,0.00019369763185774,0,0,0.0289346624220314,0.18654756048634,0,0,0.0294415778754162,0,0,0,0.00143324344763324,0.0194084860705902,0.0128852278326995,0,0,0,0,0,0,0.0190401373897608,0,0,0,0,0.0327198129545782,0,0.0128812208938669,0,0.0717058700806558,0,0,0,0,0.0300903562490124,0,0.0191875778582642,9.68542347540659e-05,0,0,0,0,0.392385900143209,0,0.392385900143209,"Spotx59"
"Spotx60","LowQ_2",0.0221385203189322,0.09249606648332,0,0,0,0.0100842033341764,0.00351193922947548,0.0583154668119295,0.317969297771261,0,0,0,0.0177311488017385,0.247188290261868,0,0,0,0,0,0,0.0552253591807687,0,0.0592300586054859,0.0139324152817085,0.0595893583700756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137595812543081,0,0,0.0288282942949521,0,0,0,0,0.317969297771261,"Spotx60"
