"","predicted.id","prediction.score.Inh_4","prediction.score.Oligo_2","prediction.score.Ext_Hpc_4","prediction.score.Ext_Unk_3","prediction.score.OPC_1","prediction.score.Inh_1","prediction.score.Ext_Pir","prediction.score.Ext_ClauPyr","prediction.score.LowQ_2","prediction.score.Ext_Amy_2","prediction.score.Micro","prediction.score.Ext_L23","prediction.score.Inh_Pvalb","prediction.score.Inh_5","prediction.score.Inh_Sst","prediction.score.Ext_Thal_1","prediction.score.Ext_L25","prediction.score.OPC_2","prediction.score.Ext_Hpc_1","prediction.score.Inh_Meis2_2","prediction.score.Astro_0","prediction.score.Inh_6","prediction.score.Unk_1","prediction.score.Ext_L5_2","prediction.score.Ext_L5_1","prediction.score.Ext_L56","prediction.score.Astro_2","prediction.score.Inh_Meis2_1","prediction.score.Ext_Hpc_2","prediction.score.Ext_L6","prediction.score.Oligo_1","prediction.score.Ext_Amy_1","prediction.score.Inh_Lamp5","prediction.score.Inh_2","prediction.score.Ext_Thal_2","prediction.score.Astro_1","prediction.score.Inh_Vip","prediction.score.Inh_Meis2_3","prediction.score.Inh_3","prediction.score.Ext_Hpc_3","prediction.score.Astro_3","prediction.score.Ext_L6B","prediction.score.Inh_Meis2_4","prediction.score.Nb_2","prediction.score.Nb_1","prediction.score.Astro_4","prediction.score.max","spot"
"Spotx17","Ext_Thal_1",0,0.00885779249333975,0,0.0325033475069432,0,0.00968811901287952,0,0,0,0,0,0,0,0,0,0.884785464106353,0,0,0,0,0,0,0.0198804023666062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044284874513879,0,0,0,0,0,0,0,0,0.884785464106353,"Spotx17"
"Spotx18","Ext_L6B",0,0,0,0.0075150797118327,0,0,0,0,0,0.00363811729017489,0,0,0,0,0,0.00872667180036651,0,0,0,0,0.077599644844735,0,0,0,0,0.192175883567273,0.0853441566880743,0,0,0,0,0,0,0,0,0.102601549872205,0.000508725101999008,0,0,0,0.0189622704711434,0.502927900652196,0,0,0,0,0.502927900652196,"Spotx18"
"Spotx19","Inh_Meis2_3",0.0174253939480783,0,0,0,0,0.0249202467145405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536452324970664,0,0,0.010023566058289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873091914342778,0.0208936464392483,0,0,0,0,0,0,0,0.873091914342778,"Spotx19"
"Spotx20","Inh_4",0.371079277745963,0,0,0,0,0.0582416520518999,0,0,0,0.0103441052303628,0,0,0,0.278564530415244,0.00578444296025078,0.00990144223666511,0.0139885490304033,0,0.0258443231357195,0,0,0,0.00318611248788066,0,0,0,0,0,0,0,0,0.0224940206268549,0,0.164029127394792,0,0,0.000733232877160397,0,0.0358091838068039,0,0,0,0,0,0,0,0.371079277745963,"Spotx20"
"Spotx21","Inh_Pvalb",0,0,0,0,0,0.0330652520088577,0,0,0,0,0.064006834296181,0,0.396228809989804,0,0.120867268809854,0,0,0,0,0,0.0405497036735008,0,0.00565897579498477,0,0,0,0.046384944139069,0,0,0,0,0,0.0438101936871111,0,0,0.031101546707402,0.1473293317146,0,0,0,0,0,0,0,0.0709971391786358,0,0.396228809989804,"Spotx21"
"Spotx22","Inh_Meis2_4",0.00576871246020908,0.0145405835464466,0,0,0,0.0157203462532431,0,0,0,0.00535354788410923,0,0,0,0,0.00149099680849919,0,0,0,0,0,0,0,0,0,0,0,0,0.0127933860393351,0,0,0,0,0,0.00576871246020908,0,0,0.0135529460058988,0,0.00987072997864693,0,0,0,0.915140038563402,0,0,0,0.915140038563402,"Spotx22"
"Spotx23","Astro_0",0,0.0114995518695501,0,0,0,0,0,0,0,0,0,0,0.214120323191299,0,0,0,0,0,0,0,0.504449129414417,0,0,0,0,0,0.0501909090806723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219740086444061,0.504449129414417,"Spotx23"
"Spotx24","Inh_Meis2_3",0,0,0,0,0,0,0,0,0,0,0,0,0.0358247702762216,0,0.259615034911576,0.0433382762432091,0,0,0,0.119244599757458,0.0808311344004096,0,0,0,0,0,0.0827588796812233,0,0,0,0,0,0,0.00232722824842391,0.00966862100924974,0,0,0.339040999610893,0,0,0,0,0,0,0,0.0273504558613351,0.339040999610893,"Spotx24"
"Spotx25","Inh_Pvalb",0.00571017584362783,0,0,0,0,0.0012289525307016,0,0,0,0,0,0,0.978045087571446,0,0.0117557670370692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326001701715478,0,0,0,0,0,0,0,0.978045087571446,"Spotx25"
"Spotx26","Ext_L23",0,0.000577101215018475,0,0,0,0,0,0,0,0,0,0.918675647987834,0,0,0,0,0,0,0,0,0.0306558410502351,0,0.00627354868875888,0,0,0,0.0438178610581535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918675647987834,"Spotx26"
"Spotx27","Micro",0,0.0250236258129893,0,0,0.0745876473390067,0.0122725605068049,0.0265191143813485,0,0,0.0152519376694344,0.25168569085262,0.0827005341359959,0,0,0,0,0.0458756915124755,0,0,0.0177811607282855,0,0,0,0,0.217643610108783,0.0551261733009239,0,0,0,0.173771575843021,0,0,0,0,0,0,0,0,0.00176067780831256,0,0,0,0,0,0,0,0.25168569085262,"Spotx27"
"Spotx28","OPC_1",0.0840698595660644,0.0215833883237498,0,0,0.794856253676276,0.0350985045533697,0,0,0,0.00404720340610784,0,0,0,0,0,0.0164781026008075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00593031991009628,0,0,0,0,0.0379363679635285,0,0,0,0,0,0,0,0.794856253676276,"Spotx28"
"Spotx29","Ext_L5_2",0,0.00561198380624042,0,0,0,0,0,0,0,0.00812815627057496,0,0.0344664672050886,0.0210981729656127,0,0,0,0,0,0,0,0,0,0,0.805978335938386,0.107808562450115,0.00204605531466666,0,0,0,0.0148622660493152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805978335938386,"Spotx29"
"Spotx30","Ext_Hpc_2",0,0,0.00628434970425502,0.0956865842385424,0,0.00172884181668095,0.0126035953833601,0,0,0.160648242013138,0,0.0265384464896788,0,0,0,0,0,0,0,0,0,0,0,0,0.0471373865005913,0,0,0,0.573759825865798,0.064756526039524,0,0,0,0,0,0,0,0,0,0.010856201948431,0,0,0,0,0,0,0.573759825865798,"Spotx30"
"Spotx31","Astro_0",0,0,0,0,0,0.0325428195135353,0,0,0,0,0,0,0,0,0,0.0218907089125553,0,0,0,0.0577997953886055,0.304868270576948,0,0.0923862444750013,0,0,0,0.2724996708898,0,0,0,0,0,0,0.00304343390804621,0,0,0,0.172094182722361,0.02126055288702,0,0,0,0,0,0,0.0216143207261271,0.304868270576948,"Spotx31"
"Spotx32","Ext_Thal_2",0.0102749461661934,0,0.0181186190711514,0,0,0,0,0,0,0,0,0,0.102370503258268,0,0,0,0,0,0,0.141150427265537,0,0,0.0241822907089958,0,0,0.017446143943698,0,0.0949634041844961,0,0,0,0,0,0,0.530342944080785,0,0,0.0282810183219297,0.0120588632331285,0.020810839765818,0,0,0,0,0,0,0.530342944080785,"Spotx32"
"Spotx33","Micro",0,0,0,0,0.011084306060576,0.0184879688054647,0,0,0,0,0.920133181049753,0,0,0,0,0.0253985497072647,0,0,0,0,0,0,0,0,0,0.00941488753188359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154811068450583,0,0,0,0,0.920133181049753,"Spotx33"
"Spotx34","OPC_1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Spotx34"
"Spotx35","Ext_Thal_1",0.0121880639218017,0.161916305230616,0,0.0185680636892007,0,0.157819985442056,0.0462743756874359,0,0,0,0,0,0,0,0.0801992123581926,0.164020432459695,0.00361966628591545,0,0,0,0.0169683745665624,0,0.153576159006124,0,0,0,0,0,0,0.00336517816566659,0,0.0917656006106907,0,0,0.0700696241948586,0,0,0,0.0196489583811851,0,0,0,0,0,0,0,0.164020432459695,"Spotx35"
"Spotx36","OPC_2",0,0.245495211768697,0,0,0.0200053742218202,0,0,0,0,0,0,0,0,0,0,0,0,0.667711179935976,0,0,0.0441662257366072,0,0.00774957112672725,0,0,0,0.0148724372101723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667711179935976,"Spotx36"
"Spotx37","Inh_Pvalb",0.0125281646876556,0,0,0,0,0,0.0679101141479071,0,0,0,0,0,0.389884165549976,0,0.0335736817746844,0,0,0,0,0.0802117867430764,0,0,0.00264870743218267,0,0.142330805934907,0,0,0,0,0,0,0,0,0,0.22775522125304,0,0,0,0.0424937989955709,0.000663553481000859,0,0,0,0,0,0,0.389884165549976,"Spotx37"
"Spotx38","Ext_L5_2",0,0,0,0,0,0,0,0,0,0.0205408764631514,0.323060245423982,0.0332331470298852,0.0925279129659564,0,0,0,0,0,0.00660419123077381,0,0,0,0,0.428012669995858,0.052165260613292,0,0.00893726374403956,0,0,0,0,0,0.0269673621902676,0,0,0.0079510703427943,0,0,0,0,0,0,0,0,0,0,0.428012669995858,"Spotx38"
"Spotx39","OPC_1",0,0,0,0,0.8437773519869,0.00194686828986426,0,0,0,0,0,0.0468877478299404,0,0,0,0.00750144641175746,0,0,0,0,0,0,0,0,0.0154074775055513,0,0,0,0,0.0378187167488977,0,0,0,0,0,0,0.00581432196265736,0,0,0,0.0408460692644323,0,0,0,0,0,0.8437773519869,"Spotx39"
"Spotx40","Inh_Pvalb",0,0.00629002207302553,0,0,0,0,0,0,0,0,0,0,0.917382723757925,0,0.0499641332969466,0.00335121802008518,0,0,0.00452323209544005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087132363473044,0.00222275601934816,0,0,0.00755267838992539,0,0,0,0,0,0,0,0,0,0.917382723757925,"Spotx40"
"Spotx41","Inh_1",0.0470326222593077,0,0,0,0,0.254430681219533,0,0,0,0,0,0,0.153072878385626,0,0,0,0,0,0,0.0621802918841343,0,0,0.0419007241371216,0,0,0,0,0.182082826913719,0,0,0,0,0,0,0,0,0,0.181211593412594,0.0712018156553712,0,0,0,0,0,0,0.00688656613259218,0.254430681219533,"Spotx41"
"Spotx42","Inh_Meis2_1",0.00377542498862945,0.00488302908609873,0,0,0,0.00302495550865018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483894829530799,0.109943649326874,0,0.0104516403717577,0,0,0,0.0376208070486942,0.744924350944751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284299976155511,0,0.00855666215591463,0.744924350944751,"Spotx42"
"Spotx43","Ext_L6B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339807845528461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660192154471539,0,0,0,0,0.660192154471539,"Spotx43"
"Spotx44","Inh_4",0.259108956462329,0.0378740181571302,0,0,0,0.0675722642919222,0,0,0,0,0,0,0,0,0,0.154841441877384,0,0,0,0,0.0711195182194734,0,0.00521471733631386,0,0,0,0.0413596889766084,0,0,0,0,0,0,0.0961700993936777,0.191838714384126,0,0.00285784887971003,0,0.0720427320213251,0,0,0,0,0,0,0,0.259108956462329,"Spotx44"
"Spotx45","Inh_1",0.11739301277283,0.102533046477747,0,0,0,0.367628712510412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00902092919472076,0,0,0.0598318662028321,0,0.00359870827649824,0,0,0,0,0.0310676199399898,0,0,0,0.0195058836069711,0,0,0,0,0.289420221017999,0,0,0,0,0,0,0,0.367628712510412,"Spotx45"
"Spotx46","Inh_Meis2_2",0,0,0,0,0,0.0093003966748128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653165567337232,0.015633775951616,0,0.00766179069505535,0,0,0.0813496110640519,0.0174329408676565,0,0,0,0,0,0,0.00625412853045826,0.043105569031091,0,0.00550827430363364,0.143710034903047,0.00783807324023749,0,0,0,0,0,0,0.0090398374011086,0.653165567337232,"Spotx46"
"Spotx47","OPC_1",0.0155286568799084,0,0,0,0.828243567545015,0.0201454569913821,0,0,0,0,0,0.0138511859977297,0,0.0954762086550259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267549239309388,0,0,0,0,0,0,0,0.828243567545015,"Spotx47"
"Spotx48","Ext_Hpc_1",0.00307837292270083,0.0329056823946343,0,0.00806044545472325,0,0,0,0,0,0.00920050910706671,0,0,0,0,0,0.0113605879236774,0,0,0.616256747411048,0.00410822127474618,0.112789371858313,0,0.0226793027463628,0,0,0,0.0335660382732719,0,0,0,0,0,0,0,0.00512945024707821,0.0739110635433567,0,0,0.00307837292270083,0,0.0638758339203201,0,0,0,0,0,0.616256747411048,"Spotx48"
"Spotx49","Ext_L25",0.0360756459124276,0,0,0,0,0.035167604479396,0,0,0,0,0,0.0284061462250402,0,0,0,0,0.446558857458343,0,0,0.0616471576557182,0,0,0.0181037908058297,0.0210093292093215,0,0,0,0.02115202406473,0,0,0,0,0,0.0245650792354785,0.140934896865672,0,0,0.166379468088043,0,0,0,0,0,0,0,0,0.446558857458343,"Spotx49"
"Spotx50","Ext_Pir",0,0.0291739732848585,0,0,0,0.0218318853164005,0.460624721345957,0,0,0.130404308979429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124031206635127,0,0.0288488414594144,0,0,0,0.102132952870068,0,0.09165325277701,0,0,0,0,0,0,0,0,0,0,0,0.00996400852861737,0,0.00133484880311797,0.460624721345957,"Spotx50"
"Spotx51","Astro_0",0,0.00848895030766406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107289599392415,0.501002031595333,0,0,0,0,0,0.208690305684655,0.0654801632355979,0,0,0,0,0,0,0,0,0,0,0,0.00938714615404884,0,0,0,0,0,0.099661803630287,0.501002031595333,"Spotx51"
"Spotx52","OPC_2",0,0.281861781946797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718138218053203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718138218053203,"Spotx52"
"Spotx53","Inh_5",0.308967640808206,0,0,0,0,0.00523335262027318,0,0,0,0,0,0,0,0.650609529062947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343705324390914,0,0,0,0,0.000818945069481669,0,0,0,0,0,0,0,0.650609529062947,"Spotx53"
"Spotx54","Ext_L56",0.0170519160338793,0,0,0,0,0.0171244703921099,0,0,0,0.048659938600214,0,0,0,0,0,0,0,0,0,0,0.254288400661821,0,0,0,0,0.552588631464995,0.0735365087697571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367501340772236,0.552588631464995,"Spotx54"
"Spotx55","Ext_L56",0.0146584970748303,0,0,0,0,0.00505412973241241,0,0,0,0,0,0,0,0,0.0758499845486871,0.00307858405687902,0,0,0,0.127475273502792,0,0,0.00550386811717588,0,0,0.676689015099322,0,0,0,0,0,0,0,0,0.0551856769377791,0,0,0.0242632065803492,0.0122417643497722,0,0,0,0,0,0,0,0.676689015099322,"Spotx55"
"Spotx56","Ext_L25",0.237699610590403,0,0,0,0,0.0239956940189696,0,0,0,0,0,0.0101556749116548,0,0,0,0,0.268737273905995,0,0,0.125358212304663,0.018945747810981,0,0.0152957152388095,0,0,0,0.061140257156391,0,0,0,0,0,0,0.134557314098436,0.0315805872507715,0,0.00443907427791374,0.0141150278745031,0.0539798105605086,0,0,0,0,0,0,0,0.268737273905995,"Spotx56"
"Spotx57","Ext_Hpc_2",0.014039985145402,0,0,0.165649627320939,0,0,0.0943911531988193,0,0,0.0649531043139346,0,0.00535356793484826,0,0,0,0,0.0730053965668366,0,0,0,0,0,0.0279401030914762,0,0.0649230111001647,0,0,0,0.366218203959139,0.0864566970686934,0,0,0,0,0,0,0,0,0.0245321037962613,0.00626852325174302,0,0,0,0,0.00626852325174302,0,0.366218203959139,"Spotx57"
"Spotx58","Oligo_2",0,0.753355402405746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100190869615907,0,0,0,0,0,0,0,0,0,0,0,0,0.146453727978347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753355402405746,"Spotx58"
"Spotx59","Inh_1",0.232759945473534,0,0,0,0,0.444561725243619,0.011969397782208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117236743832443,0,0,0,0,0.0306831619639161,0,0,0,0,0,0.0363564006831155,0,0,0,0,0.116498429270883,0,0,0,0,0,0.00993419575028262,0,0.444561725243619,"Spotx59"
"Spotx60","LowQ_2",0,0.356436684645356,0,0,0,0.110091775532046,0,0,0.466268027122797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00659475372773293,0,0.00623102657212402,0,0,0,0,0,0.0308197256908304,0,0,0,0,0,0,0,0.0235580067091132,0,0,0,0,0,0,0,0.466268027122797,"Spotx60"
"Spotx61","Ext_Thal_1",0.00738192074970687,0.00551214696376426,0,0.124582321449048,0,0.0221792075258145,0,0,0,0,0,0,0,0,0,0.393609124480701,0.0397511326501592,0,0,0.0987254748821105,0,0,0.033438013183563,0,0,0,0,0,0,0,0,0,0,0,0.251643835557711,0,0,0,0.0231768225574215,0,0,0,0,0,0,0,0.393609124480701,"Spotx61"
"Spotx62","Ext_Hpc_1",0,0,0,0,0,0,0.00126816815413941,0,0,0.00237653965480087,0,0,0,0,0,0,0,0,0.878459125905628,0.0248565235652875,0,0,0.0588570005507526,0,0.00164210005129814,0,0,0,0,0,0,0,0,0,0,0,0,0.0124632486050402,0,0.00403501360045259,0,0,0,0,0,0.0160422799126005,0.878459125905628,"Spotx62"
"Spotx63","Ext_Pir",0,0,0,0,0,0,0.978108861052988,0,0,0.0118330920980376,0,0.0100580468489739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978108861052988,"Spotx63"
"Spotx64","Ext_Unk_3",0,0.138667401897455,0,0.23138588206434,0,0.0615724887580968,0,0,0,0,0,0,0,0,0.0204645002324213,0.0648608959139442,0,0,0,0.054232418901601,0,0,0.016088025977429,0,0,0,0,0.0697926192475067,0,0.00760606983394085,0,0,0,0.0107592849021487,0.0891675049338497,0,0.00165162836907928,0.173484133913812,0.0189102546893193,0,0,0,0,0.0413568903650567,0,0,0.23138588206434,"Spotx64"
"Spotx65","Ext_Unk_3",0.0101163179311191,0.00446881758023823,0,0.404722150160591,0,0.0139319023415106,0,0,0,0.00351953815345832,0,0.0543816181255029,0.0420444186159389,0,0,0.324458852972034,0,0,0,0.0353805458830149,0.00425747110878435,0,0.0289483324769514,0,0,0,0,0.0600326856617826,0,0,0,0,0,0.00649471586744789,0,0,0,0.00167946865450851,0.00556316446711726,0,0,0,0,0,0,0,0.404722150160591,"Spotx65"
"Spotx66","Ext_Thal_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937047374661578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629526253384222,0,0,0,0,0,0,0,0,0,0,0,0.937047374661578,"Spotx66"
"Spotx67","Micro",0,0,0,0,0,0.0151617832442424,0,0,0,0,0.900956161672278,0,0,0,0,0.0628521937672163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210298613162628,0,0,0,0,0,0,0.900956161672278,"Spotx67"
"Spotx68","Inh_1",0.0896288219069493,0,0,0,0,0.156766584677587,0.0879953351525899,0,0,0.0887119572333754,0,0,0.00589756545853347,0,0.130673522846028,0,0.0296795776392499,0,0,0,0,0,0.109740396603434,0,0.0485445978118934,0,0,0,0.0314115965079656,0,0,0,0.00673714750781692,0.0748570391257267,0.0894777704319901,0,0,0,0.0498780870968602,0,0,0,0,0,0,0,0.156766584677587,"Spotx68"
"Spotx69","Ext_ClauPyr",0,0,0,0,0,0.00677288629229277,0,0.918016087481312,0,0,0,0.00769478033353413,0,0,0,0,0,0,0,0,0,0,0.0365393793232851,0,0,0,0,0,0,0,0,0,0.0166230606220603,0,0,0,0.00421314445601467,0,0.00474497790448048,0,0,0,0,0.0053956835870204,0,0,0.918016087481312,"Spotx69"
"Spotx70","OPC_2",0,0.257810153870483,0,0,0.0706473882555753,0,0,0,0,0,0,0,0,0,0,0,0,0.671542457873942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671542457873942,"Spotx70"
"Spotx71","Inh_6",0,0,0,0,0,0.0197449076511793,0.0207512351704915,0,0,0,0,0,0,0,0.0235928397298034,0,0.0340192086124567,0,0,0.0130911531489746,0,0.599631885505207,0.00446713605870702,0,0,0,0,0.0289886780900885,0,0,0,0,0,0,0,0,0.0134565508585716,0.23930476748641,0,0.0029516376881106,0,0,0,0,0,0,0.599631885505207,"Spotx71"
