rn,Astro.AMY,Astro.AMY.CTX,Astro.CTX,Astro.HPC,Astro.HYPO,Astro.THAL.lat,Astro.THAL.med,Astro.WM,Ext.Amy.1,Ext.Amy.2,Ext.ClauPyr,Ext.Hpc.CA1,Ext.Hpc.CA3,Ext.Hpc.DG1,Ext.Hpc.DG2,Ext.L23,Ext.L25,Ext.L5.1,Ext.L5.2,Ext.L56,Ext.L6,Ext.L6B,Ext.Pir,Ext.Thal.1,Ext.Thal.2,Ext.Unk.3,Inh.1,Inh.2,Inh.3,Inh.4,Inh.5,Inh.6,Inh.Lamp5,Inh.Meis2.1,Inh.Meis2.2,Inh.Meis2.3,Inh.Meis2.4,Inh.Pvalb,Inh.Sst,Inh.Vip,LowQ.2,Micro,Nb.1,Nb.2,Oligo.1,Oligo.2,OPC.1,OPC.2,Unk.1,res_ss
exper0_location_10,0,0,0.0673528517366532,0,0,0,0.0355279632221233,0.0987221343802226,0,0,0.0430081260403216,0,0,0,0,0.0345546650585022,0.0379411653991915,0.0256261232520233,0.0243197593394517,0,0,0,0,0.0209921246022542,0,0,0.0198821678166565,0.0331764561935547,0.0596936787382739,0,0,0.0281370103252599,0.0240579708164028,0.0370577263287095,0,0,0,0.0586463872960165,0.0229982698967716,0.021009347774362,0.0228153851333635,0.0117876115701963,0.044238496193305,0.0146199106668604,0.010591048203269,0,0.0216414809354833,0.0151948553912073,0.166407283689564,0.00761776545868232
exper0_location_11,0,0,0.0190614444131904,0,0,0,0.0157549960212559,0.0932918908242177,0.015533782224509,0.0227872115818563,0.0223439946851653,0.0181631417846914,0,0.0185132987207143,0,0.0109408988704924,0,0.0268410689050514,0.0141723129246548,0,0,0.0165714535829819,0,0,0,0.0113583973738318,0,0,0.0694147402117505,0.0384496255404628,0,0,0,0.0287873454388002,0.0219580052239169,0,0,0.0865309205037877,0.0615661336644432,0.0352809398401101,0.0133441426608227,0.0134951731360475,0,0.0648204237045875,0,0.0331054030658102,0.0172549648215648,0.0257357235988788,0.184922566676405,0.00431749379175624
exper0_location_12,0,0,0.0199175412687507,0,0,0,0,0.0524993393086208,0.0189131041631266,0.0502698046357161,0,0.0232412520915493,0.0112114327523742,0,0.0431428660678871,0,0,0.0141004021738082,0.0215475193781281,0,0,0.0277137615384701,0,0,0,0,0,0,0,0.0307114642845649,0,0.0171062406593776,0.0143520493638172,0,0.0294594667924545,0.0356025743766468,0,0.0234064982749771,0.0313287047907738,0.0253230787615629,0.0266729189414907,0,0.0420079100185591,0.0172444725438458,0,0.0127227784943606,0.0380195583338653,0.0308555530743107,0.342629707910962,0.0128124380428811
exper0_location_13,0,0,0.0218583404389399,0,0,0.0162993106809034,0,0.0518025621288357,0.0277588908030088,0.0889545205435361,0,0.0216722043367406,0.0118927192585517,0.0210624680647073,0,0,0,0.0421731189065841,0.0281408394775261,0,0.0305651506869154,0.038386839746919,0.0268873101221983,0,0.0200598592055073,0,0.0248872419343839,0.0368870890030943,0,0.0174078743481613,0,0.0154365310580047,0.0289635244263307,0.0409660485781674,0.0346637933247828,0,0,0.0154561906884556,0,0,0,0.0108257269094772,0.0145217775563221,0.0374721794531653,0.0391971046009586,0,0.0177051271674132,0.035745634534228,0.182350022016181,0.00985882045062874
exper0_location_14,0,0,0,0,0,0,0,0.0530020558674735,0.0358343371747508,0.0878833030800438,0.0220555589501321,0.0206755489883677,0.0116665400415263,0.0201198026414775,0,0,0.0189421421664864,0.0333060952807608,0,0.0401353708343415,0.0163629046695458,0.0329382416060167,0.0257382133755317,0,0.0221836673688667,0,0.0194624721545594,0.0188071994899448,0,0,0,0.0197289581874787,0,0.0284923844214712,0.0433395713885729,0,0,0.0146645287435482,0.0171690930457935,0.0139084854187486,0,0,0.0236791793935571,0.0273873235186524,0.0134739355678693,0.0122110770825474,0.0356874778281419,0.055238001117794,0.215906530595999,0.0110894179647306
exper0_location_15,0,0,0.0316661163443058,0,0,0,0,0.0373168163707537,0.0393638555397857,0.0785784446455487,0.0250419705999655,0.0121709089945976,0.015377669714822,0,0.0307011198220222,0,0,0.0241752232117809,0.019966990750478,0,0,0.0449906538880818,0,0,0.0118154775182438,0,0.0374879881076168,0,0.0645206630380402,0,0,0.0288725455030362,0,0,0.0273387008670825,0.0132679516097012,0,0,0.0121884457689669,0.0262989195493454,0.0177090701725304,0.0138895383543064,0.0324466968799891,0.0449969859603673,0.0822624020977642,0,0,0.0381581565528663,0.189396688138001,0.0110737042315554
exper0_location_16,0,0,0.0175341560332981,0,0,0,0.0230036264726065,0.0694836195862884,0.022355830868116,0.104548591221323,0.0206973843490267,0.0210570270837951,0.0119616912716221,0,0.0484175148178189,0,0,0.0277999586892643,0,0.0209864852340227,0,0.0312745018548232,0,0,0,0,0.0361797111881945,0,0,0,0.0193911921283564,0.0480920953433428,0,0.0121179306861921,0.0225621871042872,0,0.0146906571159483,0,0.0154763101702448,0,0,0,0.0123342777310255,0.0190913030974877,0,0.0270408671112298,0.0404008971124239,0.0469124484177,0.266589735311562,0.00352093566365507
exper0_location_17,0,0,0,0,0.0128369059380403,0,0,0.0617093715217168,0.0332573123426602,0.080721790871228,0.0217006464991257,0.0155680939368427,0.016035455037133,0,0.0454892456292065,0,0,0.012664888328234,0.0196173575977634,0.0183330462548353,0,0.0374196966919508,0,0,0.0106495609855319,0,0,0,0,0.0370274776773028,0,0.0229955583712897,0,0.0243769207341009,0.0361965140482761,0,0,0.0202827854786941,0.0334213733128407,0.0227442499355742,0.0123613007547136,0.0113193772879594,0,0.0466730148721329,0,0,0.0242676951805919,0.0312897530781958,0.29104060763406,0.0109429416594055
exper0_location_18,0,0,0,0,0,0.040188526310027,0,0.0530143884442151,0.0127914114421227,0.0443744040569889,0.0118394279022226,0.0195260080843201,0,0.0120032206319136,0.0163512461858847,0,0,0,0.0117088359868466,0.0272484009323768,0.0439539809171199,0.0458693690255108,0.0175407219959311,0,0.0156162311657802,0,0.0410691374819677,0,0,0.0294880491365534,0,0.0260091123759128,0.0122976791545134,0.0122394793720087,0.0212595014143869,0,0.0579194032149162,0,0.0179591617089738,0,0,0.0206268615011402,0.0385654760927875,0.0115304861708257,0.0174090482242157,0,0.0461419655583099,0,0.275458465512228,0.00661956322031143
exper0_location_19,0,0,0.0783673188118554,0,0,0.0320014865572718,0,0.0234425350052819,0.025780153897564,0,0.0422054628737842,0.015123417367318,0.0153384067126367,0.0111134180259834,0.0607531716918885,0.0413532296241886,0.0257409538027484,0,0,0.0211183913182879,0,0,0.055940006694171,0.0321537392720741,0,0,0,0,0,0.0611419602983256,0,0.0361926091760613,0,0.0234376789581248,0.0250606025838092,0,0.0558134521178953,0.0224696852939516,0.0213280231778926,0.0121272352002265,0,0.0411583428406296,0,0,0,0.0132790729546093,0.0143768484258075,0.0166579967869231,0.17652480053069,0.0192430063953843
exper0_location_20,0,0,0.0261863327210385,0,0,0,0.0698740916976809,0.0446755611501844,0.0292615657553625,0.0146049023558614,0,0.0301668356303239,0,0.0158565089480429,0.0413330704730052,0.0469313544671972,0,0.0439675513681513,0.0121387009630064,0,0.0158434006198487,0.0400018905697366,0.0322237821584977,0.0250203950402925,0,0.011896900156537,0.0391491994774654,0.0185761476129838,0,0,0,0.0273198192838317,0.0281548104876431,0.0194929111956076,0,0.031434548426828,0.0330773960659476,0,0.0216502198862818,0,0.0315076929264642,0.048335346440675,0.0190767965979258,0,0.0169354115205494,0,0.044927688586117,0.0123074973028761,0.108071670114037,0.0148490337448135
exper0_location_21,0,0,0.0717587217806229,0,0,0,0.111193816903671,0.0246792250717193,0,0,0.0193852835819455,0.0220818565099144,0.0143386578547488,0.0146385735362044,0.0377675636729186,0.0615667096549338,0.0352041454774176,0.0363916026049756,0.0105810137395043,0.0198390027339826,0,0.0325604104379092,0.0307582036899338,0,0.0176789251155957,0,0.0169093132007274,0,0.0208850192365631,0.0326301916422516,0,0.0144135121127902,0.0137379291186639,0,0,0.0212909985682784,0.0118427846272919,0.0143213643579777,0.013101827068538,0,0.0225574450793649,0.0266982156716103,0,0.047384306402203,0.0157454990178945,0.0279980507597538,0.0157556555213809,0,0.124304175248713,0.00833577030744916
exper0_location_22,0,0,0.058953867844273,0,0,0.132023808817123,0,0.015983200099951,0,0,0.0293870825346502,0.0243262829364129,0.0162243089000806,0.020726491540821,0,0.030255609355396,0,0.0183670303747588,0,0.0331765919778966,0.0113583457379311,0.0585100016122893,0.0268818883932819,0.0127641482785666,0,0,0.0296195192220489,0.0178736226606724,0,0.0139083192395144,0,0.0198291807732643,0,0,0.0235878244691388,0.0218349434773165,0,0.0161423446134522,0,0,0.0223934599965228,0.0603826254601934,0,0,0,0.0205859180938155,0.0177576651087639,0.0167407928436242,0.23040512563824,0.010112054779392
exper0_location_23,0,0,0.023895704386249,0,0,0.0849717420503285,0,0.0524578383217731,0.0164438311612764,0.0158145599334504,0.0135339842564199,0.0205525181684073,0.0138658895003945,0.0290882866360818,0.027509333018757,0.0250859005339594,0.0269936743131951,0.0175155380324055,0.0182809012617469,0,0,0.0420489191502361,0.0480306413180504,0,0.0110478894332185,0,0.0512676771196972,0,0,0.0302789531574588,0,0,0.0137312994609451,0.0237673738968811,0,0.0169908578550233,0,0.0132989805019963,0.0165783899464722,0,0.0621987093400109,0.0460584406056407,0.0250233237484533,0,0.0162501459231229,0.0209296221498,0.0190859946598123,0.0137219325401068,0.143681147618629,0.00599711591034422
exper0_location_24,0,0,0.0514900700811802,0,0,0,0.10248537686955,0,0.019145872917389,0,0,0.0164770035443337,0,0.0169919930397961,0.015318762677863,0.0396825142514511,0.0336740485575463,0.0172648250083436,0.0243015132560305,0,0.0175722803242624,0,0.0505380613644729,0.0130587536186745,0,0,0.0570875885980278,0,0,0,0.0158387578598834,0.0244670554330827,0.0155942257955902,0,0.0206089651401757,0,0,0,0.0193351323467371,0,0.0773318865414107,0.0517891951500863,0.0148184650859071,0,0,0.0304305181840322,0.0151828143893573,0,0.239514319964817,0.00885447955965552
exper0_location_25,0,0,0.050720232418184,0,0,0.112249286158653,0,0.0123927944670914,0.0179743848818651,0,0.0190075392700354,0.0202248261157305,0.0152035855113211,0.019590693669085,0.0174891225559951,0.0148521269764292,0.0207574128117024,0.0480913688729484,0.0126460720509103,0,0.0175451029322159,0.0517945620979327,0.0169797859105245,0,0.0140437991718358,0,0.017376445481941,0.0134112312334392,0,0.0401648082873647,0,0,0,0,0,0,0,0.0135347008369393,0.0169815846210312,0,0.0321696948742931,0.0648991195243563,0.0186982996186533,0,0,0.0391139420460339,0.0169044047419929,0.0195991070023238,0.225583965859171,0.010918945135024
exper0_location_26,0,0,0.0352326508811056,0,0,0.115130007743569,0,0.0308754252697869,0.0119415277084925,0.0108724013706199,0.0158032360861046,0.0181339272279233,0,0.0223417571429804,0.0251034144124422,0.0299593493960625,0.0225048390252092,0.0180188769677093,0.0262666202407551,0.0168207466219012,0.0112017379473145,0.0249480315284492,0.0279297785848395,0.0128600117979448,0.0117122611661362,0,0.0152513118405624,0,0.100778063287426,0.017616059625405,0,0.0108685054073211,0.0113606514212892,0,0,0.0198924608270899,0,0,0,0,0.0155446440107269,0.0838923516420323,0.0127664889807831,0.0118045295463025,0.0111700027899982,0.022617584087485,0.0142829481676849,0,0.164497797246548,0.00586428505538492
exper0_location_27,0,0,0.0510898166594429,0,0,0.0789075585708936,0,0,0,0,0.0121346193811525,0.0257505894797199,0,0.0391036104064859,0.0307756174880413,0.0761900877008872,0,0.0355322359047002,0.0141082827479025,0,0.0172918978818459,0,0.0795567542485683,0,0,0,0,0.0194788444824184,0,0.0331710773816015,0,0.0311548799809711,0.0125955132069455,0.0135266397394618,0.0143867853035193,0,0.0147051482972853,0,0.0182513398814774,0.0203487516529084,0.0357676688791597,0.0391080414760815,0,0,0,0.0129325942350131,0.0164296037372525,0.0153082089044782,0.242393832371786,0.0082807970069641
exper0_location_28,0,0,0.0384386495489479,0,0,0.132925917377159,0,0.0429428711397188,0,0,0.0112670705285058,0.0222838460793002,0,0.0299276030316094,0.0536999984926709,0.0783405134619297,0,0.0480820393167342,0.0112721241798438,0,0.0112105126308402,0.0176773686521841,0.0663906162037149,0.0112661009262219,0.0142601301748552,0,0.0384196432429925,0,0,0,0,0.0188656100962408,0,0.0173910675876771,0,0.0130277533622862,0,0.0209603985258786,0.015437671949308,0,0.0114875257353338,0.0706205534171677,0,0.0138848149061392,0.0110451561137292,0.018539549201116,0,0,0.160334894117894,0.00850650967719322
exper0_location_29,0,0,0.0537345454912994,0,0,0.128931254793646,0,0,0,0,0,0.0128439852125664,0,0.0400102678973955,0,0.0643126253477117,0.0156676732742876,0.067423339310057,0.0278618065301575,0,0.019877737150753,0.0309084791533986,0.0278253918468353,0,0.0179451156497711,0,0,0.0409675689958965,0,0,0,0.0326576813260386,0.0203070242337511,0.0196793731528156,0.0230575594380165,0,0,0.0171860644753683,0.0179600097473319,0,0.044808208585579,0.0475265122902787,0.0316807506324086,0.0242745525688373,0.0131532341909415,0.0295998631241165,0,0,0.129799375580741,0.00663316581205779
exper0_location_30,0,0,0.0626540716072885,0,0,0,0.0889659163586452,0.0111967209238388,0.0209669207559425,0.0106429047928917,0.0138446212782296,0.0178332967438887,0.0113853135273859,0.0375592609119185,0,0.0403473608073891,0.0417619821841846,0.0557489458090565,0.0316367743317529,0,0.0156457471623594,0,0.0154003763383678,0.0141215103795715,0.0116969564951213,0,0,0,0,0.0432274725800038,0.0140010427050953,0.0183817787679676,0,0,0,0.0171034909001011,0.0142177562906943,0.0156293886424866,0.0160380445900618,0,0,0.0536400579188591,0,0,0,0.01866169593467,0.0300403134251453,0,0.257650277837083,0.00650390868222085
exper0_location_31,0,0,0.0441474785534773,0,0,0,0.0919353561540656,0.0457261280115614,0.0193806851916088,0.0268613620381504,0.015710421367328,0.0186907205278039,0,0.0197481549328577,0,0.0250766887116166,0,0.0554056494631665,0.0400725260653813,0.0116501027150735,0.0127383662185444,0,0.0399411390297305,0,0.0172034831190721,0,0,0.0196016222678892,0.0472774193050696,0.0207529493868084,0,0.0354437400429747,0.0190108196747507,0.0132999897620172,0,0.013780716826577,0,0,0.0545286399385356,0,0.0188629239302563,0.0301936557131236,0.012063013672799,0.0233358277904808,0.0119145326693644,0,0.0130493442171121,0.0111207162082022,0.171475826494601,0.00268468029322592
exper0_location_32,0,0,0.0424757618114701,0,0,0.142717041428682,0,0.0387530283760388,0,0.0238427251833387,0.0114059481550586,0.0200993505466743,0.0115186162286213,0.0236135886337141,0,0.0301764740564769,0,0.035522112485444,0.0414271569956929,0.0127310367836527,0,0,0,0.016944899632596,0,0,0,0.021493841457625,0,0.0463646389635817,0,0.070797576602737,0.0224225503683293,0.0117852199163011,0.0369325997897874,0,0,0.0269782574511018,0.0503750939938444,0.0250970334869758,0,0.0157861778068454,0,0.0550271982827752,0.0191269224906494,0.0808239418272854,0,0.0252261227117888,0.040535084532912,0.00483969762984503
exper0_location_33,0,0,0.0647617712716317,0,0,0.070437221123367,0,0.0541517089908338,0,0.0148587372698619,0,0.0192753212774677,0,0.0187676305955507,0,0,0,0,0.0428073474488623,0,0,0,0,0,0.0435925694058239,0,0,0.050291397609159,0,0.0235089169048213,0.0113178209039038,0.0319760569265866,0,0,0.0215724493982077,0.0175730835958614,0.0189683198860348,0,0.0723213742408973,0,0,0.0427080598266783,0.0378935111196474,0.0550914597485513,0.0156600594748544,0,0.0362018811040254,0.0125759496230215,0.223687352254351,0.00466436862031952
exper0_location_34,0,0,0,0,0,0.0665731254535436,0,0.117388890773187,0,0,0.0107730985512684,0.0119128816367105,0.016699993163863,0,0,0,0.02298944957745,0,0.0272953431982092,0,0,0,0,0.0307924533822512,0,0,0.0397627059726858,0.0211652096235919,0.0520954060691621,0,0.0203695776244145,0.0429211436671346,0.0229396777121545,0,0.0356243925970172,0,0.0638145693912382,0.0132374476808316,0.0658025842867825,0,0,0,0.0182191229653942,0.0793525195406189,0.0125182626245585,0.0316468247822968,0.021929674436777,0,0.154175645288858,0.00223374106680328
exper0_location_35,0,0,0,0,0.0279461465641385,0,0,0.142687211156541,0,0,0.0200731918386464,0.018742094574213,0,0,0.0201651663012663,0.0174530100937215,0.0104040682953302,0.0107652852508234,0.0306864005610738,0,0,0,0,0.0361169760551487,0,0,0,0.0242958081920455,0,0.0374941660507508,0,0.0250314782780491,0.0248889730885861,0.0262664402369459,0,0.0242267742001987,0.0540460007500995,0.0365053314681176,0.0142420052864333,0.0235775742789211,0.0107464755019966,0.0350085996762134,0.0127012157321597,0.0543418698658871,0.0112885151069012,0.028016208051571,0.0380277945926828,0.0143529069669354,0.169902311984602,0.0100806690564384
exper0_location_36,0,0,0.0232266348599715,0,0,0.0673537551201083,0,0.0572895573210831,0.0112020154357592,0,0,0.0116262533538188,0.012054818500177,0,0,0.019748907140404,0.0265815796282749,0,0.0202541718494858,0,0,0,0,0.0465442691400543,0.0275673615198635,0,0.0258141234604922,0.0150841384966813,0,0.0447235952144148,0,0.0212991512232545,0.0164913862413677,0.0604601776010239,0.0334781611510688,0,0.109145566442878,0.0518364209769311,0.0162463567257275,0.0121738212589889,0,0,0,0,0.0175985829828928,0.0126281460557087,0.0272707901644516,0,0.212300258135118,0.00576009614582307
exper0_location_37,0,0,0.076139545828296,0,0,0.0414560151715356,0,0.0837965319376811,0.0221881465660667,0,0.0273866990546914,0.0590052985326573,0,0,0,0,0.0171620500667335,0.0126323869477257,0,0,0,0,0,0.0240398692116718,0.0263245545825069,0,0,0,0.040616951992015,0.0335842102450138,0,0.0360900616542393,0.0240644979567361,0,0.0294632975609733,0,0.077244037957994,0.0129133984352731,0.0509289806187714,0.0200416662691557,0,0.0115059119398518,0.0193083086789322,0.0669945962351047,0,0.0153797332853531,0.0307805469323964,0,0.140952702338624,0.00170950863593179
exper0_location_38,0,0,0.078203439466126,0,0,0.114639434982621,0,0.0431077249888335,0,0,0,0.0253861205809574,0.0236392748980984,0,0.025874173666984,0.0191830390808486,0.0261783983870693,0,0.0187091141710555,0,0,0,0,0,0.0287182275253657,0.0145264386127259,0,0,0,0.0143459071908244,0,0.0136144903715205,0.0334619508733341,0.0579353060133632,0,0.0128818906100726,0.0114787787430359,0,0.0251063566729071,0.0251806028584625,0,0.0284460711376685,0,0.0141102332522142,0,0,0.0195002878557158,0.0164167601018177,0.309355977958378,0.00389387672130959
exper0_location_39,0,0,0.0444799780468645,0,0,0.164156286445966,0,0.054158815929637,0,0,0.0388561420094412,0.0568972762312343,0.0197298206679565,0,0,0,0.0364207476919049,0.0152010677590882,0,0,0,0,0,0.0220607314790126,0.0363539805901198,0.0409956784536756,0,0.0142534238309345,0,0.042532218363362,0,0.010947209039356,0.0187091885228843,0.0345513859659338,0.0117248870381637,0,0,0.0167108100466328,0.0228230204004473,0,0,0,0.0160247617756484,0.0407632805087844,0.0142792955907967,0.0217912329175878,0.0270323834327672,0,0.178546377261801,0.0038426922518004
exper0_location_40,0,0,0.104168289964249,0,0,0.0686951177097595,0.0196486260187037,0.0510997294444407,0,0,0.0295943202187651,0.0403814801462956,0.0261929190096589,0,0,0,0.0281241989076739,0,0,0,0,0,0,0,0.0145342130310041,0.0453429533453328,0,0,0,0.0500565240171719,0,0.026199721338353,0.0186922938058935,0.103788464945777,0,0,0,0,0.0592953381148823,0,0,0.0117917156507404,0.0145189737021213,0.0673345997184904,0,0,0.0141226476358848,0,0.206417873274802,0.00290667434791517
exper0_location_41,0,0,0.044914657703094,0,0,0,0.131377475519678,0.0569481935758161,0,0,0.0221224643297244,0.0960828941352668,0.0280773743417034,0,0.035491258507885,0,0.0308946115796682,0.0130527282481366,0,0,0,0,0,0.0176815400475185,0,0.0174206281676762,0.0280179419806396,0,0.0370540384569361,0,0,0.0158395409788672,0,0.0602488716468083,0,0,0.011182512206667,0.0148611889748715,0,0.0140567736983556,0,0.0163055489003505,0,0.0605268063036423,0,0.0292696675171126,0.0266451259609229,0,0.191928157218659,0.00474987853464831
exper0_location_42,0,0,0.185601605826147,0,0,0,0.0107077944722864,0.121586824106072,0,0,0.0169200635456479,0.126200033204637,0.0274475551794759,0,0,0,0.032247374666093,0.0134155645228188,0.0105626138976029,0,0,0,0,0.0249672222706511,0,0.0137144492306895,0.0320335546709297,0.0360930812795834,0,0.0227308159804778,0,0.0241127898909582,0.0189986345170073,0.0236542634648695,0,0.0179501588134822,0,0.0201743634495077,0.0156110635166497,0,0,0.0167848872652294,0,0.038074523960865,0.0201258260840242,0,0.0225318790289737,0,0.107753057155321,0.00453077915427031
exper0_location_43,0,0.137593956986075,0.0478331963398668,0,0,0,0,0.037865115244701,0,0,0.0424164242970895,0.123883725803686,0.0179531107723187,0,0,0,0,0.013170095082564,0.0189613532893858,0,0,0,0,0.0196089978297271,0,0.023513277764273,0,0,0,0.0117352443170781,0,0.0278709744256222,0.0769100659419147,0.0119250014311415,0.0257032820449317,0,0,0,0.0322465523258553,0,0,0,0,0.0667018055155715,0.0106856336668044,0.0174369081915682,0,0.0155263802824729,0.220458898447353,0.00215730954890527
exper0_location_44,0,0.0245775849374714,0.122116053326192,0,0,0.0271959768823159,0,0.0678998761480701,0,0,0.0466966189195932,0.0943333192818728,0.0216746733056239,0,0.0196807284494844,0.0147734331640462,0.0279223435618534,0,0.0272882792920928,0,0,0,0,0.0232126553253019,0,0,0,0.0145445947735296,0,0.0157313060960029,0,0.0199306176937089,0.036603760110131,0.0190445762284005,0.0118260606156647,0,0,0.0368447181545624,0,0,0,0,0,0,0,0.0178174845446096,0,0.0164183692018415,0.293866969987631,0.00283017067176483
