	Astro_0	Astro_1	Astro_2	Astro_3	Astro_4	Ext_Amy_1	Ext_Amy_2	Ext_ClauPyr	Ext_Hpc_1	Ext_Hpc_2	Ext_Hpc_3	Ext_Hpc_4	Ext_L23	Ext_L25	Ext_L56	Ext_L5_1	Ext_L5_2	Ext_L6	Ext_L6B	Ext_Pir	Ext_Thal_1	Ext_Thal_2	Ext_Unk_3	Inh_1	Inh_2	Inh_3	Inh_4	Inh_5	Inh_6	Inh_Lamp5	Inh_Meis2_1	Inh_Meis2_2	Inh_Meis2_3	Inh_Meis2_4	Inh_Pvalb	Inh_Sst	Inh_Vip	LowQ_2	Micro	Nb_1	Nb_2	OPC_1	OPC_2	Oligo_1	Oligo_2	Unk_1
Spotx11	3.8444e-10	0.14346729	0.08896996	0.05974129	0.05659024	3.840201e-10	3.8372724e-10	3.838641e-10	3.837887e-10	3.8382603e-10	3.8374331e-10	3.8366063e-10	3.8387288e-10	3.8387216e-10	3.8379674e-10	3.837938e-10	3.836628e-10	3.836767e-10	3.8382822e-10	3.8396075e-10	0.034243185	3.8413508e-10	0.24273588	3.837038e-10	3.841021e-10	3.8368406e-10	3.841131e-10	0.028540703	3.838978e-10	0.021320647	3.837016e-10	3.8374404e-10	3.8391318e-10	0.00873502	0.2970767	3.8409703e-10	3.840655e-10	3.8390877e-10	3.841512e-10	0.015353873	3.841622e-10	3.840948e-10	3.8389633e-10	0.0032252492	3.8401127e-10	3.840223e-10
Spotx12	3.8391057e-10	3.8293935e-10	0.018273683	0.0143484725	0.044506423	0.03502224	3.824999e-10	3.824649e-10	3.822716e-10	3.8247508e-10	0.045665476	3.828824e-10	0.12534599	3.8442713e-10	3.822585e-10	3.8276704e-10	3.8234527e-10	3.8249773e-10	3.8238832e-10	3.8239412e-10	3.8218778e-10	3.8276046e-10	3.8271372e-10	3.8249917e-10	3.8279477e-10	0.11269457	0.011629029	3.8236278e-10	0.16949433	3.823927e-10	3.826845e-10	0.049880825	0.13397038	3.8254294e-10	3.8214842e-10	0.007059902	3.8285172e-10	0.006222901	0.030886317	3.8256995e-10	0.03751628	0.004457035	3.821586e-10	3.8228692e-10	3.82284e-10	0.15302618
Spotx13	3.175785e-10	3.1825034e-10	0.098827	0.037250284	0.0937216	0.022957282	3.179876e-10	3.1780148e-10	3.178306e-10	3.1770817e-10	3.175724e-10	3.1767544e-10	3.1772393e-10	3.1759062e-10	3.1748282e-10	3.176409e-10	3.1766334e-10	3.1774208e-10	3.1775058e-10	3.1828862e-10	3.177469e-10	0.041432627	0.25520983	3.1782027e-10	0.083803736	3.1838335e-10	3.178688e-10	0.05510881	0.042635534	0.024621144	3.1774938e-10	3.177094e-10	0.15195009	0.002831303	3.177403e-10	0.0025294544	0.0033153011	3.1770514e-10	0.0017000028	0.029271156	0.046828788	3.1757183e-10	3.178112e-10	3.1768513e-10	0.00600617	3.1795852e-10
Spotx14	1.5732321e-09	1.5741446e-09	1.574646e-09	1.5750515e-09	1.5736824e-09	1.5754061e-09	1.5752919e-09	1.5756586e-09	1.5752439e-09	1.5741867e-09	1.5749855e-09	1.5738774e-09	0.013450751	0.0052523213	1.576338e-09	0.028465929	1.5736222e-09	1.5757549e-09	1.5748713e-09	1.5754904e-09	0.5563089	1.5741867e-09	0.3850508	1.5750217e-09	1.5753822e-09	1.5751928e-09	1.5747962e-09	1.5742196e-09	0.008902274	1.5739193e-09	1.5747181e-09	1.574508e-09	1.5738534e-09	1.5740456e-09	1.5745171e-09	1.5743968e-09	1.5752049e-09	1.5753311e-09	1.5748204e-09	0.0025689113	1.5753912e-09	1.5734691e-09	1.5753912e-09	1.5749675e-09	1.5752409e-09	1.5736732e-09
Spotx15	0.038298313	0.05702336	0.04601613	0.014491838	3.493833e-10	0.008152729	3.4975e-10	0.015162421	3.4953196e-10	3.4941797e-10	3.4961398e-10	3.493746e-10	3.4965064e-10	3.4986677e-10	3.4955794e-10	3.495013e-10	3.498234e-10	3.495886e-10	0.0077254865	3.497133e-10	0.08181866	3.498381e-10	0.6231186	3.493793e-10	3.497133e-10	3.4956793e-10	3.497894e-10	3.4943862e-10	3.4952594e-10	3.4940661e-10	0.06729643	0.023239987	3.4963663e-10	3.4949996e-10	3.4972336e-10	3.49372e-10	3.4969663e-10	3.4949063e-10	0.015771668	3.494293e-10	3.4940728e-10	3.493833e-10	3.4938796e-10	0.0018844204	3.501712e-10	3.4939532e-10
Spotx16	2.5248645e-10	2.522857e-10	0.021447454	2.519832e-10	0.0068682316	2.5205626e-10	0.03448936	2.523122e-10	2.5231603e-10	2.5270086e-10	2.52138e-10	0.010678484	2.523035e-10	0.0509197	2.5228042e-10	2.5273073e-10	0.01101565	2.5356553e-10	0.037618022	2.5234972e-10	0.06672925	2.532707e-10	0.20790815	2.5233432e-10	2.5229582e-10	2.520962e-10	2.5216304e-10	2.5210437e-10	0.001123849	0.06415689	0.16833039	2.535849e-10	0.22391298	2.5277508e-10	0.042929135	2.5223135e-10	2.523892e-10	2.5230446e-10	0.049619135	0.0008040962	2.5206398e-10	2.5273314e-10	2.5205246e-10	2.5225153e-10	0.0014491635	2.5245708e-10
Spotx17	1.6148723e-10	1.6154392e-10	0.014351593	1.6149586e-10	1.6150571e-10	0.026829205	1.6166259e-10	1.6191098e-10	1.6139853e-10	1.6160555e-10	0.014344458	0.04974093	0.06352578	0.0072761476	1.6152542e-10	1.6149893e-10	1.6152604e-10	1.6148415e-10	1.6187486e-10	1.6172519e-10	0.09311118	1.6179523e-10	0.3659207	1.6232286e-10	1.6165487e-10	1.6153467e-10	0.093891084	0.023897836	0.0030957886	0.009785333	0.011273645	0.050142586	0.15273738	1.6191469e-10	1.6161017e-10	0.0048408927	1.6246596e-10	1.6159446e-10	0.004873227	1.6148291e-10	1.6158089e-10	1.6158212e-10	0.007004009	0.0033581946	1.6154021e-10	1.6154977e-10
Spotx18	0.010247192	0.043281093	0.02151536	0.055827424	0.03575686	1.34568e-10	1.3447178e-10	1.3425958e-10	1.3432822e-10	0.013397053	1.3435691e-10	1.3429928e-10	1.3436384e-10	1.343131e-10	0.027595837	1.3444304e-10	0.037296142	1.343687e-10	0.2596893	1.3442741e-10	1.3461111e-10	0.022788482	0.19863123	1.3487429e-10	0.065640606	0.009685732	1.3450512e-10	1.3443972e-10	0.02711895	0.011281662	0.030559376	1.3437973e-10	1.3437665e-10	1.3435847e-10	0.09997338	1.3454027e-10	1.3444126e-10	1.3439896e-10	0.010844784	1.3441587e-10	0.005484494	1.3426725e-10	1.3439332e-10	0.006038105	0.0073469365	1.3435077e-10
Spotx19	2.7538347e-10	2.7554373e-10	2.7516345e-10	2.751908e-10	0.022575825	0.021042235	2.7538347e-10	2.7634636e-10	2.7606503e-10	0.024287598	2.753357e-10	2.7512884e-10	2.7545596e-10	2.7520755e-10	0.0008386673	2.7539188e-10	2.7592922e-10	0.08827901	2.7538766e-10	0.015991537	2.7524327e-10	2.753672e-10	0.004827667	2.754922e-10	2.7535982e-10	2.7584135e-10	0.121565305	2.7550953e-10	2.7508215e-10	2.7545755e-10	0.10052865	0.07381797	0.4163616	0.021889482	2.7509578e-10	2.7603925e-10	0.037494842	0.0033493093	2.7524014e-10	2.753819e-10	2.7561417e-10	0.002329259	2.7523592e-10	0.00027630784	0.00429664	0.04024821
Spotx20	0.023177398	1.1463016e-10	0.0313864	0.009893284	1.1463453e-10	0.0061933226	1.1502351e-10	0.025497265	1.1465159e-10	1.1471743e-10	1.14715674e-10	0.0038022802	0.01160172	0.019595103	1.14597366e-10	1.15269704e-10	1.1465422e-10	0.033833764	1.1455323e-10	1.1475725e-10	0.02902152	1.1468133e-10	0.17783847	0.025387608	0.058190264	1.1466798e-10	0.12701985	0.08885023	0.007768136	1.1466231e-10	1.14814186e-10	0.014723644	0.10263622	0.021257913	0.09310566	1.1467105e-10	1.14611584e-10	0.060297254	0.01073058	1.1470539e-10	1.1489502e-10	1.146798e-10	1.1458317e-10	1.1458403e-10	0.018192079	1.1467675e-10
Spotx21	1.587706e-10	0.0074169454	0.046126805	0.0445878	1.5898059e-10	1.5884481e-10	0.042925216	1.5890542e-10	1.5889239e-10	1.589133e-10	1.5891208e-10	1.5877666e-10	1.5879362e-10	0.004436355	1.5889935e-10	1.5897272e-10	1.5886541e-10	1.5876758e-10	0.022501284	1.5907949e-10	0.0016194518	0.020949595	0.16904205	0.06199374	1.5923733e-10	1.5947928e-10	1.5918906e-10	0.037362557	1.5887965e-10	0.031891424	0.046234857	1.5895878e-10	0.120139204	1.5897089e-10	0.18634088	0.049497947	0.007475144	1.5894784e-10	0.039983056	0.020935789	1.5876062e-10	0.032166258	1.587706e-10	0.0028768163	0.00349684	1.5887178e-10
Spotx22	0.06720338	1.9049433e-10	1.914085e-10	1.9077648e-10	0.04337154	1.9060155e-10	1.905612e-10	0.011093812	0.21124199	1.906961e-10	1.9055828e-10	1.9036793e-10	1.9053539e-10	1.9058737e-10	1.9065137e-10	0.022700954	0.034504123	1.9059065e-10	1.9053031e-10	1.905681e-10	0.025074244	1.9047326e-10	1.9059901e-10	1.9065717e-10	0.027465288	1.9056846e-10	0.0028909466	0.036616217	1.9112505e-10	0.00660729	0.08525917	1.904224e-10	1.904569e-10	0.35197625	1.9062808e-10	1.9047035e-10	1.9055248e-10	0.04240468	1.9076886e-10	0.0045147645	1.9044748e-10	0.018156774	1.9046963e-10	1.9055175e-10	0.008918586	1.9159696e-10
Spotx23	0.08206955	4.5447082e-10	0.14421266	0.038417384	4.5345427e-10	4.5302812e-10	4.5316204e-10	4.5339896e-10	0.01948315	4.5328827e-10	4.5283544e-10	4.5301599e-10	4.5325105e-10	4.5306436e-10	0.06541391	4.5303156e-10	0.05687963	4.5299006e-10	0.0132028395	4.5329693e-10	0.0179325	4.535564e-10	4.5297283e-10	0.051842146	4.5311194e-10	4.5313786e-10	4.5360743e-10	4.5302465e-10	4.5327098e-10	4.5336002e-10	0.097330734	0.014799652	4.5308687e-10	4.5296156e-10	0.36852536	4.5330642e-10	0.00651052	0.019681223	0.0021819598	4.5275772e-10	4.531655e-10	4.5322426e-10	0.00062610855	4.5282852e-10	0.00089079136	4.533981e-10
Spotx24	2.7417685e-10	0.0040363576	2.74135e-10	0.011467947	0.06731693	0.061286952	2.74362e-10	2.7445782e-10	2.7435315e-10	2.7406497e-10	2.7426314e-10	2.743076e-10	2.741962e-10	0.09117153	2.743034e-10	2.7521427e-10	2.7479566e-10	2.7488006e-10	0.016036067	2.74054e-10	0.058991708	0.0031177278	0.15926674	2.7440075e-10	2.7419775e-10	2.7427727e-10	2.747249e-10	0.010497881	0.014011796	2.7422964e-10	0.0047132587	0.029212316	0.20279855	2.7436362e-10	0.17851393	2.742605e-10	2.7414493e-10	0.009034825	0.030369686	0.02376765	2.7425215e-10	2.7399755e-10	0.0014071907	0.008371776	0.014609093	2.7459185e-10
Spotx25	3.5403738e-10	3.5408734e-10	3.5379097e-10	3.5411707e-10	0.027426798	3.541623e-10	3.5563935e-10	3.540914e-10	3.5424272e-10	3.5393607e-10	3.5421435e-10	3.5411166e-10	0.009600673	3.554529e-10	3.5393272e-10	0.0141267385	3.5400297e-10	3.5417785e-10	3.5409814e-10	3.5440828e-10	3.5388412e-10	0.016449299	0.17062525	3.5406034e-10	3.5408668e-10	0.054321088	3.541731e-10	3.5399345e-10	0.011398267	0.023879007	3.5509506e-10	0.019060023	0.021129966	0.006679919	0.428291	0.0712164	3.5407516e-10	0.022362957	3.5415015e-10	3.5517095e-10	0.011999537	0.0031446982	3.5414072e-10	3.5416775e-10	3.541076e-10	0.08828832
Spotx26	0.01153751	1.2919979e-10	0.08626417	0.009980942	1.2957539e-10	1.2933045e-10	1.2925648e-10	1.2948694e-10	1.2914607e-10	1.2922098e-10	0.031786513	1.2918426e-10	0.3351463	0.06919453	1.2928161e-10	1.2921063e-10	1.2963076e-10	1.2925352e-10	0.0017948108	1.2944817e-10	1.291919e-10	1.2931616e-10	0.10477285	0.103170566	1.292587e-10	1.2922172e-10	1.2945607e-10	0.019936312	0.00010644884	1.2911898e-10	0.0013161335	0.046123955	0.061120532	1.2927497e-10	1.2925376e-10	1.2918376e-10	0.026469482	0.026468452	0.015240193	0.020768156	0.006970927	0.008933714	1.292025e-10	1.29185e-10	0.011805468	0.0010921338
Spotx27	9.1856286e-11	0.02222187	0.0026024634	0.0009923485	0.012575754	0.043747634	0.01966517	9.187206e-11	0.0029301755	9.182949e-11	9.185436e-11	0.0063406853	0.09396416	0.014061922	9.181915e-11	0.23058723	9.174422e-11	9.1931296e-11	0.15583009	0.048729744	0.05391914	9.21235e-11	0.07567635	0.006852748	9.175525e-11	9.185103e-11	9.1907634e-11	0.019857707	9.17619e-11	9.179638e-11	0.02068534	0.009878054	0.004780399	9.183054e-11	9.170958e-11	9.179813e-11	9.176172e-11	0.008469383	0.019113896	0.017217427	0.015746282	0.042251185	0.017044012	9.169874e-11	9.1779404e-11	0.034258902
Spotx28	0.0699369	0.036512565	1.9966798e-10	0.022997675	1.992974e-10	1.9942059e-10	1.9933807e-10	1.9967025e-10	1.9932819e-10	1.9937381e-10	1.9938941e-10	1.9945293e-10	1.9933198e-10	1.9932553e-10	1.9933313e-10	1.9957623e-10	1.9961353e-10	1.9955909e-10	1.9939778e-10	1.9940652e-10	0.07117569	1.9945293e-10	0.17705211	0.11903808	0.009522106	1.9963675e-10	0.15958717	0.031219998	0.040051498	0.024044579	1.9921835e-10	1.9924609e-10	1.9945635e-10	1.9952294e-10	0.043934897	0.051960774	1.9966037e-10	0.01848318	0.0053119273	0.0049552503	1.9938332e-10	0.094474636	0.019740898	1.9944912e-10	1.9933616e-10	1.9951493e-10
Spotx29	0.0027116241	2.6178518e-10	0.015120153	0.014356635	0.06748484	2.6195646e-10	2.621514e-10	2.6190952e-10	2.6170327e-10	0.039861724	2.6181463e-10	2.6171876e-10	0.051865168	2.6193797e-10	0.098813005	2.6310368e-10	0.33481175	2.6336175e-10	0.014590463	2.6198746e-10	2.6177469e-10	2.6189204e-10	2.618291e-10	2.6207245e-10	2.6186905e-10	2.6189304e-10	2.6207742e-10	0.014599498	2.6173075e-10	0.0203405	0.05198551	2.6227492e-10	2.61946e-10	0.066167444	0.07023806	0.03269344	0.0011866083	0.06356185	2.618286e-10	0.003870021	0.011058771	2.618905e-10	2.6188404e-10	2.6320754e-10	0.024682974	2.618551e-10
Spotx30	1.1879722e-10	1.18624e-10	0.020795517	0.0018297365	0.00027368957	1.1861608e-10	1.1869938e-10	0.013659107	0.018373307	0.2314253	1.1857401e-10	0.038427163	1.1866971e-10	1.1849918e-10	1.1849419e-10	0.045914635	0.08763128	1.1861949e-10	1.1866791e-10	0.050754853	0.03870092	1.1869938e-10	0.2503007	1.1863058e-10	0.008696105	0.025725087	1.1923466e-10	1.1869417e-10	0.029000785	0.024940083	1.1850936e-10	0.0102915345	0.0119373	1.1872044e-10	0.030250615	0.0077601853	1.1856496e-10	1.1852608e-10	0.031980928	1.1858622e-10	1.1874919e-10	0.021331066	1.1854506e-10	1.1849195e-10	1.1856881e-10	1.1855163e-10
Spotx31	0.08145102	3.7935177e-10	3.7922301e-10	0.027663112	0.009456076	3.793076e-10	3.7924613e-10	0.100419596	3.796087e-10	0.054282278	0.07768791	3.8051268e-10	3.7967246e-10	3.793004e-10	3.795291e-10	3.7913622e-10	3.7909284e-10	0.028181361	0.047761	3.7932424e-10	0.09925649	3.7911452e-10	0.1389652	3.7906536e-10	0.020062543	3.7930908e-10	3.8043937e-10	3.7938142e-10	3.7882683e-10	3.7901332e-10	0.04824633	3.7943715e-10	0.2504545	3.7906464e-10	3.792201e-10	3.7909645e-10	3.7923023e-10	0.0076817255	0.007364384	3.790314e-10	3.788485e-10	0.0010665294	3.792107e-10	3.7921866e-10	3.7901185e-10	3.7894463e-10
Spotx32	3.4293382e-10	3.4290243e-10	3.4309017e-10	3.4300382e-10	3.4289915e-10	3.4318706e-10	3.4334222e-10	3.431242e-10	0.009603481	3.433206e-10	0.017059527	3.4322373e-10	3.4320013e-10	3.4330097e-10	3.4302278e-10	3.4333633e-10	0.023213562	3.432119e-10	3.4316022e-10	3.4302539e-10	3.4341885e-10	0.08756327	0.10836645	3.433861e-10	0.034771167	3.4342998e-10	3.4344175e-10	0.024100972	0.010765255	0.007584778	0.1027699	0.069816954	0.25360334	0.000873351	0.12505949	0.058546618	0.018841514	3.4317527e-10	3.4321257e-10	0.0075655784	3.431445e-10	3.4386782e-10	3.4313927e-10	3.429711e-10	3.4321584e-10	0.03989474
Spotx33	0.013741432	0.0029913103	0.0057753003	1.8229172e-10	0.021517957	1.8124573e-10	1.812167e-10	0.016219934	0.012554654	0.11323107	1.8123952e-10	0.06550408	1.81482e-10	1.8124331e-10	1.8145259e-10	1.8148684e-10	0.04900994	1.8129102e-10	0.3725901	3.1761688e-10	1.812931e-10	1.8134844e-10	1.8130901e-10	1.8143251e-10	1.8142766e-10	0.07989407	1.8158622e-10	1.8135674e-10	0.010983385	0.007786276	1.8128342e-10	1.8128653e-10	0.07399007	0.00880962	1.8161704e-10	0.062559016	1.8129069e-10	1.8124677e-10	0.03908416	1.81281e-10	0.017154267	0.01627521	0.0043796096	0.0059485333	1.8126649e-10	1.8144462e-10
Spotx34	2.1642609e-10	0.024837427	0.019908201	0.04576648	0.030388273	2.1620411e-10	2.162804e-10	2.1661356e-10	2.1613523e-10	2.1635756e-10	0.0044835797	2.1633115e-10	0.49817416	0.04095854	0.07746185	2.162866e-10	0.017715935	2.1702422e-10	2.1640253e-10	2.1640213e-10	2.1648759e-10	2.1637282e-10	2.1647106e-10	2.161233e-10	2.1642525e-10	2.1620288e-10	2.1631094e-10	2.1640874e-10	2.162532e-10	2.1641698e-10	2.1608207e-10	2.1638438e-10	2.1624699e-10	2.1625937e-10	2.1633527e-10	2.1625854e-10	0.026207041	2.165586e-10	0.0055302884	2.1643722e-10	0.0033521263	0.1947981	0.010418055	2.162507e-10	2.164719e-10	2.1631423e-10
Spotx35	0.009793226	0.036902405	1.9365613e-10	1.9380468e-10	1.9358007e-10	0.060110774	1.9386456e-10	0.009379131	1.9364506e-10	1.9400735e-10	1.9353319e-10	0.03893419	1.9391673e-10	0.007490984	1.935306e-10	0.0044772415	1.936894e-10	1.9357489e-10	0.017444903	1.9374038e-10	1.9421617e-10	0.07408577	0.3225244	0.09845654	0.017162064	0.05952543	1.9403548e-10	1.9366021e-10	0.015081897	1.9371008e-10	1.9362696e-10	0.02468336	0.08067459	0.010388675	0.03270709	0.0019540067	0.012510662	0.030741116	0.02804193	1.9373743e-10	1.9359743e-10	1.9367129e-10	0.0069294907	1.9404474e-10	1.9354647e-10	1.9373003e-10
Spotx36	0.0398079	0.022045702	0.019484004	1.5056839e-10	0.04127693	0.002115782	1.5065715e-10	0.025000285	1.5061864e-10	1.5063818e-10	1.505035e-10	1.505707e-10	1.507431e-10	1.5054569e-10	1.5052215e-10	1.5088233e-10	0.0036964163	0.07555707	0.22706228	1.5066347e-10	0.051166683	1.5052072e-10	0.063282035	1.5062669e-10	0.035165533	1.506652e-10	1.5110983e-10	0.005439866	0.021967	0.032069393	0.06004251	0.06678664	1.506951e-10	1.5062153e-10	1.5082709e-10	0.030671977	1.5056349e-10	0.0095972475	0.035544217	0.018185819	1.5065141e-10	0.028028464	0.08600623	1.5063503e-10	1.5075977e-10	1.5051468e-10
